Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,name,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Ti,Ne,80%,,,Si,,100%,20%,80%,100%,,0%,0%,80%,Fe,,https://api.personality-database.com/profile_images/20076.png,Gene Roddenberry,https://www.personality-database.com/profile/20076/gene-roddenberry-film-tv-crew-mbti-personality-type,,,,4,,,,,,1,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Genndy Tartakovsky,https://www.personality-database.com/profile/21917/genndy-tartakovsky-film-tv-crew-mbti-personality-type,,,,5,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/49686.png,George A. Romero,https://www.personality-database.com/profile/49686/george-a-romero-film-tv-crew-mbti-personality-type,,,,2,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,George Cukor,https://www.personality-database.com/profile/11415/george-cukor-film-tv-crew-mbti-personality-type,,,,,1,,,,,,,,,,,
Ti,Ne,75%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/34778.png,George Miller,https://www.personality-database.com/profile/34778/george-miller-film-tv-crew-mbti-personality-type,,,,3,,,,,,,,1,,,,
Fi,Fi,,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Si,50%,/images/profile_transparent.png,Georges Méliès,https://www.personality-database.com/profile/11408/georges-mlis-film-tv-crew-mbti-personality-type,,2,,,,,,,,2,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Gerd Oswald,https://www.personality-database.com/profile/11444/gerd-oswald-film-tv-crew-mbti-personality-type,,,,,,,,,,,1,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/49571.png,Glauber Rocha,https://www.personality-database.com/profile/49571/glauber-rocha-film-tv-crew-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Glenn Howerton,https://www.personality-database.com/profile/40027/glenn-howerton-actors-usa-mbti-personality-type,,,,,,,,,,2,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Gregory La Cava,https://www.personality-database.com/profile/11469/gregory-la-cava-film-tv-crew-mbti-personality-type,1,,,,,,,,,,,,,,,
Fi,Ne,89%,89%,,Si,,100%,89%,11%,100%,,0%,0%,,Te,,/images/profile_transparent.png,Greta Gerwig,https://www.personality-database.com/profile/11485/greta-gerwig-film-tv-crew-mbti-personality-type,,7,,1,,,,,,1,,,,,,
Ne,Fi,,90%,90%,Te,,86%,83%,3%,97%,,3%,10%,,Si,,https://api.personality-database.com/profile_images/1736.png,Guillermo del Toro,https://www.personality-database.com/profile/1736/guillermo-del-toro-film-tv-crew-mbti-personality-type,,1,,,,,,2,,23,,1,1,1,,
Ne,Fi,,100%,100%,Te,,75%,75%,0%,100%,,0%,25%,,Si,,/images/profile_transparent.png,Gus Van Sant,https://www.personality-database.com/profile/11610/gus-van-sant-film-tv-crew-mbti-personality-type,,,,,,,,,,3,,,,1,,
Ti,Se,100%,,,Ni,,,0%,38%,88%,63%,0%,63%,100%,Fe,,https://api.personality-database.com/profile_images/22503.png,Guy Ritchie,https://www.personality-database.com/profile/22503/guy-ritchie-film-tv-crew-mbti-personality-type,,,1,2,,,,5,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/50545.png,Hans Donner,https://www.personality-database.com/profile/50545/hans-donner-film-tv-crew-mbti-personality-type,,,,,,,,1,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,Harold Ramis,https://www.personality-database.com/profile/11507/harold-ramis-film-tv-crew-mbti-personality-type,,,,,,,,,,,,,2,,,
Ni,Te,100%,,,Fi,68%,64%,0%,64%,,,5%,32%,100%,Se,,https://api.personality-database.com/profile_images/8733.png,Harvey Weinstein,https://www.personality-database.com/profile/8733/harvey-weinstein-film-tv-crew-mbti-personality-type,,,14,,,,1,7,,,,,,,,
Fe,Ni,,100%,100%,Ne,100%,,50%,0%,,,50%,0%,,Ti,50%,/images/profile_transparent.png,Hirokazu Kore-eda,https://www.personality-database.com/profile/11653/hirokazu-koreeda-film-tv-crew-mbti-personality-type,,,,,,,,,1,,,,1,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,Hiroshi Shimizu,https://www.personality-database.com/profile/11381/hiroshi-shimizu-film-tv-crew-mbti-personality-type,,1,,,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Hollis Frampton,https://www.personality-database.com/profile/11447/hollis-frampton-film-tv-crew-mbti-personality-type,,,,,,,,,,,,1,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Hong Sang-soo,https://www.personality-database.com/profile/11460/hong-sangsoo-film-tv-crew-mbti-personality-type,,,,,,,,,,1,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,Hou Hsiao-hsien,https://www.personality-database.com/profile/11422/hou-hsiaohsien-film-tv-crew-mbti-personality-type,,,1,,,,,,,,,,,,,
Si,Te,60%,,,Fi,60%,,0%,0%,,100%,60%,40%,100%,Ne,,/images/profile_transparent.png,Howard Hawks,https://www.personality-database.com/profile/11366/howard-hawks-film-tv-crew-mbti-personality-type,,,,,,,3,,,,,,,,,2
Fe,Ni,,77%,100%,Se,62%,100%,77%,23%,,,0%,0%,,Si,,/images/profile_transparent.png,Ingmar Bergman,https://www.personality-database.com/profile/11395/ingmar-bergman-film-tv-crew-mbti-personality-type,,,,,,,,,5,5,3,,,,,
Ne,Ti,,,100%,Fe,,100%,17%,83%,100%,,0%,0%,83%,Si,,https://api.personality-database.com/profile_images/32656.png,Irvin Kershner,https://www.personality-database.com/profile/32656/irvin-kershner-film-tv-crew-mbti-personality-type,,,,,,,,,,1,,5,,,,
Se,Fi,,100%,100%,Te,,,33%,0%,100%,67%,0%,67%,,Ni,,https://api.personality-database.com/profile_images/21869.png,Isao Takahata,https://www.personality-database.com/profile/21869/isao-takahata-film-tv-crew-mbti-personality-type,,,,,,,,,,1,,,,2,,
Si,Fe,100%,100%,,Ti,59%,,45%,0%,,55%,55%,0%,,Ne,,https://api.personality-database.com/profile_images/2160.png,J. J. Abrams,https://www.personality-database.com/profile/2160/j-j-abrams-film-tv-crew-mbti-personality-type,1,9,,,12,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Jacques Rivette,https://www.personality-database.com/profile/11380/jacques-rivette-film-tv-crew-mbti-personality-type,,,,,,,,,,,,1,,,,
Ti,Ne,67%,,,Si,,100%,50%,50%,100%,,0%,0%,,Fe,50%,/images/profile_transparent.png,Jacques Tati,https://www.personality-database.com/profile/11435/jacques-tati-film-tv-crew-mbti-personality-type,,1,,3,,,,,,2,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Jacques Tourneur,https://www.personality-database.com/profile/11394/jacques-tourneur-film-tv-crew-mbti-personality-type,,,,,,,,,,,,,,1,,
Ne,Fi,,67%,100%,Te,,100%,67%,33%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Jafar Panahi,https://www.personality-database.com/profile/11406/jafar-panahi-film-tv-crew-mbti-personality-type,,,,,,,,,,2,,1,,,,
Ti,Ne,100%,,,Si,,100%,20%,80%,100%,,0%,0%,80%,Fe,,https://api.personality-database.com/profile_images/9253.png,James Gunn,https://www.personality-database.com/profile/9253/james-gunn-film-tv-crew-mbti-personality-type,,3,,12,,,,,,,,,,,,
Ne,Ti,,,78%,Fe,,89%,0%,89%,78%,,11%,0%,89%,Si,,/images/profile_transparent.png,James Wan,https://www.personality-database.com/profile/9279/james-wan-film-tv-crew-mbti-personality-type,,,1,1,,,,,,,,6,1,,,
Fe,Ni,,100%,100%,Se,67%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,Jane Campion,https://www.personality-database.com/profile/11488/jane-campion-film-tv-crew-mbti-personality-type,,,,,,,,,2,1,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,Jason Reitman,https://www.personality-database.com/profile/11607/jason-reitman-film-tv-crew-mbti-personality-type,,,,,,,,,,,,,,,,1
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,Jean Renoir,https://www.personality-database.com/profile/11382/jean-renoir-film-tv-crew-mbti-personality-type,,3,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Jean Vigo,https://www.personality-database.com/profile/11417/jean-vigo-film-tv-crew-mbti-personality-type,,,,,,,,,,2,,,,,,
Ti,Ne,89%,,,Si,,100%,33%,67%,100%,,0%,0%,67%,Fe,,/images/profile_transparent.png,Jean-Luc Godard,https://www.personality-database.com/profile/11427/jeanluc-godard-film-tv-crew-mbti-personality-type,,2,,6,,,,,,1,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/11706.png,Jean-Pierre Jeunet,https://www.personality-database.com/profile/11706/jeanpierre-jeunet-film-tv-crew-mbti-personality-type,,,,,,,,,,2,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,Jeff Nichols,https://www.personality-database.com/profile/11614/jeff-nichols-film-tv-crew-mbti-personality-type,,,,,,,,,,,,,1,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Jerzy Skolimowski,https://www.personality-database.com/profile/11532/jerzy-skolimowski-film-tv-crew-mbti-personality-type,,,,,,1,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Jia Zhangke,https://www.personality-database.com/profile/11461/jia-zhangke-film-tv-crew-mbti-personality-type,,,,,,,,,,,,1,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/37866.png,Jim Henson,https://www.personality-database.com/profile/37866/jim-henson-film-tv-crew-mbti-personality-type,,,,,,,,,,18,,,,,,
Ne,Fi,,86%,100%,Te,,100%,86%,14%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/11604.png,Jim Jarmusch,https://www.personality-database.com/profile/11604/jim-jarmusch-film-tv-crew-mbti-personality-type,,,,,,,,,,6,,1,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,Joachim Trier,https://www.personality-database.com/profile/11525/joachim-trier-film-tv-crew-mbti-personality-type,,,,,,,,,1,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Joanna Hogg,https://www.personality-database.com/profile/11483/joanna-hogg-film-tv-crew-mbti-personality-type,,,,,,,,,,,,1,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/28948.png,Joe Russo,https://www.personality-database.com/profile/28948/joe-russo-film-tv-crew-mbti-personality-type,,,5,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Joe Swanberg,https://www.personality-database.com/profile/11464/joe-swanberg-film-tv-crew-mbti-personality-type,,,,,,1,,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Joel Coen,https://www.personality-database.com/profile/25712/joel-coen-film-tv-crew-mbti-personality-type,,,,,,,,,,,7,,,,,
Se,Ti,,,100%,Fe,,,0%,17%,100%,83%,0%,83%,100%,Ni,,https://api.personality-database.com/profile_images/34080.png,John Carpenter,https://www.personality-database.com/profile/34080/john-carpenter-film-tv-crew-mbti-personality-type,,,,,,,,,,,,1,,,,5
Ne,Fi,,,100%,Fe,,,50%,0%,100%,,0%,50%,,Ni,50%,/images/profile_transparent.png,John Cassavetes,https://www.personality-database.com/profile/11454/john-cassavetes-film-tv-crew-mbti-personality-type,,,,,,,,,,2,,,,,,2
Te,Si,,,80%,Ne,80%,,0%,0%,,100%,80%,20%,100%,Fi,,/images/profile_transparent.png,John Ford,https://www.personality-database.com/profile/11365/john-ford-film-tv-crew-mbti-personality-type,,,,,,,1,,,,,,,,3,1
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,John Francis Daley,https://www.personality-database.com/profile/17271/john-francis-daley-film-tv-crew-mbti-personality-type,,4,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,John Hughes,https://www.personality-database.com/profile/40526/john-hughes-film-tv-crew-mbti-personality-type,,,,,,,,,,2,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,John M. Stahl,https://www.personality-database.com/profile/11423/john-m-stahl-film-tv-crew-mbti-personality-type,1,,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/34946.png,John McTiernan,https://www.personality-database.com/profile/34946/john-mctiernan-film-tv-crew-mbti-personality-type,,,,,,,,,,2,,,,,,
Fi,Ne,100%,,,Si,,100%,50%,50%,100%,,0%,0%,,Fe,50%,/images/profile_transparent.png,John Waters,https://www.personality-database.com/profile/21687/john-waters-film-tv-crew-mbti-personality-type,,1,,1,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,John Woo,https://www.personality-database.com/profile/11439/john-woo-film-tv-crew-mbti-personality-type,,,,,,6,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Johnnie To,https://www.personality-database.com/profile/11421/johnnie-to-film-tv-crew-mbti-personality-type,,,,,,,,1,,,,,,,,
Ni,Fe,67%,67%,,Ti,100%,100%,67%,33%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/11751.png,Jonathan Demme,https://www.personality-database.com/profile/11751/jonathan-demme-film-tv-crew-mbti-personality-type,2,,,,,,,,,,1,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Jonathan Nolan,https://www.personality-database.com/profile/14868/jonathan-nolan-film-tv-crew-mbti-personality-type,,,,,,,,,,,9,,,,,
Ti,Ne,74%,,,Si,,100%,0%,100%,89%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/10500.png,Jordan Peele,https://www.personality-database.com/profile/10500/jordan-peele-film-tv-crew-mbti-personality-type,,,,14,,,,,,,2,3,,,,
Ne,Ti,,,100%,Fe,,80%,0%,80%,80%,,10%,10%,100%,Si,,https://api.personality-database.com/profile_images/9128.png,Jordan Schlansky,https://www.personality-database.com/profile/9128/jordan-schlansky-film-tv-crew-mbti-personality-type,,,,,,,,,,,1,7,,,1,1
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Josef von Sternberg,https://www.personality-database.com/profile/11374/josef-von-sternberg-film-tv-crew-mbti-personality-type,,,,,,,,,,,,,,1,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Joseph H. Lewis,https://www.personality-database.com/profile/11401/joseph-h-lewis-film-tv-crew-mbti-personality-type,,,,,,,,1,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Joseph L. Mankiewicz,https://www.personality-database.com/profile/11414/joseph-l-mankiewicz-film-tv-crew-mbti-personality-type,,,,1,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,78%,,22%,0%,,78%,78%,0%,,Ne,,/images/profile_transparent.png,Joss Whedon,https://www.personality-database.com/profile/12701/joss-whedon-film-tv-crew-mbti-personality-type,,2,,,7,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,Judd Apatow,https://www.personality-database.com/profile/47251/judd-apatow-film-tv-crew-mbti-personality-type,,,3,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Kaitlin Olson,https://www.personality-database.com/profile/40025/kaitlin-olson-actresses-usa-mbti-personality-type,,,,,,1,,,,,,,,,,
Te,Ni,,,100%,Se,89%,89%,0%,89%,,,0%,11%,100%,Fi,,/images/profile_transparent.png,Kathryn Bigelow,https://www.personality-database.com/profile/11494/kathryn-bigelow-film-tv-crew-mbti-personality-type,,,,,,,,,,,8,,,,,1
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Ken Loach,https://www.personality-database.com/profile/11474/ken-loach-film-tv-crew-mbti-personality-type,2,,,,,,,,,,,,,,,
Ni,Ni,,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Fi,50%,/images/profile_transparent.png,Kenji Mizoguchi,https://www.personality-database.com/profile/11367/kenji-mizoguchi-film-tv-crew-mbti-personality-type,,,2,,,,,,,,2,,,,,
Ni,Fe,89%,100%,,Ti,56%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/10189.png,Kenneth Branagh,https://www.personality-database.com/profile/10189/kenneth-branagh-actors-british-isles-mbti-personality-type,5,3,,,,,,,,1,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/11600.png,Kevin Feige,https://www.personality-database.com/profile/11600/kevin-feige-film-tv-crew-mbti-personality-type,,,9,,,,,,,,,,,,,
Fi,Ne,75%,75%,,Si,,95%,75%,20%,80%,,5%,0%,,Te,,https://api.personality-database.com/profile_images/8366.png,Kevin Smith,https://www.personality-database.com/profile/8366/kevin-smith-film-tv-crew-mbti-personality-type,3,12,,,,,,,,,,4,,,1,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,King Vidor,https://www.personality-database.com/profile/11390/king-vidor-film-tv-crew-mbti-personality-type,,,,,,,,,,,,,,,,1
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/11534.png,Krzysztof Kieślowski,https://www.personality-database.com/profile/11534/krzysztof-kielowski-film-tv-crew-mbti-personality-type,1,,,,,,,,,,,,,,,
Fi,Fi,,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Si,50%,/images/profile_transparent.png,Lana Wachowski,https://www.personality-database.com/profile/39506/lana-wachowski-film-tv-crew-mbti-personality-type,,1,,,,,,,,1,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Larry Clark,https://www.personality-database.com/profile/7477/larry-clark-film-tv-crew-mbti-personality-type,,,,,,,,1,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Larry Cohen,https://www.personality-database.com/profile/11441/larry-cohen-film-tv-crew-mbti-personality-type,,,,,,,,5,,,,,,,,
Fe,Ni,,100%,100%,Se,83%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,Lars von Trier,https://www.personality-database.com/profile/11399/lars-von-trier-film-tv-crew-mbti-personality-type,,,,,,,,,5,1,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Laurent Cantet,https://www.personality-database.com/profile/11523/laurent-cantet-film-tv-crew-mbti-personality-type,,,,,,,,,,1,,,,,,
Si,Fe,100%,100%,,Ti,100%,,33%,0%,,67%,67%,0%,,Ne,,/images/profile_transparent.png,Lee Chang-dong,https://www.personality-database.com/profile/11522/lee-changdong-film-tv-crew-mbti-personality-type,1,,,,2,,,,,,,,,,,
Fi,Ne,75%,75%,,Si,,100%,75%,25%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/31327.png,Leigh Whannell,https://www.personality-database.com/profile/31327/leigh-whannell-film-tv-crew-mbti-personality-type,,3,,,,,,,,,,1,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Leni Riefenstahl,https://www.personality-database.com/profile/11389/leni-riefenstahl-film-tv-crew-mbti-personality-type,,,,,,,,,,,,,,2,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Leo McCarey,https://www.personality-database.com/profile/11412/leo-mccarey-film-tv-crew-mbti-personality-type,,,,,1,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Lilly Wachowski,https://www.personality-database.com/profile/39505/lilly-wachowski-film-tv-crew-mbti-personality-type,,,,,2,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Louis Feuillade,https://www.personality-database.com/profile/11400/louis-feuillade-film-tv-crew-mbti-personality-type,,,,,,,,,,,,1,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Lowell Sherman,https://www.personality-database.com/profile/11472/lowell-sherman-film-tv-crew-mbti-personality-type,1,,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/11763.png,Luc Besson,https://www.personality-database.com/profile/11763/luc-besson-film-tv-crew-mbti-personality-type,,,,,,,,,,7,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Luca Guadagnino,https://www.personality-database.com/profile/20309/luca-guadagnino-film-tv-crew-mbti-personality-type,,,,,,,,,,1,,,,,,
