Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,name,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Si,Fe,100%,67%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Edgardo Novick,https://www.personality-database.com/profile/28013/edgardo-novick-governmentlatin-america-mbti-personality-type,,,,,2,,1,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/44788.png,Eduardo Bolsonaro,https://www.personality-database.com/profile/44788/eduardo-bolsonaro-governmentlatin-america-mbti-personality-type,,,,,,,4,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,33%,,67%,67%,0%,100%,Ne,,https://api.personality-database.com/profile_images/45132.png,Eduardo Cunha,https://www.personality-database.com/profile/45132/eduardo-cunha-governmentlatin-america-mbti-personality-type,,,1,,,,2,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/48666.png,Eduardo Suplicy,https://www.personality-database.com/profile/48666/eduardo-suplicy-governmentlatin-america-mbti-personality-type,,,,,,,,,,1,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/48657.png,Emílio Garrastazu Médici,https://www.personality-database.com/profile/48657/emlio-garrastazu-mdici-governmentlatin-america-mbti-personality-type,,,,,,,1,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,Enéas Carneiro,https://www.personality-database.com/profile/42075/enas-carneiro-governmentlatin-america-mbti-personality-type,,,5,,,,,,,,,,,,,
Fi,Se,67%,67%,,Ni,,,0%,33%,100%,67%,0%,67%,,Te,,/images/profile_transparent.png,Enrique Peña Nieto,https://www.personality-database.com/profile/30983/enrique-pea-nieto-governmentlatin-america-mbti-personality-type,,,,,,2,,,,,,1,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/48156.png,Ernesto Araújo,https://www.personality-database.com/profile/48156/ernesto-arajo-governmentlatin-america-mbti-personality-type,,,,,,,,,,,,,,,1,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Evo Morales,https://www.personality-database.com/profile/34798/evo-morales-governmentlatin-america-mbti-personality-type,2,,,,,,,,,,,,,,,
Ni,Te,100%,,,Fi,83%,83%,0%,83%,,,0%,17%,100%,Se,,/images/profile_transparent.png,Fernando Collor,https://www.personality-database.com/profile/22148/fernando-collor-governmentlatin-america-mbti-personality-type,,,5,,,,,1,,,,,,,,
Fe,Ni,,88%,88%,Se,94%,71%,71%,0%,,,24%,6%,,Ti,,https://api.personality-database.com/profile_images/16981.png,Fernando Haddad,https://www.personality-database.com/profile/16981/fernando-haddad-governmentlatin-america-mbti-personality-type,,,,,1,,1,,12,,,,2,,,1
Te,Si,,,100%,Ne,100%,,0%,33%,,67%,67%,0%,100%,Fi,,https://api.personality-database.com/profile_images/22151.png,FHC,https://www.personality-database.com/profile/22151/fhc-governmentlatin-america-mbti-personality-type,,,,,,,,,,,2,,,,4,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/44789.png,Flávio Bolsonaro,https://www.personality-database.com/profile/44789/flvio-bolsonaro-governmentlatin-america-mbti-personality-type,,,,,,,,,,,,,1,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/50253.png,General Newton Cruz,https://www.personality-database.com/profile/50253/general-newton-cruz-governmentlatin-america-mbti-personality-type,,,,,,,2,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Gina Parody,https://www.personality-database.com/profile/20977/gina-parody-governmentlatin-america-mbti-personality-type,,,,,1,,,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/48535.png,Golbery do Couto e Silva,https://www.personality-database.com/profile/48535/golbery-do-couto-e-silva-governmentlatin-america-mbti-personality-type,,,,,,,,,,,1,,,,,
Fi,Ne,100%,83%,,Si,,100%,83%,17%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/45116.png,Guilherme Boulos,https://www.personality-database.com/profile/45116/guilherme-boulos-governmentlatin-america-mbti-personality-type,,5,,1,,,,,,,,,,,,
Ni,Fe,100%,,,Si,,100%,50%,50%,,,0%,0%,,Fe,50%,/images/profile_transparent.png,Gustavo Petro,https://www.personality-database.com/profile/12486/gustavo-petro-governmentlatin-america-mbti-personality-type,1,,,1,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/48759.png,Hamilton Mourão,https://www.personality-database.com/profile/48759/hamilton-mouro-governmentlatin-america-mbti-personality-type,,,1,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Iván Duque,https://www.personality-database.com/profile/20982/ivn-duque-governmentlatin-america-mbti-personality-type,,,,,2,,,,,,,,,,,
Si,Te,97%,,,Fi,87%,,1%,4%,,95%,83%,12%,95%,Ne,,https://api.personality-database.com/profile_images/14751.png,Jair Bolsonaro,https://www.personality-database.com/profile/14751/jair-bolsonaro-governmentlatin-america-mbti-personality-type,,,3,,2,1,62,7,,1,,,,,,1
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/48590.png,Janaína Paschoal,https://www.personality-database.com/profile/48590/janana-paschoal-governmentlatin-america-mbti-personality-type,,,,,,,,,,,,,,,1,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/45118.png,João Amoêdo,https://www.personality-database.com/profile/45118/joo-amodo-governmentlatin-america-mbti-personality-type,,,,,,,,,,,,,4,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,João Dória,https://www.personality-database.com/profile/43784/joo-dria-governmentlatin-america-mbti-personality-type,,,3,,,,,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/50234.png,Joaquim Barbosa,https://www.personality-database.com/profile/50234/joaquim-barbosa-governmentlatin-america-mbti-personality-type,,,,,,,,,,,2,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/48574.png,Joice Hasselmann,https://www.personality-database.com/profile/48574/joice-hasselmann-governmentlatin-america-mbti-personality-type,,,,,,,1,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/48214.png,Jorge Kajuru,https://www.personality-database.com/profile/48214/jorge-kajuru-governmentlatin-america-mbti-personality-type,,,,,,,1,,,,,,,,,
Te,Ni,,,75%,Se,100%,75%,0%,75%,,,25%,0%,100%,Fi,,https://api.personality-database.com/profile_images/32093.png,José Antonio Kast,https://www.personality-database.com/profile/32093/jos-antonio-kast-governmentlatin-america-mbti-personality-type,,,,,,,1,,,,3,,,,,
Fe,Fe,,100%,,Se,100%,100%,100%,0%,,,0%,0%,,Se,50%,/images/profile_transparent.png,José Batlle y Ordoñez,https://www.personality-database.com/profile/31469/jos-batlle-y-ordoez-governmentlatin-america-mbti-personality-type,1,,,,,,,,1,,,,,,,
Fi,Fe,100%,100%,,Ni,,,0%,0%,,100%,50%,50%,,Ne,50%,/images/profile_transparent.png,José Maria Eymael,https://www.personality-database.com/profile/22147/jos-maria-eymael-governmentlatin-america-mbti-personality-type,,,,,1,1,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,80%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/26233.png,José Mujica,https://www.personality-database.com/profile/26233/jos-mujica-governmentlatin-america-mbti-personality-type,,,,,,,,,1,4,,,,,,
Si,Te,100%,,,Fi,100%,,33%,0%,,67%,67%,0%,67%,Ne,,/images/profile_transparent.png,Juan Guaidó,https://www.personality-database.com/profile/34799/juan-guaid-governmentlatin-america-mbti-personality-type,1,,,,,,2,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Juan Manuel Santos,https://www.personality-database.com/profile/20980/juan-manuel-santos-governmentlatin-america-mbti-personality-type,,,,,,,,,,,,1,,,,
Te,Si,,,92%,Ne,85%,,0%,23%,,77%,62%,15%,100%,Fi,,https://api.personality-database.com/profile_images/22974.png,Kim Patroca Kataguiri,https://www.personality-database.com/profile/22974/kim-patroca-kataguiri-governmentlatin-america-mbti-personality-type,,,,,,,,1,,,3,,,,8,1
Si,Te,100%,,,Fi,67%,,0%,33%,,67%,67%,0%,100%,Ne,,https://api.personality-database.com/profile_images/48664.png,Leonel Brizola,https://www.personality-database.com/profile/48664/leonel-brizola-governmentlatin-america-mbti-personality-type,,,,1,,,2,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/48555.png,Luís Carlos Prestes,https://www.personality-database.com/profile/48555/lus-carlos-prestes-governmentlatin-america-mbti-personality-type,,,,,,,,,1,,,,,,,
Ni,Fe,97%,90%,,Ti,79%,83%,76%,7%,,,3%,14%,,Se,,https://api.personality-database.com/profile_images/13536.png,Lula,https://www.personality-database.com/profile/13536/lula-governmentlatin-america-mbti-personality-type,20,2,1,,1,3,,1,,,1,,,,,
Fi,Ne,100%,100%,,Si,,89%,89%,0%,89%,,11%,0%,,Te,,https://api.personality-database.com/profile_images/17820.png,Manuela D'Ávila,https://www.personality-database.com/profile/17820/manuela-dvila-governmentlatin-america-mbti-personality-type,,8,,,1,,,,,,,,,,,
Fe,Ni,,67%,89%,Se,89%,78%,44%,33%,,,22%,0%,,Ti,,/images/profile_transparent.png,Marina Silva,https://www.personality-database.com/profile/24306/marina-silva-governmentlatin-america-mbti-personality-type,,,,,1,,,,3,1,3,,1,,,
Ti,Se,86%,,,Ni,,,0%,0%,86%,100%,14%,86%,100%,Fe,,/images/profile_transparent.png,Mauricio Macri,https://www.personality-database.com/profile/27927/mauricio-macri-governmentlatin-america-mbti-personality-type,,,,,,,1,5,,,,,,,,1
Te,Si,,,100%,Ne,100%,,0%,27%,,73%,73%,0%,100%,Fi,,/images/profile_transparent.png,Michel Temer,https://www.personality-database.com/profile/22150/michel-temer-governmentlatin-america-mbti-personality-type,,,,,,,,,,,3,,,,8,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Michelle Bachelet,https://www.personality-database.com/profile/30017/michelle-bachelet-governmentlatin-america-mbti-personality-type,,,,,3,,,,,,,,,,,
Si,Te,100%,,,Fi,57%,,36%,0%,,64%,50%,14%,57%,Ne,,/images/profile_transparent.png,Nicolás Maduro,https://www.personality-database.com/profile/25390/nicols-maduro-governmentlatin-america-mbti-personality-type,1,4,,,,1,7,1,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/48566.png,Paulo Guedes,https://www.personality-database.com/profile/48566/paulo-guedes-governmentlatin-america-mbti-personality-type,,,,,,,,,,,,,,,2,
Ti,Ne,100%,,,Ni,,,0%,50%,100%,,0%,50%,100%,Fe,50%,https://api.personality-database.com/profile_images/48215.png,Paulo Maluf,https://www.personality-database.com/profile/48215/paulo-maluf-governmentlatin-america-mbti-personality-type,,,,2,,,,2,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/48140.png,PC Farias,https://www.personality-database.com/profile/48140/pc-farias-governmentlatin-america-mbti-personality-type,,,,,,,1,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/34350.png,Raúl Alfonsín,https://www.personality-database.com/profile/34350/ral-alfonsn-governmentlatin-america-mbti-personality-type,,,,,,,,,1,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/48561.png,Ruy Barbosa,https://www.personality-database.com/profile/48561/ruy-barbosa-governmentlatin-america-mbti-personality-type,,,,1,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Samuel Pinheiro Guimarães,https://www.personality-database.com/profile/50238/samuel-pinheiro-guimares-governmentlatin-america-mbti-personality-type,1,,,,,,,,,,,,,,,
Ti,Ne,67%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/27852.png,Sebastián Piñera,https://www.personality-database.com/profile/27852/sebastin-piera-governmentlatin-america-mbti-personality-type,,,,2,,,,,,,,1,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Sergio Fajardo,https://www.personality-database.com/profile/20967/sergio-fajardo-governmentlatin-america-mbti-personality-type,1,,,,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,12%,,88%,88%,0%,94%,Fi,,https://api.personality-database.com/profile_images/39935.png,Sérgio Moro,https://www.personality-database.com/profile/39935/srgio-moro-governmentlatin-america-mbti-personality-type,,,,,,,,,,,2,,1,,14,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/48674.png,Sérgio Vieira de Mello,https://www.personality-database.com/profile/48674/srgio-vieira-de-mello-governmentlatin-america-mbti-personality-type,,,,,,,,,2,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/26135.png,Tabaré Vazquez,https://www.personality-database.com/profile/26135/tabar-vazquez-governmentlatin-america-mbti-personality-type,,,,,,,,,,,,,,,2,
Fe,Ni,,67%,67%,Se,100%,67%,67%,0%,,,33%,0%,,Ti,,https://api.personality-database.com/profile_images/43561.png,Tabata Amaral,https://www.personality-database.com/profile/43561/tabata-amaral-governmentlatin-america-mbti-personality-type,,,,,,,1,,2,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Ulysses Guimarães,https://www.personality-database.com/profile/48570/ulysses-guimares-governmentlatin-america-mbti-personality-type,,,,,,,,,,,1,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,Vincente Fox,https://www.personality-database.com/profile/33410/vincente-fox-governmentlatin-america-mbti-personality-type,,,,,,,3,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/48576.png,Zélia Cardoso de Mello,https://www.personality-database.com/profile/48576/zlia-cardoso-de-mello-governmentlatin-america-mbti-personality-type,,,,,,,,,,,,,,,1,
Si,Te,94%,,,Fi,90%,,0%,19%,,81%,77%,4%,98%,Ne,,https://api.personality-database.com/profile_images/2185.png,Ted Cruz,https://www.personality-database.com/profile/2185/ted-cruz-governmentusa-mbti-personality-type,,,5,3,,1,36,,,,1,,,,1,1
Si,Fe,97%,97%,,Ti,97%,,3%,0%,,97%,94%,3%,,Ne,,https://api.personality-database.com/profile_images/10290.png,Sarah Palin,https://www.personality-database.com/profile/10290/sarah-palin-governmentusa-mbti-personality-type,1,,,,31,,,1,,,,,1,,,
Te,Si,,,98%,Ne,98%,,0%,0%,,100%,98%,2%,75%,Fi,,https://api.personality-database.com/profile_images/3202.png,Mike Pence,https://www.personality-database.com/profile/3202/mike-pence-governmentusa-mbti-personality-type,,,,,,,,1,,,,,16,,46,
Ni,Fe,100%,87%,,Ti,81%,79%,75%,4%,,,9%,11%,,Se,,https://api.personality-database.com/profile_images/2304.png,Joe Biden,https://www.personality-database.com/profile/2304/joe-biden-governmentusa-mbti-personality-type,37,3,1,1,2,4,3,2,,,,,,,,
Te,Ni,,,59%,Se,90%,96%,41%,55%,,,3%,1%,56%,Fi,,https://api.personality-database.com/profile_images/2191.png,Bernie Sanders,https://www.personality-database.com/profile/2191/bernie-sanders-governmentusa-mbti-personality-type,52,9,28,1,4,,,,28,6,92,5,,2,3,
Ni,Te,65%,,,Fi,100%,96%,0%,96%,,,4%,0%,100%,Se,,https://api.personality-database.com/profile_images/20430.png,Al Gore,https://www.personality-database.com/profile/20430/al-gore-governmentusa-mbti-personality-type,,,15,,,,,,,,7,,,,1,
Si,Te,70%,,,Fi,99%,,2%,29%,,68%,68%,0%,95%,Ne,,https://api.personality-database.com/profile_images/2190.png,Hillary Clinton,https://www.personality-database.com/profile/2190/hillary-clinton-governmentusa-mbti-personality-type,4,,15,1,3,,93,,,,31,1,1,,16,
Si,Te,67%,,,Fi,100%,,0%,33%,,67%,67%,0%,100%,Ne,,https://api.personality-database.com/profile_images/33688.png,Adam Schiff,https://www.personality-database.com/profile/33688/adam-schiff-governmentusa-mbti-personality-type,,,,,,,4,,,,2,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,Admiral Rogers,https://www.personality-database.com/profile/40513/admiral-rogers-governmentusa-mbti-personality-type,,,,,,,1,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Ajamu Baraka,https://www.personality-database.com/profile/47311/ajamu-baraka-governmentusa-mbti-personality-type,,,,,1,,,,,,,,,,,
Ti,Ne,82%,,,Si,,100%,6%,94%,100%,,0%,0%,94%,Fe,,https://api.personality-database.com/profile_images/5647.png,Al Franken,https://www.personality-database.com/profile/5647/al-franken-governmentusa-mbti-personality-type,,,,14,,,,,,1,,2,,,,
Ni,Fe,98%,97%,,Ti,93%,64%,63%,2%,,,31%,5%,,Se,,https://api.personality-database.com/profile_images/19051.png,Alexandria Ocasio-Cortez,https://www.personality-database.com/profile/19051/alexandria-ocasiocortez-governmentusa-mbti-personality-type,65,1,1,1,33,4,,,1,,,,,,,1
Si,Te,88%,,,Fi,88%,,0%,0%,,100%,88%,13%,100%,Ne,,https://api.personality-database.com/profile_images/33465.png,Amy Klobuchar,https://www.personality-database.com/profile/33465/amy-klobuchar-governmentusa-mbti-personality-type,,,,,,,6,1,,,,,,,1,
Ni,Te,86%,,,Fi,100%,86%,0%,86%,,,14%,0%,100%,Se,,https://api.personality-database.com/profile_images/35045.png,Andrew Cuomo,https://www.personality-database.com/profile/35045/andrew-cuomo-governmentusa-mbti-personality-type,,,6,,,,,,,,,,,,1,
Ti,Ne,100%,,,Si,,67%,0%,67%,100%,,0%,33%,100%,Fe,,/images/profile_transparent.png,Anthony Weiner,https://www.personality-database.com/profile/32911/anthony-weiner-governmentusa-mbti-personality-type,,,,4,,,,2,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/50233.png,Antonin Scalia,https://www.personality-database.com/profile/50233/antonin-scalia-governmentusa-mbti-personality-type,,,,,,,,,,,,,,,2,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/43605.png,Ayanna Pressley,https://www.personality-database.com/profile/43605/ayanna-pressley-governmentusa-mbti-personality-type,,,,,1,,,,,,,,,,,
Se,Si,,,98%,Ne,,,2%,2%,51%,95%,47%,49%,63%,Ni,,https://api.personality-database.com/profile_images/2187.png,Ben Carson,https://www.personality-database.com/profile/2187/ben-carson-governmentusa-mbti-personality-type,,,,,,,,1,,1,1,,2,13,18,7
Fi,Ne,100%,100%,,Si,,96%,96%,0%,76%,,4%,0%,,Te,,https://api.personality-database.com/profile_images/28825.png,Beto O'Rourke,https://www.personality-database.com/profile/28825/beto-orourke-governmentusa-mbti-personality-type,5,19,,,1,,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/33497.png,Betsy DeVos,https://www.personality-database.com/profile/33497/betsy-devos-governmentusa-mbti-personality-type,,,,,,,5,,,,,,,,,
Ni,Te,100%,,,Fi,100%,90%,0%,90%,,,10%,0%,100%,Se,,https://api.personality-database.com/profile_images/36520.png,Bill de Blasio,https://www.personality-database.com/profile/36520/bill-de-blasio-governmentusa-mbti-personality-type,,,9,,,,1,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/41227.png,Bob Corker,https://www.personality-database.com/profile/41227/bob-corker-governmentusa-mbti-personality-type,,,,,,,,,,,,,,,2,
Te,Si,,,84%,Ne,100%,,0%,3%,,97%,97%,0%,81%,Fi,,https://api.personality-database.com/profile_images/20143.png,Brett Kavanaugh,https://www.personality-database.com/profile/20143/brett-kavanaugh-governmentusa-mbti-personality-type,,,,,,,5,,,,1,,6,,20,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/36660.png,Brian Kemp,https://www.personality-database.com/profile/36660/brian-kemp-governmentusa-mbti-personality-type,,,,,,,3,,,,,,,,,
Si,Te,100%,,,Fi,88%,,0%,0%,,100%,88%,13%,94%,Ne,,https://api.personality-database.com/profile_images/11585.png,Chris Christie,https://www.personality-database.com/profile/11585/chris-christie-governmentusa-mbti-personality-type,,,,,,1,14,1,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/41828.png,Chuck Grassley,https://www.personality-database.com/profile/41828/chuck-grassley-governmentusa-mbti-personality-type,,,,,,,,,,,,,,,2,
Ni,Te,87%,,,Fi,100%,93%,7%,87%,,,7%,0%,87%,Se,,https://api.personality-database.com/profile_images/24050.png,Chuck Schumer,https://www.personality-database.com/profile/24050/chuck-schumer-governmentusa-mbti-personality-type,,,12,,1,,,,1,,1,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/35769.png,Clarence Thomas,https://www.personality-database.com/profile/35769/clarence-thomas-governmentusa-mbti-personality-type,,,,,,,,,,,,,,,5,
Te,Ni,,,69%,Se,100%,,0%,44%,,56%,56%,0%,69%,Fi,,https://api.personality-database.com/profile_images/20438.png,Colin Powell,https://www.personality-database.com/profile/20438/colin-powell-governmentusa-mbti-personality-type,,,,,4,,1,,,,7,,1,,3,
Si,Te,67%,,,Fi,100%,,0%,33%,,67%,67%,0%,100%,Ne,,/images/profile_transparent.png,Condoleezza Rice,https://www.personality-database.com/profile/45281/condoleezza-rice-governmentusa-mbti-personality-type,,,,,,,2,,,,1,,,,,
Ni,Fe,100%,96%,,Ti,100%,92%,88%,4%,,,8%,0%,,Se,,https://api.personality-database.com/profile_images/11597.png,Cory Booker,https://www.personality-database.com/profile/11597/cory-booker-governmentusa-mbti-personality-type,22,,1,,2,,,,,,,,,,,
Ni,Fe,100%,75%,,Ti,100%,75%,75%,0%,,,25%,0%,,Se,,https://api.personality-database.com/profile_images/29776.png,Dan Crenshaw,https://www.personality-database.com/profile/29776/dan-crenshaw-governmentusa-mbti-personality-type,6,,,,,,2,,,,,,,,,
Fi,Se,67%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Dan Quayle,https://www.personality-database.com/profile/40287/dan-quayle-governmentusa-mbti-personality-type,,,,,,2,,,,,,,,1,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/34249.png,Debbie Wasserman Schultz,https://www.personality-database.com/profile/34249/debbie-wasserman-schultz-governmentusa-mbti-personality-type,,,,,4,,,,,,,,,,,
Te,Si,,,67%,Ne,100%,,0%,33%,,67%,67%,0%,100%,Fi,,https://api.personality-database.com/profile_images/33678.png,Dianne Feinstein,https://www.personality-database.com/profile/33678/dianne-feinstein-governmentusa-mbti-personality-type,,,2,,,,,,,,,,,,4,
