category,subcategory,profile
https://www.personality-database.com/category/6/Political/mbti-personality-type,https://www.personality-database.com/subcategory/2056/governmenteurope-political-mbti-personality-type,https://www.personality-database.com/profile/30850/alexis-tsipras-governmenteurope-mbti-personality-type
https://www.personality-database.com/category/6/Political/mbti-personality-type,https://www.personality-database.com/subcategory/2056/governmenteurope-political-mbti-personality-type,https://www.personality-database.com/profile/9262/andrej-babis-governmenteurope-mbti-personality-type
https://www.personality-database.com/category/6/Political/mbti-personality-type,https://www.personality-database.com/subcategory/2056/governmenteurope-political-mbti-personality-type,https://www.personality-database.com/profile/32575/andrzej-duda-governmenteurope-mbti-personality-type
https://www.personality-database.com/category/6/Political/mbti-personality-type,https://www.personality-database.com/subcategory/2056/governmenteurope-political-mbti-personality-type,https://www.personality-database.com/profile/42051/ann-widdecombe-governmenteurope-mbti-personality-type
https://www.personality-database.com/category/6/Political/mbti-personality-type,https://www.personality-database.com/subcategory/2056/governmenteurope-political-mbti-personality-type,https://www.personality-database.com/profile/35787/anne-marie-waters-governmenteurope-mbti-personality-type
https://www.personality-database.com/category/6/Political/mbti-personality-type,https://www.personality-database.com/subcategory/2056/governmenteurope-political-mbti-personality-type,https://www.personality-database.com/profile/50252/annegret-krampkarrenbauer-governmenteurope-mbti-personality-type
https://www.personality-database.com/category/6/Political/mbti-personality-type,https://www.personality-database.com/subcategory/2056/governmenteurope-political-mbti-personality-type,https://www.personality-database.com/profile/27025/annie-lf-governmenteurope-mbti-personality-type
https://www.personality-database.com/category/6/Political/mbti-personality-type,https://www.personality-database.com/subcategory/2056/governmenteurope-political-mbti-personality-type,https://www.personality-database.com/profile/19756/artur-mas-governmenteurope-mbti-personality-type
https://www.personality-database.com/category/6/Political/mbti-personality-type,https://www.personality-database.com/subcategory/2056/governmenteurope-political-mbti-personality-type,https://www.personality-database.com/profile/48571/ashraf-marwan-governmenteurope-mbti-personality-type
https://www.personality-database.com/category/6/Political/mbti-personality-type,https://www.personality-database.com/subcategory/2056/governmenteurope-political-mbti-personality-type,https://www.personality-database.com/profile/39212/birgitta-jnsdttir-governmenteurope-mbti-personality-type
