Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,name,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,Everett McGill,https://www.personality-database.com/profile/22574/everett-mcgill-actors-usa-mbti-personality-type,,,,,,,,,,,,,,,1,
Fi,Ne,82%,100%,,Si,,93%,93%,0%,100%,,0%,7%,,Te,,https://api.personality-database.com/profile_images/20202.png,Ezra Miller,https://www.personality-database.com/profile/20202/ezra-miller-actors-usa-mbti-personality-type,,34,,,,2,,,,7,,,,1,,
Fi,Ne,71%,100%,,Si,,71%,71%,0%,86%,,14%,14%,,Te,,https://api.personality-database.com/profile_images/22514.png,Frankie Muniz,https://www.personality-database.com/profile/22514/frankie-muniz-actors-usa-mbti-personality-type,,5,,,,,,,,,,,1,1,,
Ne,Fi,,58%,100%,Te,,100%,58%,42%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/8006.png,Fred Armisen,https://www.personality-database.com/profile/8006/fred-armisen-actors-usa-mbti-personality-type,,,,,,,,,,7,,5,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,78%,Fe,,https://api.personality-database.com/profile_images/21955.png,Gary Busey,https://www.personality-database.com/profile/21955/gary-busey-actors-usa-mbti-personality-type,,,,,,2,,7,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/20733.png,Gary Sinise,https://www.personality-database.com/profile/20733/gary-sinise-actors-usa-mbti-personality-type,,,,,,,,,,,,,,,5,
Fi,Ne,100%,78%,,Si,,100%,78%,22%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/41634.png,Gaten Matarazzo,https://www.personality-database.com/profile/41634/gaten-matarazzo-actors-usa-mbti-personality-type,,7,,2,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/12274.png,Gene Hackman,https://www.personality-database.com/profile/12274/gene-hackman-actors-usa-mbti-personality-type,8,,,,,,,,,,,,,,,
Ni,Te,95%,,,Fi,95%,85%,5%,80%,,,10%,5%,90%,Se,,https://api.personality-database.com/profile_images/967.png,George Clooney,https://www.personality-database.com/profile/967/george-clooney-actors-usa-mbti-personality-type,2,,31,,2,,2,1,,,1,,,,,1
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,George Hamilton,https://www.personality-database.com/profile/22571/george-hamilton-actors-usa-mbti-personality-type,,,,,,,,,,,,,,,1,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/10457.png,Giancarlo Esposito,https://www.personality-database.com/profile/10457/giancarlo-esposito-actors-usa-mbti-personality-type,,,6,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Glenn Howerton,https://www.personality-database.com/profile/40027/glenn-howerton-actors-usa-mbti-personality-type,,,,,,,,,,2,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Greg Sims,https://www.personality-database.com/profile/21965/greg-sims-actors-usa-mbti-personality-type,,,,,,,,,,,,1,,,,
Te,Ni,,,75%,Se,75%,75%,0%,75%,,,25%,0%,75%,Fi,,https://api.personality-database.com/profile_images/32323.png,Gwilym Lee,https://www.personality-database.com/profile/32323/gwilym-lee-actors-usa-mbti-personality-type,,,,1,,,,,,,2,,1,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Haley Joel Osment,https://www.personality-database.com/profile/44695/haley-joel-osment-actors-usa-mbti-personality-type,,,,,,,,,,,,2,,,,
Se,Ti,,,96%,Fe,,,4%,4%,92%,92%,0%,92%,96%,Ni,,https://api.personality-database.com/profile_images/434.png,Harrison Ford,https://www.personality-database.com/profile/434/harrison-ford-actors-usa-mbti-personality-type,,,2,,,,,,2,,,,,,,46
Fe,Ni,,80%,80%,Se,80%,100%,80%,20%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/25632.png,Harry Shum Jr,https://www.personality-database.com/profile/25632/harry-shum-jr-actors-usa-mbti-personality-type,,,,1,,,,,4,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,Harvey Keitel,https://www.personality-database.com/profile/45265/harvey-keitel-actors-usa-mbti-personality-type,,,,,,,1,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Henry Silva,https://www.personality-database.com/profile/22552/henry-silva-actors-usa-mbti-personality-type,,,,,,,,,,,1,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,Isaiah Mustafa,https://www.personality-database.com/profile/44694/isaiah-mustafa-actors-usa-mbti-personality-type,,,,,,,,,1,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,Isaiah Washington,https://www.personality-database.com/profile/22641/isaiah-washington-actors-usa-mbti-personality-type,,,,,,,,,,,,,,,1,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/28476.png,J.K. Simmons,https://www.personality-database.com/profile/28476/jk-simmons-actors-usa-mbti-personality-type,,,7,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,98%,36%,62%,98%,,0%,2%,64%,Fe,,https://api.personality-database.com/profile_images/11070.png,Jack Black,https://www.personality-database.com/profile/11070/jack-black-actors-usa-mbti-personality-type,1,18,,33,,,,1,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,Jack Dylan Grazer,https://www.personality-database.com/profile/20952/jack-dylan-grazer-actors-usa-mbti-personality-type,,7,,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/30837.png,Jack McBrayer,https://www.personality-database.com/profile/30837/jack-mcbrayer-actors-usa-mbti-personality-type,,,,,,1,,,,,,,,,,
Ti,Se,100%,,,Ni,,,7%,10%,100%,83%,0%,83%,93%,Fe,,https://api.personality-database.com/profile_images/2704.png,Jack Nicholson,https://www.personality-database.com/profile/2704/jack-nicholson-actors-usa-mbti-personality-type,,3,,4,,,,34,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,Jacob Batalon,https://www.personality-database.com/profile/42828/jacob-batalon-actors-usa-mbti-personality-type,,1,,,,,,,,,,,,,,
Fi,Ne,75%,100%,,Si,,75%,75%,0%,100%,,0%,25%,,Te,,https://api.personality-database.com/profile_images/42879.png,Jaden Smith,https://www.personality-database.com/profile/42879/jaden-smith-actors-usa-mbti-personality-type,,6,,,,,,,,,,,,2,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,Jaeden Lieberher,https://www.personality-database.com/profile/20950/jaeden-lieberher-actors-usa-mbti-personality-type,,,,,,,,,6,,,,,,,
Fi,Ne,88%,98%,,Si,,93%,90%,2%,85%,,2%,5%,,Te,,https://api.personality-database.com/profile_images/16990.png,Jake Gyllenhaal,https://www.personality-database.com/profile/16990/jake-gyllenhaal-actors-usa-mbti-personality-type,1,32,,,1,2,,,4,,,1,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Jake Johnson,https://www.personality-database.com/profile/45319/jake-johnson-actors-usa-mbti-personality-type,,,,2,,,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/10033.png,James Brolin,https://www.personality-database.com/profile/10033/james-brolin-actors-usa-mbti-personality-type,,,,,,,2,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/31697.png,James Earl Jones,https://www.personality-database.com/profile/31697/james-earl-jones-actors-usa-mbti-personality-type,,3,,,,,,,,,,,,,,
Fi,Se,85%,92%,,Ni,,,35%,8%,100%,58%,0%,58%,,Te,,https://api.personality-database.com/profile_images/11033.png,James Franco,https://www.personality-database.com/profile/11033/james-franco-actors-usa-mbti-personality-type,,8,,2,,12,,,,1,,,,3,,
Ti,Ne,82%,,,Si,,100%,9%,91%,91%,,0%,0%,91%,Fe,,https://api.personality-database.com/profile_images/1586.png,James Spader,https://www.personality-database.com/profile/1586/james-spader-actors-usa-mbti-personality-type,,,1,8,,,,,,1,,1,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/35748.png,James Van Der Beek,https://www.personality-database.com/profile/35748/james-van-der-beek-actors-usa-mbti-personality-type,,,,4,,,,,,,,,,,,
Te,Ne,,,,Se,,100%,0%,100%,,,0%,0%,100%,Fe,50%,https://api.personality-database.com/profile_images/22146.png,James Woods,https://www.personality-database.com/profile/22146/james-woods-actors-usa-mbti-personality-type,,,,4,,,,,,,4,,,,,
Se,Ti,,,100%,Fe,,,33%,0%,100%,67%,0%,67%,67%,Ni,,https://api.personality-database.com/profile_images/34513.png,Jamie Dornan,https://www.personality-database.com/profile/34513/jamie-dornan-actors-usa-mbti-personality-type,,,,,,,,,,2,,,,,,4
Fi,Se,96%,96%,,Ni,,,4%,0%,91%,96%,4%,91%,,Te,,https://api.personality-database.com/profile_images/129.png,Jamie Foxx,https://www.personality-database.com/profile/129/jamie-foxx-actors-usa-mbti-personality-type,,,,,1,20,,1,1,,,,,,,
Se,Fi,,92%,92%,Te,,,15%,4%,92%,81%,0%,81%,,Ni,,https://api.personality-database.com/profile_images/1371.png,Jared Leto,https://www.personality-database.com/profile/1371/jared-leto-actors-usa-mbti-personality-type,,2,,,,,,,1,1,1,,,20,,1
Fe,Ni,,91%,91%,Se,100%,82%,73%,9%,,,18%,0%,,Ti,,https://api.personality-database.com/profile_images/5806.png,Jared Padalecki,https://www.personality-database.com/profile/5806/jared-padalecki-actors-usa-mbti-personality-type,,,,,1,,,,8,,1,,1,,,
Fe,Si,,100%,71%,Ne,100%,,14%,0%,,86%,86%,0%,,Ti,,https://api.personality-database.com/profile_images/33565.png,Jason Alexander,https://www.personality-database.com/profile/33565/jason-alexander-actors-usa-mbti-personality-type,1,,,,1,,,,,,,,5,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/9294.png,Jason Bateman,https://www.personality-database.com/profile/9294/jason-bateman-actors-usa-mbti-personality-type,,,,,,,,,,,11,,,,,
Ti,Se,100%,,,Ni,,,4%,0%,100%,96%,0%,96%,54%,Fe,,https://api.personality-database.com/profile_images/9737.png,Jason Momoa,https://www.personality-database.com/profile/9737/jason-momoa-actors-usa-mbti-personality-type,,1,,,,11,,14,,,,,,,,
Fe,Si,,100%,100%,Ne,75%,,25%,0%,,75%,75%,0%,,Ti,,https://api.personality-database.com/profile_images/20675.png,Jason Schwartzman,https://www.personality-database.com/profile/20675/jason-schwartzman-actors-usa-mbti-personality-type,,,,,,,,,,1,,,3,,,
Se,Ti,,,88%,Fe,,,13%,0%,88%,88%,6%,81%,88%,Ni,,https://api.personality-database.com/profile_images/19538.png,Jason Statham,https://www.personality-database.com/profile/19538/jason-statham-actors-usa-mbti-personality-type,1,1,,,,,,,,,,,,,1,13
Fi,Se,75%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/16723.png,Jean Dujardin,https://www.personality-database.com/profile/16723/jean-dujardin-actors-usa-mbti-personality-type,,,,,,3,,,,,,,,1,,
Ni,Fe,71%,100%,,Ti,71%,71%,71%,0%,,,0%,29%,,Se,,/images/profile_transparent.png,Jeff Bridges,https://www.personality-database.com/profile/25613/jeff-bridges-actors-usa-mbti-personality-type,5,,,,,,,,,,,,,2,,
Fi,Ne,83%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/20072.png,Jeff Daniels,https://www.personality-database.com/profile/20072/jeff-daniels-actors-usa-mbti-personality-type,,5,,,,,,,,1,,,,,,
Ti,Ne,96%,,,Si,,96%,8%,88%,94%,,2%,2%,92%,Fe,,https://api.personality-database.com/profile_images/6935.png,Jeff Goldblum,https://www.personality-database.com/profile/6935/jeff-goldblum-actors-usa-mbti-personality-type,1,1,,42,,,1,1,1,1,,,,,,
Ti,Ne,93%,,,Si,,93%,7%,86%,93%,,0%,7%,93%,Fe,,https://api.personality-database.com/profile_images/13926.png,Jeffrey Dean Morgan,https://www.personality-database.com/profile/13926/jeffrey-dean-morgan-actors-usa-mbti-personality-type,,1,,11,,,,1,,,1,,,,,
Si,Fe,75%,67%,,Ti,67%,,0%,0%,,100%,67%,33%,,Ne,,https://api.personality-database.com/profile_images/2921.png,Jensen Ackles,https://www.personality-database.com/profile/2921/jensen-ackles-actors-usa-mbti-personality-type,,,,,8,,,1,,,,,,,,3
Se,Ti,,,54%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/1037.png,Jeremy Renner,https://www.personality-database.com/profile/1037/jeremy-renner-actors-usa-mbti-personality-type,,,,,,,,12,,,,,,,,14
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Jerry O'Connell,https://www.personality-database.com/profile/22538/jerry-oconnell-actors-usa-mbti-personality-type,1,,,,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,4%,96%,98%,,0%,0%,96%,Si,,https://api.personality-database.com/profile_images/1370.png,Jesse Eisenberg,https://www.personality-database.com/profile/1370/jesse-eisenberg-actors-usa-mbti-personality-type,,,,,,,,,,2,1,43,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/5467.png,Jim Caviezel,https://www.personality-database.com/profile/5467/jim-caviezel-actors-usa-mbti-personality-type,,,,,,,,,10,,,,,,,
Ne,Ti,,,87%,Fe,,93%,20%,73%,87%,,0%,7%,73%,Si,,https://api.personality-database.com/profile_images/23651.png,Jim Parsons,https://www.personality-database.com/profile/23651/jim-parsons-actors-usa-mbti-personality-type,,1,,,,1,,,1,1,1,10,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/44706.png,Jimmi Simpson,https://www.personality-database.com/profile/44706/jimmi-simpson-actors-usa-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,91%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/9726.png,Joaquin Phoenix,https://www.personality-database.com/profile/9726/joaquin-phoenix-actors-usa-mbti-personality-type,,,,,,,,,2,20,,,,,,
Fi,Se,90%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/23611.png,Joe Keery,https://www.personality-database.com/profile/23611/joe-keery-actors-usa-mbti-personality-type,,,,,,9,,,,,,,,1,,
Fi,Ne,100%,100%,,Si,,67%,67%,0%,100%,,0%,33%,,Te,,https://api.personality-database.com/profile_images/37231.png,Joe Mazzello,https://www.personality-database.com/profile/37231/joe-mazzello-actors-usa-mbti-personality-type,,2,,,,1,,,,,,,,,,
Se,Ti,,,91%,Fe,,,0%,9%,91%,91%,9%,82%,100%,Ni,,https://api.personality-database.com/profile_images/15798.png,Joe Pesci,https://www.personality-database.com/profile/15798/joe-pesci-actors-usa-mbti-personality-type,,,,1,,,,,,,,,,,1,9
Fi,Fe,100%,100%,,Ni,,,0%,0%,,100%,50%,50%,,Ne,50%,https://api.personality-database.com/profile_images/5611.png,Joel Courtney,https://www.personality-database.com/profile/5611/joel-courtney-actors-usa-mbti-personality-type,,,,,1,1,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,17%,83%,100%,,0%,0%,83%,Fe,,https://api.personality-database.com/profile_images/22599.png,John Belushi,https://www.personality-database.com/profile/22599/john-belushi-actors-usa-mbti-personality-type,,1,,5,,,,,,,,,,,,
Fi,Ne,90%,90%,,Si,,90%,80%,10%,100%,,0%,10%,,Te,,https://api.personality-database.com/profile_images/3860.png,John Boyega,https://www.personality-database.com/profile/3860/john-boyega-actors-usa-mbti-personality-type,,7,,1,,1,,,,1,,,,,,
Fi,Ne,90%,100%,,Si,,90%,90%,0%,100%,,0%,10%,,Te,,https://api.personality-database.com/profile_images/22516.png,John C. Reilly,https://www.personality-database.com/profile/22516/john-c-reilly-actors-usa-mbti-personality-type,,9,,,,,,,,,,,,1,,
Si,Fe,95%,87%,,Ti,87%,,18%,3%,,79%,67%,13%,,Ne,,https://api.personality-database.com/profile_images/4310.png,John Cena,https://www.personality-database.com/profile/4310/john-cena-wrestling-wwe-wwf-mbti-personality-type,7,,1,,24,3,,2,,,,,,,2,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,88%,,0%,0%,,Si,,/images/profile_transparent.png,John Cusack,https://www.personality-database.com/profile/26795/john-cusack-actors-usa-mbti-personality-type,,,,,,,,,1,7,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,John DiMaggio,https://www.personality-database.com/profile/41968/john-dimaggio-actors-usa-mbti-personality-type,,,,,,,,1,,,,,,,,
Fi,Se,63%,63%,,Ni,,,0%,0%,63%,100%,38%,63%,,Te,,https://api.personality-database.com/profile_images/22589.png,John Goodman,https://www.personality-database.com/profile/22589/john-goodman-actors-usa-mbti-personality-type,,,,,,5,,,,,,,,,3,
Fi,Ne,100%,59%,,Si,,100%,59%,41%,86%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/16125.png,John Krasinski,https://www.personality-database.com/profile/16125/john-krasinski-actors-usa-mbti-personality-type,3,10,,9,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,63%,0%,63%,75%,,25%,13%,88%,Si,,https://api.personality-database.com/profile_images/23916.png,John Malkovich,https://www.personality-database.com/profile/23916/john-malkovich-actors-usa-mbti-personality-type,,,,,,,,,,,,5,1,,1,1
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,John Michael Higgins,https://www.personality-database.com/profile/21995/john-michael-higgins-actors-usa-mbti-personality-type,1,,,,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/33557.png,John Stamos,https://www.personality-database.com/profile/33557/john-stamos-actors-usa-mbti-personality-type,,,,,,,,,,,,,,3,,
Se,Fi,,85%,100%,Te,,,0%,15%,85%,85%,0%,85%,,Ni,,https://api.personality-database.com/profile_images/1053.png,John Travolta,https://www.personality-database.com/profile/1053/john-travolta-actors-usa-mbti-personality-type,,,,,,,,,,,3,,,17,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,John Turturro,https://www.personality-database.com/profile/22591/john-turturro-actors-usa-mbti-personality-type,,,,,,,,,,,3,,,,,
Ne,Fi,,91%,93%,Te,,94%,87%,7%,96%,,1%,5%,,Si,,https://api.personality-database.com/profile_images/608.png,Johnny Depp,https://www.personality-database.com/profile/608/johnny-depp-actors-usa-mbti-personality-type,1,,1,8,,,1,,2,127,,2,,7,1,
Ni,Te,100%,,,Fi,82%,73%,0%,73%,,,9%,18%,100%,Se,,https://api.personality-database.com/profile_images/9109.png,Jon Bernthal,https://www.personality-database.com/profile/9109/jon-bernthal-actors-usa-mbti-personality-type,,,8,,,,1,2,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,10%,100%,90%,0%,90%,80%,Fe,,https://api.personality-database.com/profile_images/16261.png,Jon Hamm,https://www.personality-database.com/profile/16261/jon-hamm-actors-usa-mbti-personality-type,,,,1,,2,,7,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Jon Heder,https://www.personality-database.com/profile/19865/jon-heder-actors-usa-mbti-personality-type,,,,,1,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Jon Lovitz,https://www.personality-database.com/profile/32882/jon-lovitz-actors-usa-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Ti,,,91%,Fe,,91%,0%,91%,91%,,9%,0%,91%,Si,,https://api.personality-database.com/profile_images/24705.png,Jonah Hill,https://www.personality-database.com/profile/24705/jonah-hill-actors-usa-mbti-personality-type,,,,,1,,,,,,,10,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,67%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/23615.png,Jonathan Brandis,https://www.personality-database.com/profile/23615/jonathan-brandis-actors-usa-mbti-personality-type,,,,,,,,,1,2,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Jonathan Taylor Thomas,https://www.personality-database.com/profile/24049/jonathan-taylor-thomas-actors-usa-mbti-personality-type,,,,,,,,,,,,,,2,,
Ne,Fi,,81%,95%,Te,,95%,81%,14%,95%,,5%,0%,,Si,,https://api.personality-database.com/profile_images/4170.png,Joseph Gordon Levitt,https://www.personality-database.com/profile/4170/joseph-gordon-levitt-actors-usa-mbti-personality-type,,1,,,,,,,,16,,3,,,1,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/33351.png,Joseph Mazzello,https://www.personality-database.com/profile/33351/joseph-mazzello-actors-usa-mbti-personality-type,,,,,,3,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/31772.png,Joseph Morgan,https://www.personality-database.com/profile/31772/joseph-morgan-actors-usa-mbti-personality-type,,,,,2,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Joseph Pilato,https://www.personality-database.com/profile/49688/joseph-pilato-actors-usa-mbti-personality-type,,,,,,,,1,,,,,,,,
Te,Si,,,81%,Ne,75%,,19%,6%,,75%,69%,6%,75%,Fi,,https://api.personality-database.com/profile_images/10032.png,Josh Brolin,https://www.personality-database.com/profile/10032/josh-brolin-actors-usa-mbti-personality-type,,2,,,,1,,,,1,1,,,,11,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,Josh Hartnett,https://www.personality-database.com/profile/34199/josh-hartnett-actors-usa-mbti-personality-type,,,,,,,,,,,,,1,,,
Ti,Ne,91%,,,Si,,100%,27%,73%,91%,,0%,0%,73%,Fe,,https://api.personality-database.com/profile_images/6217.png,Josh Peck,https://www.personality-database.com/profile/6217/josh-peck-actors-usa-mbti-personality-type,1,1,,8,,,,,,1,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/49108.png,Josh Radnor,https://www.personality-database.com/profile/49108/josh-radnor-actors-usa-mbti-personality-type,,,,,,,,,1,,,,,,,
Se,Fi,,100%,80%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/28205.png,Jussie Smollett,https://www.personality-database.com/profile/28205/jussie-smollett-actors-usa-mbti-personality-type,,,,,,1,,,,,,,,4,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/35829.png,Justin Baldoni,https://www.personality-database.com/profile/35829/justin-baldoni-actors-usa-mbti-personality-type,,,,,,1,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Justin Berfield,https://www.personality-database.com/profile/22513/justin-berfield-actors-usa-mbti-personality-type,,,,1,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,80%,0%,80%,100%,,0%,20%,100%,Fe,,https://api.personality-database.com/profile_images/22508.png,Justin Long,https://www.personality-database.com/profile/22508/justin-long-actors-usa-mbti-personality-type,,,,4,,,,1,,,,,,,,
Se,Fi,,98%,57%,Te,,,28%,0%,96%,72%,2%,70%,,Ni,,https://api.personality-database.com/profile_images/1047.png,Justin Timberlake,https://www.personality-database.com/profile/1047/justin-timberlake-musicians-usa-male-mbti-personality-type,,12,,,,7,,1,1,,,,1,25,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/35888.png,Kelsey Grammer,https://www.personality-database.com/profile/35888/kelsey-grammer-actors-usa-mbti-personality-type,2,,,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/21284.png,Ken Jeong,https://www.personality-database.com/profile/21284/ken-jeong-actors-usa-mbti-personality-type,,,,7,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/19934.png,Kenan Thompson,https://www.personality-database.com/profile/19934/kenan-thompson-actors-usa-mbti-personality-type,,,,,,10,,,,,,,,,,
Fe,Si,,86%,100%,Ne,57%,,0%,7%,,93%,57%,36%,,Ti,,https://api.personality-database.com/profile_images/10345.png,Kevin Costner,https://www.personality-database.com/profile/10345/kevin-costner-actors-usa-mbti-personality-type,,,,,,,,,,,,1,8,4,,1
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/8618.png,Kevin Hart,https://www.personality-database.com/profile/8618/kevin-hart-actors-usa-mbti-personality-type,,,,,,23,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Kevin McKidd,https://www.personality-database.com/profile/21962/kevin-mckidd-actors-usa-mbti-personality-type,,,,,,,,1,,,,,,,,
Fe,Fe,,100%,,Ne,100%,,50%,0%,,,50%,0%,,Se,50%,/images/profile_transparent.png,Kevin Nealon,https://www.personality-database.com/profile/32840/kevin-nealon-actors-usa-mbti-personality-type,1,,,,,,,,,,,,1,,,
Ti,Ti,,,52%,Fe,,,4%,26%,96%,70%,0%,70%,96%,Fe,,https://api.personality-database.com/profile_images/8847.png,Kevin Spacey,https://www.personality-database.com/profile/8847/kevin-spacey-actors-usa-mbti-personality-type,,,,1,,,,10,1,,,5,,,,6
Ti,Se,89%,,,Ni,,,0%,0%,100%,100%,0%,100%,78%,Fe,,https://api.personality-database.com/profile_images/16697.png,KJ Apa,https://www.personality-database.com/profile/16697/kj-apa-actors-usa-mbti-personality-type,,,,,,1,,7,,,,,,1,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,Kris Kristofferson,https://www.personality-database.com/profile/22553/kris-kristofferson-actors-usa-mbti-personality-type,,,,,,,,1,,,,,,,,
