Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,name,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Si,Fe,100%,100%,,Ti,100%,,38%,0%,,63%,63%,0%,,Ne,,https://api.personality-database.com/profile_images/9948.png,Candace Cameron Bure,https://www.personality-database.com/profile/9948/candace-cameron-bure-actresses-usa-mbti-personality-type,3,,,,5,,,,,,,,,,,
Si,Te,67%,,,Fi,67%,,0%,0%,,100%,67%,33%,100%,Ne,,https://api.personality-database.com/profile_images/12008.png,Carla Gugino,https://www.personality-database.com/profile/12008/carla-gugino-actresses-usa-mbti-personality-type,,,,,,,2,,,,,,,,,1
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/30252.png,Carré Otis,https://www.personality-database.com/profile/30252/carr-otis-models-mbti-personality-type,,,,,,,,,,,,,,1,,
Fi,Ne,91%,77%,,Si,,89%,77%,11%,91%,,3%,9%,,Te,,https://api.personality-database.com/profile_images/4945.png,Carrie Fisher,https://www.personality-database.com/profile/4945/carrie-fisher-actresses-usa-mbti-personality-type,,24,,4,,,1,3,2,1,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/20593.png,Catherine Bach,https://www.personality-database.com/profile/20593/catherine-bach-actresses-usa-mbti-personality-type,,1,,,,,,,,,,,,,,
Ni,Te,96%,,,Fi,92%,88%,8%,80%,,,4%,8%,92%,Se,,https://api.personality-database.com/profile_images/6491.png,Charlize Theron,https://www.personality-database.com/profile/6491/charlize-theron-actresses-usa-mbti-personality-type,2,,20,,,,1,1,,,,,,,,1
Fi,Ne,75%,100%,,Si,,88%,88%,0%,100%,,0%,13%,,Te,,https://api.personality-database.com/profile_images/21402.png,Chloe Bennet,https://www.personality-database.com/profile/21402/chloe-bennet-actresses-usa-mbti-personality-type,,6,,,,,,,,1,,,,1,,
Fi,Se,100%,82%,,Ni,,,18%,0%,100%,82%,0%,82%,,Te,,https://api.personality-database.com/profile_images/12473.png,Chloe Grace Moretz,https://www.personality-database.com/profile/12473/chloe-grace-moretz-actresses-usa-mbti-personality-type,,3,,,,11,,3,,,,,,,,
Ne,Fi,,63%,63%,Te,,63%,63%,0%,63%,,38%,0%,,Si,,https://api.personality-database.com/profile_images/28273.png,Chloë Sevigny,https://www.personality-database.com/profile/28273/chlo-sevigny-actresses-usa-mbti-personality-type,,,,,,,3,,,5,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/22502.png,Christa Miller,https://www.personality-database.com/profile/22502/christa-miller-actresses-usa-mbti-personality-type,1,,,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/20279.png,Christina Applegate,https://www.personality-database.com/profile/20279/christina-applegate-actresses-usa-mbti-personality-type,,,,,,5,,,,,,,,,,
Si,Fe,100%,100%,,Ti,75%,,25%,0%,,75%,75%,0%,,Ne,,https://api.personality-database.com/profile_images/33544.png,Christina Hendricks,https://www.personality-database.com/profile/33544/christina-hendricks-actresses-usa-mbti-personality-type,,1,,,3,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,67%,67%,0%,100%,,0%,33%,,Si,,https://api.personality-database.com/profile_images/33323.png,Christina Ricci,https://www.personality-database.com/profile/33323/christina-ricci-actresses-usa-mbti-personality-type,,,,,,,,,,4,,,,2,,
Ti,Ne,100%,,,Si,,89%,11%,78%,89%,,11%,0%,78%,Fe,,https://api.personality-database.com/profile_images/12217.png,Claire Danes,https://www.personality-database.com/profile/12217/claire-danes-actresses-usa-mbti-personality-type,,1,,7,1,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,67%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/16987.png,Claire Foy,https://www.personality-database.com/profile/16987/claire-foy-actresses-usa-mbti-personality-type,,,,,,,,,4,2,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/22541.png,Connie Sellecca,https://www.personality-database.com/profile/22541/connie-sellecca-actresses-usa-mbti-personality-type,1,,,,,,,,,,,,,,,
Ne,Fi,,75%,75%,Te,,75%,75%,0%,75%,,25%,0%,,Si,,https://api.personality-database.com/profile_images/33669.png,Constance Wu,https://www.personality-database.com/profile/33669/constance-wu-actresses-usa-mbti-personality-type,,,,,,,1,,,3,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,Courteney Cox,https://www.personality-database.com/profile/49116/courteney-cox-actresses-usa-mbti-personality-type,,,,,,,2,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/22635.png,Cristin Milioti,https://www.personality-database.com/profile/22635/cristin-milioti-actresses-usa-mbti-personality-type,,,,,,,,,,1,,,,,,
Si,Fe,82%,91%,,Ti,82%,,0%,9%,,91%,82%,9%,,Ne,,https://api.personality-database.com/profile_images/1896.png,Crystal Reed,https://www.personality-database.com/profile/1896/crystal-reed-actresses-usa-mbti-personality-type,,,,,9,,,,,,,1,,1,,
Ni,Fe,89%,95%,,Ti,84%,84%,84%,0%,,,5%,11%,,Se,,https://api.personality-database.com/profile_images/11313.png,Dakota Fanning,https://www.personality-database.com/profile/11313/dakota-fanning-actresses-usa-mbti-personality-type,13,1,,,1,1,,1,2,,,,,,,
Fe,Fi,,100%,96%,Te,,,39%,0%,52%,61%,9%,52%,,Ni,,https://api.personality-database.com/profile_images/20266.png,Dakota Johnson,https://www.personality-database.com/profile/20266/dakota-johnson-actresses-usa-mbti-personality-type,,,,,,1,,,9,,,,2,11,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/31830.png,Daniela Sea,https://www.personality-database.com/profile/31830/daniela-sea-actresses-usa-mbti-personality-type,,1,,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/21870.png,Danielle Panabaker,https://www.personality-database.com/profile/21870/danielle-panabaker-actresses-usa-mbti-personality-type,,,,,4,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Danika Yarosh,https://www.personality-database.com/profile/34526/danika-yarosh-actresses-usa-mbti-personality-type,,,,,,,,,,,,,,1,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Daryl Hannah,https://www.personality-database.com/profile/47294/daryl-hannah-actresses-usa-mbti-personality-type,1,,,,,,,,,,,,,,,
Fi,Ne,95%,95%,,Si,,91%,86%,5%,82%,,0%,9%,,Te,,https://api.personality-database.com/profile_images/1399.png,Debby Ryan,https://www.personality-database.com/profile/1399/debby-ryan-actresses-usa-mbti-personality-type,3,15,,1,,2,,,1,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/36887.png,Demi Moore,https://www.personality-database.com/profile/36887/demi-moore-actresses-usa-mbti-personality-type,,,,,,,,,,,,,,,,3
Fi,Ne,100%,100%,,Si,,100%,100%,0%,75%,,0%,0%,,Te,,/images/profile_transparent.png,Diane Keaton,https://www.personality-database.com/profile/32822/diane-keaton-actresses-usa-mbti-personality-type,1,3,,,,,,,,,,,,,,
Fe,Si,,86%,100%,Ne,86%,,14%,0%,,86%,86%,0%,,Ti,,https://api.personality-database.com/profile_images/36047.png,Diane Lane,https://www.personality-database.com/profile/36047/diane-lane-actresses-usa-mbti-personality-type,,,,,,,,,,1,,,5,,1,
Ni,Fe,100%,100%,,Ti,67%,67%,67%,0%,,,8%,25%,,Se,,https://api.personality-database.com/profile_images/29749.png,Dove Cameron,https://www.personality-database.com/profile/29749/dove-cameron-actresses-usa-mbti-personality-type,7,1,,,1,3,,,,,,,,,,
Se,Fi,,100%,71%,Te,,,19%,0%,100%,81%,0%,81%,,Ni,,https://api.personality-database.com/profile_images/1052.png,Drew Barrymore,https://www.personality-database.com/profile/1052/drew-barrymore-actresses-usa-mbti-personality-type,,2,,,,4,,,,2,,,,13,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/34854.png,Elinor Donahue,https://www.personality-database.com/profile/34854/elinor-donahue-actresses-usa-mbti-personality-type,,,,,,,,,,,,,1,,,
Fe,Ni,,100%,100%,Se,80%,80%,80%,0%,,,20%,0%,,Ti,,https://api.personality-database.com/profile_images/34161.png,Elisabeth Moss,https://www.personality-database.com/profile/34161/elisabeth-moss-actresses-usa-mbti-personality-type,,,,,,,,,3,1,,,1,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/36657.png,Elizabeth Banks,https://www.personality-database.com/profile/36657/elizabeth-banks-actresses-usa-mbti-personality-type,,,,,4,,,,,,,,,,,
Se,Ne,,,60%,Si,,60%,0%,60%,80%,,0%,40%,80%,Fe,,/images/profile_transparent.png,Elizabeth Gillies,https://www.personality-database.com/profile/35388/elizabeth-gillies-actresses-usa-mbti-personality-type,,,,2,,,,,,,1,,,1,,1
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/44741.png,Elizabeth Lail,https://www.personality-database.com/profile/44741/elizabeth-lail-actresses-usa-mbti-personality-type,,1,,,,,,,,,,,,,,
Ti,Ne,98%,,,Si,,100%,5%,95%,95%,,0%,0%,95%,Fe,,https://api.personality-database.com/profile_images/965.png,Elizabeth Olsen,https://www.personality-database.com/profile/965/elizabeth-olsen-actresses-usa-mbti-personality-type,1,,,40,,,,,1,,,,,,,
Fi,Ne,83%,100%,,Ni,,,42%,0%,100%,58%,0%,58%,,Te,,https://api.personality-database.com/profile_images/22795.png,Elizabeth Taylor,https://www.personality-database.com/profile/22795/elizabeth-taylor-actresses-usa-mbti-personality-type,,5,,,,5,,,,,,,,2,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/25487.png,Ella Purnell,https://www.personality-database.com/profile/25487/ella-purnell-actresses-usa-mbti-personality-type,,,,,,,,,,1,,,,,,
Fi,Ne,95%,100%,,Si,,76%,76%,0%,100%,,0%,24%,,Te,,https://api.personality-database.com/profile_images/16084.png,Elle Fanning,https://www.personality-database.com/profile/16084/elle-fanning-actresses-usa-mbti-personality-type,,15,,,,5,,,,1,,,,,,
Ne,Ti,,,98%,Fe,,59%,2%,57%,98%,,0%,41%,98%,Si,,https://api.personality-database.com/profile_images/7446.png,Ellen Page,https://www.personality-database.com/profile/7446/ellen-page-actresses-usa-mbti-personality-type,,,,1,,,,,1,,,35,,,,26
Fi,Ne,83%,100%,,Si,,83%,83%,0%,83%,,17%,0%,,Te,,https://api.personality-database.com/profile_images/35531.png,Ellie Kemper,https://www.personality-database.com/profile/35531/ellie-kemper-actresses-usa-mbti-personality-type,,4,,,1,,,,,1,,,,,,
Fi,Se,88%,100%,,Ni,,,13%,0%,100%,88%,0%,88%,,Te,,https://api.personality-database.com/profile_images/16940.png,Elsie Fisher,https://www.personality-database.com/profile/16940/elsie-fisher-actresses-usa-mbti-personality-type,,,,,,7,,,,1,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/19306.png,Emeraude Toubia,https://www.personality-database.com/profile/19306/emeraude-toubia-actresses-usa-mbti-personality-type,,,,,,2,,,,,,,,,,
Ni,Te,83%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/16097.png,Emily Deschanel,https://www.personality-database.com/profile/16097/emily-deschanel-actresses-usa-mbti-personality-type,,,5,,,,,,,,1,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/47658.png,Emily Osment,https://www.personality-database.com/profile/47658/emily-osment-actresses-usa-mbti-personality-type,,,,,,,,,,,,,,1,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Emily Procter,https://www.personality-database.com/profile/22642/emily-procter-actresses-usa-mbti-personality-type,,,,,,,,,,1,,,,,,
Ni,Fe,77%,77%,,Ti,85%,69%,54%,15%,,,23%,8%,,Se,,https://api.personality-database.com/profile_images/11650.png,Emily Ratajkowski,https://www.personality-database.com/profile/11650/emily-ratajkowski-models-mbti-personality-type,7,,1,,2,,,,,,,1,,1,1,
Si,Te,90%,,,Fi,90%,,10%,0%,,90%,90%,0%,70%,Ne,,https://api.personality-database.com/profile_images/25330.png,Emma Roberts,https://www.personality-database.com/profile/25330/emma-roberts-actresses-usa-mbti-personality-type,,,,,2,,7,,,1,,,,,,
Ni,Fe,100%,95%,,Ti,83%,90%,86%,3%,,,7%,3%,,Se,,https://api.personality-database.com/profile_images/971.png,Emma Stone,https://www.personality-database.com/profile/971/emma-stone-actresses-usa-mbti-personality-type,45,6,,2,4,1,,1,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/29712.png,Eva Mendes,https://www.personality-database.com/profile/29712/eva-mendes-actresses-usa-mbti-personality-type,,,,,,,,,,,,,,4,,
Fi,Ne,90%,100%,,Si,,70%,70%,0%,100%,,0%,30%,,Te,,https://api.personality-database.com/profile_images/12001.png,Evan Rachel Wood,https://www.personality-database.com/profile/12001/evan-rachel-wood-actresses-usa-mbti-personality-type,,7,,,,2,,,,,,,,1,,
Fe,Fe,,100%,,Se,100%,100%,100%,0%,,,0%,0%,,Se,50%,https://api.personality-database.com/profile_images/21961.png,Fairuza Balk,https://www.personality-database.com/profile/21961/fairuza-balk-actresses-usa-mbti-personality-type,1,,,,,,,,1,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/21189.png,Felicia Day,https://www.personality-database.com/profile/21189/felicia-day-actresses-usa-mbti-personality-type,,7,,,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/22616.png,Felicity Huffman,https://www.personality-database.com/profile/22616/felicity-huffman-actresses-usa-mbti-personality-type,,,2,,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,73%,0%,73%,,,27%,0%,100%,Se,,https://api.personality-database.com/profile_images/10492.png,Frances McDormand,https://www.personality-database.com/profile/10492/frances-mcdormand-actresses-usa-mbti-personality-type,,,8,,,,3,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/25485.png,Georgie Henley,https://www.personality-database.com/profile/25485/georgie-henley-actresses-usa-mbti-personality-type,,,,,,,,,,1,,,,,,
Ti,Ni,,,,Se,,80%,30%,50%,,,0%,20%,60%,Fe,50%,https://api.personality-database.com/profile_images/16149.png,Gillian Anderson,https://www.personality-database.com/profile/16149/gillian-anderson-actresses-usa-mbti-personality-type,,,1,3,,,,1,3,,1,,,1,,
Ne,Fi,,80%,70%,Te,,100%,80%,20%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/3486.png,Gillian Jacobs,https://www.personality-database.com/profile/3486/gillian-jacobs-actresses-usa-mbti-personality-type,,1,,2,,,,,,7,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/25117.png,Gina Rodriguez,https://www.personality-database.com/profile/25117/gina-rodriguez-actresses-usa-mbti-personality-type,,,,,4,,,,,,,,,,,
Ti,Se,80%,,,Ni,,,20%,0%,80%,80%,20%,60%,80%,Fe,,https://api.personality-database.com/profile_images/23770.png,Glenn Close,https://www.personality-database.com/profile/23770/glenn-close-actresses-usa-mbti-personality-type,,,,,,,1,3,,1,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Grace Fulton,https://www.personality-database.com/profile/33028/grace-fulton-actresses-usa-mbti-personality-type,3,,,,,,,,,,,,,,,
Fe,Si,,96%,89%,Ne,89%,,36%,0%,,64%,64%,0%,,Ti,,https://api.personality-database.com/profile_images/1028.png,Gwyneth Paltrow,https://www.personality-database.com/profile/1028/gwyneth-paltrow-actresses-usa-mbti-personality-type,,2,,,1,,,,7,1,,,16,,1,
Se,Fi,,100%,100%,Te,,,23%,0%,85%,77%,0%,77%,,Ni,,https://api.personality-database.com/profile_images/16710.png,Hailee Steinfeld,https://www.personality-database.com/profile/16710/hailee-steinfeld-actresses-usa-mbti-personality-type,,,,,,,,,2,1,,,,10,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/35830.png,Haley Lu Richardson,https://www.personality-database.com/profile/35830/haley-lu-richardson-actresses-usa-mbti-personality-type,,2,,,,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/43585.png,Halle Bailey,https://www.personality-database.com/profile/43585/halle-bailey-actresses-usa-mbti-personality-type,,,,,,,,,,,,,1,,,
Fe,Si,,100%,92%,Ne,92%,,8%,0%,,92%,92%,0%,,Ti,,https://api.personality-database.com/profile_images/1030.png,Halle Berry,https://www.personality-database.com/profile/1030/halle-berry-actresses-usa-mbti-personality-type,,1,,,,,,,,,,,11,,,
Fi,Se,88%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/33546.png,Hayden Panettiere,https://www.personality-database.com/profile/33546/hayden-panettiere-actresses-usa-mbti-personality-type,,,,,,7,,,,,,,,1,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Hayley Orrantia,https://www.personality-database.com/profile/20277/hayley-orrantia-actresses-usa-mbti-personality-type,,,,,1,,,,,,,,,,,
Te,Ni,,,,Fi,83%,,0%,33%,,67%,50%,17%,83%,Fi,50%,https://api.personality-database.com/profile_images/19989.png,Heather Graham,https://www.personality-database.com/profile/19989/heather-graham-actresses-usa-mbti-personality-type,,,,,,1,2,,,,2,,,,1,
Fe,Si,,100%,100%,Ne,86%,,7%,0%,,93%,86%,7%,,Ti,,https://api.personality-database.com/profile_images/31766.png,Hilary Duff,https://www.personality-database.com/profile/31766/hilary-duff-musicians-usa-female-mbti-personality-type,,,,,,,,,,1,,,12,1,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/34085.png,Hilary Swank,https://www.personality-database.com/profile/34085/hilary-swank-actresses-usa-mbti-personality-type,,,,,,,,,,3,,,,,,
Fi,Fi,,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Si,50%,https://api.personality-database.com/profile_images/16702.png,Holland Roden,https://www.personality-database.com/profile/16702/holland-roden-actresses-usa-mbti-personality-type,,2,,,,,,,,2,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Hynden Walch,https://www.personality-database.com/profile/43831/hynden-walch-actresses-usa-mbti-personality-type,,,,,1,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,80%,,0%,0%,,100%,80%,20%,,Ne,,https://api.personality-database.com/profile_images/20290.png,Idina Menzel,https://www.personality-database.com/profile/20290/idina-menzel-actresses-usa-mbti-personality-type,,,,,4,1,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Isabela Moner,https://www.personality-database.com/profile/21688/isabela-moner-actresses-usa-mbti-personality-type,,,,,,,,,,,,,,1,,
Ti,Fi,60%,,,Ni,,,0%,20%,100%,80%,0%,80%,60%,Fe,,https://api.personality-database.com/profile_images/20282.png,Isabelle Fuhrman,https://www.personality-database.com/profile/20282/isabelle-fuhrman-actresses-usa-mbti-personality-type,,,,1,,,,2,,,,,,2,,
Te,Ni,,,67%,Se,100%,83%,17%,67%,,,17%,0%,67%,Fi,,https://api.personality-database.com/profile_images/20191.png,Jada Pinkett Smith,https://www.personality-database.com/profile/20191/jada-pinkett-smith-actresses-usa-mbti-personality-type,1,,,,1,,,,,,4,,,,,
Ni,Fe,100%,67%,,Ti,100%,67%,67%,0%,,,33%,0%,,Se,,https://api.personality-database.com/profile_images/22500.png,Jamie Lee Curtis,https://www.personality-database.com/profile/22500/jamie-lee-curtis-actresses-usa-mbti-personality-type,4,,,,,,2,,,,,,,,,
Se,Fi,,100%,100%,Te,,,33%,0%,100%,67%,0%,67%,,Ni,,https://api.personality-database.com/profile_images/19361.png,January Jones,https://www.personality-database.com/profile/19361/january-jones-actresses-usa-mbti-personality-type,,,,,,,,,,3,,,,6,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/24429.png,Jena Malone,https://www.personality-database.com/profile/24429/jena-malone-actresses-usa-mbti-personality-type,,5,,,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Jenna Dewan,https://www.personality-database.com/profile/27408/jenna-dewan-actresses-usa-mbti-personality-type,,,,,,,,,,,,,,2,,
Ne,Fi,,71%,71%,Te,,71%,57%,14%,86%,,0%,29%,,Si,,/images/profile_transparent.png,Jennette McCurdy,https://www.personality-database.com/profile/24993/jennette-mccurdy-actresses-usa-mbti-personality-type,,,,1,,,,1,1,3,,,,1,,
Fi,Ne,98%,63%,,Si,,54%,52%,2%,83%,,17%,28%,,Te,,https://api.personality-database.com/profile_images/980.png,Jennifer Aniston,https://www.personality-database.com/profile/980/jennifer-aniston-actresses-usa-mbti-personality-type,,24,,1,4,,3,13,,,,,1,,,
Fe,Ni,,95%,100%,Se,95%,90%,90%,0%,,,10%,0%,,Ti,,https://api.personality-database.com/profile_images/10867.png,Jennifer Connelly,https://www.personality-database.com/profile/10867/jennifer-connelly-actresses-usa-mbti-personality-type,,,,,,,,,17,1,,,1,,1,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Jennifer Esposito,https://www.personality-database.com/profile/48977/jennifer-esposito-actresses-usa-mbti-personality-type,,,,,3,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Jennifer Garner,https://www.personality-database.com/profile/40348/jennifer-garner-actresses-usa-mbti-personality-type,,,,,4,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/16941.png,Jennifer Hale,https://www.personality-database.com/profile/16941/jennifer-hale-actresses-usa-mbti-personality-type,,,,,,,,,1,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/25870.png,Jennifer Jason Leigh,https://www.personality-database.com/profile/25870/jennifer-jason-leigh-actresses-usa-mbti-personality-type,,,,,,,,,,4,,,,,,
Ni,Fe,99%,89%,,Ti,70%,74%,73%,1%,,,10%,16%,,Se,,https://api.personality-database.com/profile_images/970.png,Jennifer Lawrence,https://www.personality-database.com/profile/970/jennifer-lawrence-actresses-usa-mbti-personality-type,52,13,1,,6,8,3,5,,,,,,,,1
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/29726.png,Jennifer Morrison,https://www.personality-database.com/profile/29726/jennifer-morrison-actresses-usa-mbti-personality-type,,,,,,,,,,,,,,,1,
Ti,Se,100%,,,Ni,,,0%,0%,75%,100%,25%,75%,88%,Fe,,https://api.personality-database.com/profile_images/9679.png,Jenny McCarthy,https://www.personality-database.com/profile/9679/jenny-mccarthy-actresses-usa-mbti-personality-type,,,,,1,,1,6,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/22626.png,Jeri Ryan,https://www.personality-database.com/profile/22626/jeri-ryan-actresses-usa-mbti-personality-type,,,,,,,1,,,,,,,,,
Si,Fe,93%,100%,,Ti,87%,,0%,0%,,100%,87%,13%,,Ne,,https://api.personality-database.com/profile_images/13924.png,Jessica Alba,https://www.personality-database.com/profile/13924/jessica-alba-actresses-usa-mbti-personality-type,,,,,13,1,,,,,,,,1,,
Si,Fe,88%,100%,,Ti,88%,,0%,0%,,100%,88%,13%,,Ne,,https://api.personality-database.com/profile_images/12114.png,Jessica Biel,https://www.personality-database.com/profile/12114/jessica-biel-actresses-usa-mbti-personality-type,,,,,7,,,,,,,,,1,,
Ni,Fe,76%,88%,,Ti,100%,88%,82%,6%,,,12%,0%,,Se,,https://api.personality-database.com/profile_images/11673.png,Jessica Chastain,https://www.personality-database.com/profile/11673/jessica-chastain-actresses-usa-mbti-personality-type,12,,,,1,,,,2,,1,,,,1,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/27901.png,Jessica Lange,https://www.personality-database.com/profile/27901/jessica-lange-actresses-usa-mbti-personality-type,4,,,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/20304.png,Jodi Benson,https://www.personality-database.com/profile/20304/jodi-benson-actresses-usa-mbti-personality-type,,,,,2,,,,,,,,,,,
Te,Ni,,,94%,Se,98%,92%,10%,82%,,,8%,0%,90%,Fi,,https://api.personality-database.com/profile_images/1017.png,Jodie Foster,https://www.personality-database.com/profile/1017/jodie-foster-actresses-usa-mbti-personality-type,,,,,,,3,,4,1,42,,,,1,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Joey King,https://www.personality-database.com/profile/31863/joey-king-actresses-usa-mbti-personality-type,,,,,2,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Judy Reyes,https://www.personality-database.com/profile/22504/judy-reyes-actresses-usa-mbti-personality-type,1,,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,90%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/22533.png,Julia Louis-Dreyfus,https://www.personality-database.com/profile/22533/julia-louisdreyfus-actresses-usa-mbti-personality-type,1,9,,,,,,,,,,,,,,
Fe,Si,,97%,73%,Ne,87%,,30%,0%,,70%,70%,0%,,Ti,,https://api.personality-database.com/profile_images/461.png,Julia Roberts,https://www.personality-database.com/profile/461/julia-roberts-actresses-usa-mbti-personality-type,1,,,,7,,,,4,4,,,13,,1,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/13087.png,Julia Stiles,https://www.personality-database.com/profile/13087/julia-stiles-actresses-usa-mbti-personality-type,,,,,,,,,,,16,,,,,
