Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,name,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/11956.png,Steve Strange,https://www.personality-database.com/profile/11956/steve-strange-musicians-british-isles-mbti-personality-type,,1,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,Steve Winwood,https://www.personality-database.com/profile/43793/steve-winwood-musicians-british-isles-mbti-personality-type,,1,,,,,,,,,,,,,,
Te,Ni,,,100%,Se,91%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/2916.png,Steven Wilson,https://www.personality-database.com/profile/2916/steven-wilson-musicians-british-isles-mbti-personality-type,,,,,,,,,,,10,1,,,,
Te,Si,,,60%,Ne,100%,,47%,3%,,,50%,0%,,Fi,50%,https://api.personality-database.com/profile_images/6484.png,Sting,https://www.personality-database.com/profile/6484/sting-musicians-british-isles-mbti-personality-type,12,,,,,,,,2,,1,,1,,14,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Stormzy,https://www.personality-database.com/profile/49175/stormzy-musicians-british-isles-mbti-personality-type,1,,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,91%,91%,0%,100%,,0%,9%,,Si,,/images/profile_transparent.png,"Stuart ""2-D"" Pot",https://www.personality-database.com/profile/36781/stuart-2d-pot-musicians-british-isles-mbti-personality-type,,,,,,,,,,10,,,,1,,
Fe,Fe,,100%,,Se,100%,100%,100%,0%,,,0%,0%,,Se,50%,https://api.personality-database.com/profile_images/14419.png,Stuart Adamson,https://www.personality-database.com/profile/14419/stuart-adamson-musicians-british-isles-mbti-personality-type,1,,,,,,,,1,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/23896.png,Stuart Murdoch,https://www.personality-database.com/profile/23896/stuart-murdoch-musicians-british-isles-mbti-personality-type,,,,,,,,,,,,,,1,,
Ni,Fe,75%,100%,,Ti,100%,75%,75%,0%,,,25%,0%,,Se,,https://api.personality-database.com/profile_images/30286.png,Susan Boyle,https://www.personality-database.com/profile/30286/susan-boyle-musicians-british-isles-mbti-personality-type,2,,,,1,,,,1,,,,,,,
Ne,Fi,,100%,96%,Te,,96%,96%,0%,100%,,0%,4%,,Si,,https://api.personality-database.com/profile_images/3399.png,Syd Barrett,https://www.personality-database.com/profile/3399/syd-barrett-musicians-british-isles-mbti-personality-type,,1,,,,,,,,22,,,,1,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/33625.png,Teddy Sinclair,https://www.personality-database.com/profile/33625/teddy-sinclair-musicians-british-isles-mbti-personality-type,,,,,,,,,,,,,,,,2
Fe,Ni,,60%,60%,Se,60%,100%,60%,40%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/21354.png,The Edge,https://www.personality-database.com/profile/21354/the-edge-musicians-british-isles-mbti-personality-type,,,,2,,,,,3,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/33666.png,Theo Hutchcraft,https://www.personality-database.com/profile/33666/theo-hutchcraft-musicians-british-isles-mbti-personality-type,,1,,,,,,,,,,,,,,
Ne,Fi,,81%,100%,Te,,100%,81%,19%,78%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/3193.png,Thom Yorke,https://www.personality-database.com/profile/3193/thom-yorke-musicians-british-isles-mbti-personality-type,,,,,,,,,7,41,6,5,,,,
Ne,Ti,,,67%,Fe,,100%,33%,67%,100%,,0%,0%,67%,Si,,https://api.personality-database.com/profile_images/14420.png,Thomas Dolby,https://www.personality-database.com/profile/14420/thomas-dolby-musicians-british-isles-mbti-personality-type,,1,,,,,,,,,,2,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/14051.png,Tim Bowness,https://www.personality-database.com/profile/14051/tim-bowness-musicians-british-isles-mbti-personality-type,,,,,,,,,,,,,1,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/10868.png,Tim Burgess,https://www.personality-database.com/profile/10868/tim-burgess-musicians-british-isles-mbti-personality-type,,,,,1,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/20415.png,Tom Bailey,https://www.personality-database.com/profile/20415/tom-bailey-musicians-british-isles-mbti-personality-type,,1,,,,,,,,,,,,,,
Fi,Fe,100%,100%,,Ni,,,0%,0%,,100%,50%,50%,,Ne,50%,https://api.personality-database.com/profile_images/19976.png,Tom Jones,https://www.personality-database.com/profile/19976/tom-jones-musicians-british-isles-mbti-personality-type,,,,,2,2,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/29971.png,Tom Odell,https://www.personality-database.com/profile/29971/tom-odell-musicians-british-isles-mbti-personality-type,,,,,,,,,,5,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/540.png,Tom Rosenthal,https://www.personality-database.com/profile/540/tom-rosenthal-musicians-british-isles-mbti-personality-type,,,,,,,,,3,,,,,,,
Te,Ni,,,90%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/10800.png,Tony Iommi,https://www.personality-database.com/profile/10800/tony-iommi-musicians-british-isles-mbti-personality-type,,,1,,,,,,,,9,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/17818.png,Tony McGuinness ,https://www.personality-database.com/profile/17818/tony-mcguinness-musicians-british-isles-mbti-personality-type,,,,,,,,,,1,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/19262.png,Trevor Horn,https://www.personality-database.com/profile/19262/trevor-horn-musicians-british-isles-mbti-personality-type,,,,,,,,,,,3,,,,,
Fe,Ni,,100%,67%,Se,67%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/23391.png,Trish Keenan,https://www.personality-database.com/profile/23391/trish-keenan-musicians-british-isles-mbti-personality-type,,1,,,,,,,2,,,,,,,
Se,Fi,,100%,100%,Te,,,25%,0%,88%,75%,0%,75%,,Ni,,https://api.personality-database.com/profile_images/16072.png,Van Morrison,https://www.personality-database.com/profile/16072/van-morrison-musicians-british-isles-mbti-personality-type,,,,,,,,,1,1,,,,6,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Vicky Beeching,https://www.personality-database.com/profile/42176/vicky-beeching-musicians-british-isles-mbti-personality-type,1,,,,,,,,,,,,,,,
Te,Si,,,88%,Ne,88%,,0%,0%,,100%,88%,13%,88%,Fi,,https://api.personality-database.com/profile_images/20193.png,"Victoria Beckham ""Posh Spice""",https://www.personality-database.com/profile/20193/victoria-beckham-posh-spice-musicians-british-isles-mbti-personality-type,,,,,,,,1,,,,,1,,6,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/12498.png,William Bennett,https://www.personality-database.com/profile/12498/william-bennett-musicians-british-isles-mbti-personality-type,,,1,,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/29501.png,William Reid,https://www.personality-database.com/profile/29501/william-reid-musicians-british-isles-mbti-personality-type,,,,,,,,,,,,,,,1,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Yungblud,https://www.personality-database.com/profile/40969/yungblud-musicians-british-isles-mbti-personality-type,,,,4,,,,,,,,,,,,
Se,Fi,,79%,95%,Te,,,30%,0%,79%,70%,5%,65%,,Ni,,https://api.personality-database.com/profile_images/1789.png,Zayn Malik,https://www.personality-database.com/profile/1789/zayn-malik-musicians-british-isles-mbti-personality-type,,1,,,,,1,,7,5,,,1,20,,8
Ne,Fi,,91%,100%,Te,,91%,82%,9%,100%,,0%,9%,,Si,,https://api.personality-database.com/profile_images/6138.png,Adam Gontier,https://www.personality-database.com/profile/6138/adam-gontier-musicians-canada-mbti-personality-type,,,,,,,,,,9,,1,,1,,
Fe,Ni,,100%,93%,Se,55%,97%,97%,0%,,,3%,0%,,Ti,,https://api.personality-database.com/profile_images/6377.png,Alanis Morissette,https://www.personality-database.com/profile/6377/alanis-morissette-musicians-canada-mbti-personality-type,1,1,,,,,,,14,12,,,1,,,
Ne,Fi,,100%,100%,Te,,85%,85%,0%,70%,,12%,3%,,Si,,https://api.personality-database.com/profile_images/3551.png,Alessia Cara,https://www.personality-database.com/profile/3551/alessia-cara-musicians-canada-mbti-personality-type,,,,,,,,,6,22,,,4,1,,
Ti,Se,67%,,,Ni,,,0%,0%,100%,100%,0%,100%,67%,Fe,,https://api.personality-database.com/profile_images/15306.png,Alex Lifeson,https://www.personality-database.com/profile/15306/alex-lifeson-musicians-canada-mbti-personality-type,,,,,,1,,3,,,,,,1,,1
Se,Fi,,86%,100%,Te,,,29%,14%,86%,57%,0%,57%,,Ni,,https://api.personality-database.com/profile_images/12015.png,Alice Glass,https://www.personality-database.com/profile/12015/alice-glass-musicians-canada-mbti-personality-type,,,,,,,,,1,1,,1,,4,,
Ni,Fe,100%,80%,,Ti,100%,100%,80%,20%,,,0%,0%,,Se,,/images/profile_transparent.png,Alissa White-Gluz,https://www.personality-database.com/profile/44025/alissa-whitegluz-musicians-canada-mbti-personality-type,4,,1,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/18291.png,Allie X,https://www.personality-database.com/profile/18291/allie-x-musicians-canada-mbti-personality-type,,4,,,,,,,,,,,,,,
Se,Fi,,82%,92%,Te,,,0%,2%,98%,98%,2%,97%,,Ni,,https://api.personality-database.com/profile_images/1059.png,Avril Lavigne,https://www.personality-database.com/profile/1059/avril-lavigne-musicians-canada-mbti-personality-type,,,,,1,4,,,,,,1,,45,,10
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/43581.png,Brad Roberts,https://www.personality-database.com/profile/43581/brad-roberts-musicians-canada-mbti-personality-type,,1,,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/32231.png,Braden Barrie (SayWeCanFly),https://www.personality-database.com/profile/32231/braden-barrie-saywecanfly-musicians-canada-mbti-personality-type,1,,,,,,,,,,,,,,,
Fi,Ne,100%,,,Si,,100%,50%,50%,75%,,0%,0%,,Te,50%,https://api.personality-database.com/profile_images/20629.png,Bryan Adams,https://www.personality-database.com/profile/20629/bryan-adams-musicians-canada-mbti-personality-type,,2,1,1,,,,,,,,,,,,
Fi,Ne,96%,92%,,Si,,85%,85%,0%,92%,,8%,8%,,Te,,https://api.personality-database.com/profile_images/983.png,Carly Rae Jepsen,https://www.personality-database.com/profile/983/carly-rae-jepsen-musicians-canada-mbti-personality-type,,22,,,,1,2,,,,,,,1,,
Ti,Ne,100%,,,Si,51%,54%,0%,54%,,,46%,0%,57%,Fe,,https://api.personality-database.com/profile_images/997.png,Celine Dion,https://www.personality-database.com/profile/997/celine-dion-musicians-canada-mbti-personality-type,,,2,18,16,,1,,,,,,,,,
Ne,Ne,,,,Fe,,100%,0%,100%,100%,,0%,0%,100%,Fe,50%,https://api.personality-database.com/profile_images/20573.png,Cevin Key,https://www.personality-database.com/profile/20573/cevin-key-musicians-canada-mbti-personality-type,,,,1,,,,,,,,1,,,,
Ni,Te,58%,,,Fi,75%,83%,25%,58%,,,17%,0%,67%,Se,,https://api.personality-database.com/profile_images/21663.png,Chad Kroeger,https://www.personality-database.com/profile/21663/chad-kroeger-musicians-canada-mbti-personality-type,,,7,,,,,,,3,,,1,,1,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/20647.png,Corey Hart,https://www.personality-database.com/profile/20647/corey-hart-musicians-canada-mbti-personality-type,,,2,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/5792.png,Dallas Green,https://www.personality-database.com/profile/5792/dallas-green-musicians-canada-mbti-personality-type,,,,,,,,,,3,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/49642.png,Daniel Caesar,https://www.personality-database.com/profile/49642/daniel-caesar-musicians-canada-mbti-personality-type,,,,,,,,,,1,,,,,,
Ti,Ne,59%,,,Si,,71%,0%,71%,100%,,0%,29%,100%,Fe,,https://api.personality-database.com/profile_images/7555.png,deadmau5,https://www.personality-database.com/profile/7555/deadmau5-musicians-canada-mbti-personality-type,,,,8,,,,2,,,,4,,,,3
Fi,Fi,,100%,,Si,,,50%,0%,100%,,0%,50%,,Ni,50%,https://api.personality-database.com/profile_images/20645.png,Deryck Whibley,https://www.personality-database.com/profile/20645/deryck-whibley-musicians-canada-mbti-personality-type,,4,,,,,,,,,,,,4,,
Ni,Fe,81%,93%,,Ti,65%,60%,56%,5%,,,9%,30%,,Se,,https://api.personality-database.com/profile_images/3506.png,Drake,https://www.personality-database.com/profile/3506/drake-musicians-canada-mbti-personality-type,22,1,1,1,3,7,,,1,,,,1,5,,1
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/25556.png,Dwayne Goettel,https://www.personality-database.com/profile/25556/dwayne-goettel-musicians-canada-mbti-personality-type,,,,,,,,,,,,,,1,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/43582.png,Ellen Reid,https://www.personality-database.com/profile/43582/ellen-reid-musicians-canada-mbti-personality-type,,,,,,,,,1,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/23396.png,Emily Haines,https://www.personality-database.com/profile/23396/emily-haines-musicians-canada-mbti-personality-type,,,,,,,,,,1,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/31336.png,Ethan Kath,https://www.personality-database.com/profile/31336/ethan-kath-musicians-canada-mbti-personality-type,,,,,,,,,,,2,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,80%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/20648.png,Feist,https://www.personality-database.com/profile/20648/feist-musicians-canada-mbti-personality-type,,,,,,,,,1,4,,,,,,
Fi,Se,62%,,,Fe,,,8%,23%,85%,69%,8%,62%,54%,Ni,,https://api.personality-database.com/profile_images/11730.png,Geddy Lee,https://www.personality-database.com/profile/11730/geddy-lee-musicians-canada-mbti-personality-type,1,,,3,,4,,,,,,,1,,,4
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/50507.png,Gil Evans,https://www.personality-database.com/profile/50507/gil-evans-musicians-canada-mbti-personality-type,,,,,,,,,,,,,,1,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/20709.png,Gino Vannelli,https://www.personality-database.com/profile/20709/gino-vannelli-musicians-canada-mbti-personality-type,1,,,,,,,,,,,,,,,
Fe,Si,,,100%,Fe,,,0%,0%,,100%,50%,50%,,Ni,50%,https://api.personality-database.com/profile_images/20630.png,Gordon Lightfoot,https://www.personality-database.com/profile/20630/gordon-lightfoot-musicians-canada-mbti-personality-type,,,,,,,,,,,,,1,,,1
Fi,Ne,100%,67%,,Si,,100%,67%,33%,83%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/30848.png,grandson,https://www.personality-database.com/profile/30848/grandson-musicians-canada-mbti-personality-type,1,3,,2,,,,,,,,,,,,
Fi,Ne,90%,63%,,Si,,98%,61%,37%,100%,,0%,2%,,Te,,https://api.personality-database.com/profile_images/6400.png,Grimes,https://www.personality-database.com/profile/6400/grimes-musicians-canada-mbti-personality-type,,29,,16,,1,,,,2,,3,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/28012.png,Heather Gabel,https://www.personality-database.com/profile/28012/heather-gabel-musicians-canada-mbti-personality-type,,,,,,,,,,,,,,,,2
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/21984.png,Jane Child,https://www.personality-database.com/profile/21984/jane-child-musicians-canada-mbti-personality-type,,1,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/23395.png,Jessy Lanza,https://www.personality-database.com/profile/23395/jessy-lanza-musicians-canada-mbti-personality-type,,,,,,,,,,2,,,,,,
Fe,Ni,,100%,100%,Se,63%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/20646.png,Joni Mitchell,https://www.personality-database.com/profile/20646/joni-mitchell-musicians-canada-mbti-personality-type,,,,,,,,,5,3,,,,,,
Fi,Se,91%,93%,,Ni,,,1%,1%,92%,97%,7%,91%,,Te,,https://api.personality-database.com/profile_images/650.png,Justin Bieber,https://www.personality-database.com/profile/650/justin-bieber-musicians-canada-mbti-personality-type,,1,,,4,60,,3,,,1,,,5,1,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/20628.png,K.D. Lang,https://www.personality-database.com/profile/20628/kd-lang-musicians-canada-mbti-personality-type,,2,,,,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,87%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/3259.png,Leonard Cohen,https://www.personality-database.com/profile/3259/leonard-cohen-musicians-canada-mbti-personality-type,,,,,,,,,20,3,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Les Emmerson,https://www.personality-database.com/profile/39951/les-emmerson-musicians-canada-mbti-personality-type,,,,,,1,,,,,,,,,,
Fi,Ne,100%,71%,,Si,,100%,71%,29%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/7685.png,Lights,https://www.personality-database.com/profile/7685/lights-musicians-canada-mbti-personality-type,,5,,2,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/20763.png,Loreena McKennitt,https://www.personality-database.com/profile/20763/loreena-mckennitt-musicians-canada-mbti-personality-type,,,,,,,,,,1,,,,,,
Fi,Se,89%,100%,,Ni,,,43%,0%,100%,57%,0%,57%,,Te,,https://api.personality-database.com/profile_images/34248.png,Mac DeMarco,https://www.personality-database.com/profile/34248/mac-demarco-musicians-canada-mbti-personality-type,,11,,,,14,,,,1,,,,2,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/16892.png,Megan James,https://www.personality-database.com/profile/16892/megan-james-musicians-canada-mbti-personality-type,,,,,,,,,,1,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/50509.png,Melissa Auf der Maur,https://www.personality-database.com/profile/50509/melissa-auf-der-maur-musicians-canada-mbti-personality-type,,,,,,,,,,3,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/21662.png,Mercedes Lander,https://www.personality-database.com/profile/21662/mercedes-lander-musicians-canada-mbti-personality-type,,,,,,,,,,,,,,,,1
Fi,Se,92%,100%,,Ni,,,8%,0%,58%,92%,42%,50%,,Te,,https://api.personality-database.com/profile_images/10154.png,Michael Bublé,https://www.personality-database.com/profile/10154/michael-bubl-musicians-canada-mbti-personality-type,,1,,,4,6,,,,,,,1,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/21661.png,Morgan Lander,https://www.personality-database.com/profile/21661/morgan-lander-musicians-canada-mbti-personality-type,,,,,,,,,,,,,,1,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,82%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/15307.png,Neil Peart,https://www.personality-database.com/profile/15307/neil-peart-musicians-canada-mbti-personality-type,,,,,,,,,,,2,9,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,67%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/11952.png,Neil Young,https://www.personality-database.com/profile/11952/neil-young-musicians-canada-mbti-personality-type,,,,,,,,,5,10,,,,,,
Fi,Ne,80%,100%,,Si,,60%,60%,0%,100%,,0%,40%,,Te,,https://api.personality-database.com/profile_images/43336.png,Nelly Furtado,https://www.personality-database.com/profile/43336/nelly-furtado-musicians-canada-mbti-personality-type,,3,,,,1,,,,,,,,1,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,88%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/12627.png,Nicole Dollanganger,https://www.personality-database.com/profile/12627/nicole-dollanganger-musicians-canada-mbti-personality-type,,,,,,,,,1,7,,,,,,
Se,Ti,,,100%,Fe,,,0%,25%,100%,75%,0%,75%,100%,Ni,,https://api.personality-database.com/profile_images/4653.png,Nivek Ogre,https://www.personality-database.com/profile/4653/nivek-ogre-musicians-canada-mbti-personality-type,,,,,,,,,,,,1,,,,3
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/21279.png,Peaches,https://www.personality-database.com/profile/21279/peaches-musicians-canada-mbti-personality-type,,,,,,,,1,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/20655.png,Randy Bachman,https://www.personality-database.com/profile/20655/randy-bachman-musicians-canada-mbti-personality-type,,,,,,,2,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/25821.png,Raphaelle Standell-Preston,https://www.personality-database.com/profile/25821/raphaelle-standellpreston-musicians-canada-mbti-personality-type,,,,,,,,,,2,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/20649.png,Rik Emmett,https://www.personality-database.com/profile/20649/rik-emmett-musicians-canada-mbti-personality-type,,,,,1,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/24170.png,Rob Wright,https://www.personality-database.com/profile/24170/rob-wright-musicians-canada-mbti-personality-type,,,,2,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/23439.png,Robert Alfons,https://www.personality-database.com/profile/23439/robert-alfons-musicians-canada-mbti-personality-type,,,,,,,,,,,,,,2,,
Fi,Fi,,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Ni,50%,https://api.personality-database.com/profile_images/39722.png,Ruth B,https://www.personality-database.com/profile/39722/ruth-b-musicians-canada-mbti-personality-type,,,,,,1,,,,,,,,1,,
Ne,Fi,,100%,100%,Te,,88%,88%,0%,100%,,0%,13%,,Si,,https://api.personality-database.com/profile_images/15760.png,Sarah McLachlan,https://www.personality-database.com/profile/15760/sarah-mclachlan-musicians-canada-mbti-personality-type,,,,,,,,,,7,,,,1,,
Fi,Se,100%,60%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/6560.png,Sebastian Bach,https://www.personality-database.com/profile/6560/sebastian-bach-musicians-canada-mbti-personality-type,,,,,,3,,2,,,,,,,,
Si,Fe,95%,100%,,Ti,95%,,0%,0%,,100%,95%,5%,,Ne,,https://api.personality-database.com/profile_images/996.png,Shania Twain,https://www.personality-database.com/profile/996/shania-twain-musicians-canada-mbti-personality-type,,,,,17,1,,,,,,,1,,,
Fe,Si,,99%,98%,Ne,92%,,41%,1%,,58%,56%,2%,,Ti,,https://api.personality-database.com/profile_images/1879.png,Shawn Mendes,https://www.personality-database.com/profile/1879/shawn-mendes-musicians-canada-mbti-personality-type,,,,1,,1,,,38,5,,,58,1,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/20644.png,Snow,https://www.personality-database.com/profile/20644/snow-musicians-canada-mbti-personality-type,,3,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Steven Page,https://www.personality-database.com/profile/45270/steven-page-musicians-canada-mbti-personality-type,,,,,,,,,,2,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/18679.png,Tanya Tagaq,https://www.personality-database.com/profile/18679/tanya-tagaq-musicians-canada-mbti-personality-type,1,,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/20043.png,Terry Jacks,https://www.personality-database.com/profile/20043/terry-jacks-musicians-canada-mbti-personality-type,,,,,,,,,,2,,,,,,
Se,Fi,,88%,62%,Te,,,23%,4%,96%,73%,0%,73%,,Ni,,https://api.personality-database.com/profile_images/7554.png,The Weeknd,https://www.personality-database.com/profile/7554/the-weeknd-musicians-canada-mbti-personality-type,,6,1,,,2,,1,,,,,,15,,1
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/20652.png,Tom Cochrane,https://www.personality-database.com/profile/20652/tom-cochrane-musicians-canada-mbti-personality-type,,,,,1,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/48615.png,Adoniran Barbosa,https://www.personality-database.com/profile/48615/adoniran-barbosa-musicians-latin-american-mbti-personality-type,,,,,,,,,,,,,,1,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/48544.png,Adriano Cintra,https://www.personality-database.com/profile/48544/adriano-cintra-musicians-latin-american-mbti-personality-type,,,,,,,,,,,,1,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/32532.png,Alfredo Zitarrosa,https://www.personality-database.com/profile/32532/alfredo-zitarrosa-musicians-latin-american-mbti-personality-type,,,,,,,,,1,,,,,,,
