Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,name,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/21978.png,Kristen Pfaff,https://www.personality-database.com/profile/21978/kristen-pfaff-musicians-usa-female-mbti-personality-type,,,,,,,,,,3,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/11312.png,Kristin Hayter (Lingua Ignota),https://www.personality-database.com/profile/11312/kristin-hayter-lingua-ignota-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,,,2,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/27711.png,Kristina Esfandiari,https://www.personality-database.com/profile/27711/kristina-esfandiari-musicians-usa-female-mbti-personality-type,,,,,,,,,,1,,,,,,
Fe,Ni,,100%,78%,Se,78%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/2393.png,Lacey Sturm,https://www.personality-database.com/profile/2393/lacey-sturm-musicians-usa-female-mbti-personality-type,2,,,,,,,,5,2,,,,,,
Se,Fi,,96%,94%,Te,,,20%,4%,90%,76%,2%,74%,,Ni,,https://api.personality-database.com/profile_images/3185.png,Lana Del Rey,https://www.personality-database.com/profile/3185/lana-del-rey-musicians-usa-female-mbti-personality-type,,,5,,2,,,,4,20,,,1,91,,
Ni,Fe,67%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/19939.png,Laura Branigan,https://www.personality-database.com/profile/19939/laura-branigan-musicians-usa-female-mbti-personality-type,2,,,,,,,,1,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/21278.png,Laura Jane Grace,https://www.personality-database.com/profile/21278/laura-jane-grace-musicians-usa-female-mbti-personality-type,,2,,,,,,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/23267.png,Laura Pleasants,https://www.personality-database.com/profile/23267/laura-pleasants-musicians-usa-female-mbti-personality-type,,,,,,,,,,,1,,,,,
Ni,Fe,100%,100%,,Ti,100%,67%,67%,0%,,,33%,0%,,Se,,https://api.personality-database.com/profile_images/23596.png,Lauren Daigle,https://www.personality-database.com/profile/23596/lauren-daigle-musicians-usa-female-mbti-personality-type,2,,,,1,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,80%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/16874.png,Lauren Jauregui,https://www.personality-database.com/profile/16874/lauren-jauregui-musicians-usa-female-mbti-personality-type,1,4,,,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/11549.png,Laurie Anderson,https://www.personality-database.com/profile/11549/laurie-anderson-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,3,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/16978.png,Laurie Spiegel,https://www.personality-database.com/profile/16978/laurie-spiegel-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,1,,,,
Ne,Fi,,100%,100%,Te,,78%,78%,0%,89%,,0%,22%,,Si,,https://api.personality-database.com/profile_images/22683.png,Lauryn Hill,https://www.personality-database.com/profile/22683/lauryn-hill-musicians-usa-female-mbti-personality-type,,,,,,,,,1,6,,,,2,,
Si,Fe,100%,100%,,Ti,75%,,25%,0%,,75%,75%,0%,,Ne,,https://api.personality-database.com/profile_images/36690.png,LeAnn Rimes,https://www.personality-database.com/profile/36690/leann-rimes-musicians-usa-female-mbti-personality-type,,1,,,3,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/19984.png,Lesley Gore,https://www.personality-database.com/profile/19984/lesley-gore-musicians-usa-female-mbti-personality-type,,,,,6,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Lexi Walker,https://www.personality-database.com/profile/49307/lexi-walker-musicians-usa-female-mbti-personality-type,,,,,1,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/40847.png,Lil Debbie,https://www.personality-database.com/profile/40847/lil-debbie-musicians-usa-female-mbti-personality-type,,,,,,,,1,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/12430.png,Lil' Kim,https://www.personality-database.com/profile/12430/lil-kim-musicians-usa-female-mbti-personality-type,,,,,,6,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,Lindsay Pagano,https://www.personality-database.com/profile/47332/lindsay-pagano-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,,1,,,
Fi,Ne,94%,100%,,Si,,100%,100%,0%,94%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/16542.png,Lindsey Stirling,https://www.personality-database.com/profile/16542/lindsey-stirling-musicians-usa-female-mbti-personality-type,1,14,,,,,,,,1,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/20568.png,"Lisa ""Left Eye"" Lopes",https://www.personality-database.com/profile/20568/lisa-left-eye-lopes-musicians-usa-female-mbti-personality-type,,3,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/10374.png,Lisa Carver,https://www.personality-database.com/profile/10374/lisa-carver-musicians-usa-female-mbti-personality-type,,1,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,67%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/39759.png,Lisa Loeb,https://www.personality-database.com/profile/39759/lisa-loeb-musicians-usa-female-mbti-personality-type,,,,,,,,,1,2,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Lissie,https://www.personality-database.com/profile/39737/lissie-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,1,,,,
Fe,Ni,,,,Fi,100%,100%,50%,50%,,,0%,0%,,Se,50%,https://api.personality-database.com/profile_images/20329.png,Lita Ford,https://www.personality-database.com/profile/20329/lita-ford-musicians-usa-female-mbti-personality-type,,,1,,,,,,1,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/21280.png,Liz Buckingham,https://www.personality-database.com/profile/21280/liz-buckingham-musicians-usa-female-mbti-personality-type,,,,,,,,,2,,,,,,,
Se,Ti,,,80%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/11665.png,Liz Phair,https://www.personality-database.com/profile/11665/liz-phair-musicians-usa-female-mbti-personality-type,,,,,,,,1,,,,,,,,4
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/42469.png,Lizzo,https://www.personality-database.com/profile/42469/lizzo-musicians-usa-female-mbti-personality-type,,3,,,,,,,,,,,,,,
Si,Fe,100%,80%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/23413.png,Loretta Lynn,https://www.personality-database.com/profile/23413/loretta-lynn-musicians-usa-female-mbti-personality-type,,,,,4,,1,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/20157.png,Lori Barbero,https://www.personality-database.com/profile/20157/lori-barbero-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,,,1,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/22679.png,LP (Laura Pergolizzi),https://www.personality-database.com/profile/22679/lp-laura-pergolizzi-musicians-usa-female-mbti-personality-type,,2,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/25162.png,Lucia Pamela,https://www.personality-database.com/profile/25162/lucia-pamela-musicians-usa-female-mbti-personality-type,,1,,,,,,,,,,,,,,
Se,Si,,,100%,Fe,,,0%,0%,,100%,50%,50%,100%,Fi,50%,https://api.personality-database.com/profile_images/22579.png,Lucinda Williams,https://www.personality-database.com/profile/22579/lucinda-williams-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,,,,1,1
Ne,Ti,,,67%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/11035.png,Lydia Lunch,https://www.personality-database.com/profile/11035/lydia-lunch-musicians-usa-female-mbti-personality-type,,,,1,,,,,,,,2,,,,
Ti,Se,100%,,,Ni,,,0%,20%,80%,80%,0%,80%,80%,Fe,,https://api.personality-database.com/profile_images/6026.png,Lzzy Hale,https://www.personality-database.com/profile/6026/lzzy-hale-musicians-usa-female-mbti-personality-type,,,1,,,1,,3,,,,,,,,
Se,Fi,,96%,83%,Te,,,35%,0%,65%,65%,4%,61%,,Ni,,https://api.personality-database.com/profile_images/34848.png,Madison Beer,https://www.personality-database.com/profile/34848/madison-beer-musicians-usa-female-mbti-personality-type,2,,,,1,,,1,5,1,,,,13,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/48782.png,Maggie Lindemann,https://www.personality-database.com/profile/48782/maggie-lindemann-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,,,2,,
Ne,Fi,,100%,100%,Te,,67%,67%,0%,67%,,33%,0%,,Si,,https://api.personality-database.com/profile_images/26687.png,Maggie Rogers,https://www.personality-database.com/profile/26687/maggie-rogers-musicians-usa-female-mbti-personality-type,,,,,,,,,,2,,,1,,,
Ni,Fe,91%,100%,,Ti,91%,83%,83%,0%,,,17%,0%,,Se,,https://api.personality-database.com/profile_images/2608.png,Mandy Moore,https://www.personality-database.com/profile/2608/mandy-moore-musicians-usa-female-mbti-personality-type,16,2,,,3,,,,1,,,,1,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/34074.png,Maren Morris,https://www.personality-database.com/profile/34074/maren-morris-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,,,1,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/8833.png,Margaret Chardiet (Pharmakon),https://www.personality-database.com/profile/8833/margaret-chardiet-pharmakon-musicians-usa-female-mbti-personality-type,,,,,,,,,,,2,,,,,
Ni,Te,100%,,,Fi,100%,86%,43%,43%,,,14%,0%,57%,Se,,https://api.personality-database.com/profile_images/6135.png,Maria Brink,https://www.personality-database.com/profile/6135/maria-brink-musicians-usa-female-mbti-personality-type,3,,3,,,,1,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/19972.png,Martika,https://www.personality-database.com/profile/19972/martika-musicians-usa-female-mbti-personality-type,,,,,,,,,2,,,,,,,
Fe,Si,,67%,67%,Ne,100%,,0%,0%,,100%,100%,0%,,Fi,,https://api.personality-database.com/profile_images/16890.png,Martina McBride,https://www.personality-database.com/profile/16890/martina-mcbride-musicians-usa-female-mbti-personality-type,,,,,1,,,,,,,,1,,1,
Si,Fe,83%,83%,,Ti,100%,,0%,17%,,83%,83%,0%,,Ne,,https://api.personality-database.com/profile_images/20570.png,Mary J Blige,https://www.personality-database.com/profile/20570/mary-j-blige-musicians-usa-female-mbti-personality-type,,,1,,4,,,,,,,,1,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/20158.png,Maureen Herman,https://www.personality-database.com/profile/20158/maureen-herman-musicians-usa-female-mbti-personality-type,,,,,,,,,,1,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/16888.png,Maybelle Carter,https://www.personality-database.com/profile/16888/maybelle-carter-musicians-usa-female-mbti-personality-type,,,,,,,,,,1,,,,,,
Ne,Fi,,78%,100%,Te,,89%,67%,22%,100%,,0%,11%,,Si,,https://api.personality-database.com/profile_images/10641.png,Meg White,https://www.personality-database.com/profile/10641/meg-white-musicians-usa-female-mbti-personality-type,,,,,,,,,,6,,2,,1,,
Ti,Se,100%,,,Ni,,,0%,0%,75%,100%,25%,75%,75%,Fe,,https://api.personality-database.com/profile_images/42464.png,Megan Thee Stallion,https://www.personality-database.com/profile/42464/megan-thee-stallion-musicians-usa-female-mbti-personality-type,,,,,1,,,3,,,,,,,,
Si,Fe,92%,100%,,Ti,68%,,12%,0%,,88%,64%,24%,,Ne,,https://api.personality-database.com/profile_images/2496.png,Meghan Trainor,https://www.personality-database.com/profile/2496/meghan-trainor-musicians-usa-female-mbti-personality-type,,2,,,15,6,,,1,,,,1,,,
Ne,Fi,,100%,96%,Te,,80%,80%,0%,96%,,0%,20%,,Si,,https://api.personality-database.com/profile_images/7499.png,Melanie Martinez,https://www.personality-database.com/profile/7499/melanie-martinez-musicians-usa-female-mbti-personality-type,,2,,,,,,,2,41,,,,11,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Melissa Schuman,https://www.personality-database.com/profile/47334/melissa-schuman-musicians-usa-female-mbti-personality-type,,,,,1,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/11990.png,Meredith Monk,https://www.personality-database.com/profile/11990/meredith-monk-musicians-usa-female-mbti-personality-type,,,,,,,,,1,,,,,,,
Fe,Si,,71%,86%,Ne,100%,,14%,0%,,86%,86%,0%,,Ti,,https://api.personality-database.com/profile_images/19557.png,Miranda Lambert,https://www.personality-database.com/profile/19557/miranda-lambert-musicians-usa-female-mbti-personality-type,1,,,,,,,,,,,,4,,2,
Fi,Ne,100%,88%,,Si,,75%,75%,0%,88%,,13%,13%,,Te,,https://api.personality-database.com/profile_images/7388.png,Missy Elliott,https://www.personality-database.com/profile/7388/missy-elliott-musicians-usa-female-mbti-personality-type,,6,,,1,,,1,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,53%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/24430.png,Mitski,https://www.personality-database.com/profile/24430/mitski-musicians-usa-female-mbti-personality-type,,,,,,,,,7,8,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Monica Denise Brown,https://www.personality-database.com/profile/47473/monica-denise-brown-musicians-usa-female-mbti-personality-type,,,,,1,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Mýa,https://www.personality-database.com/profile/42062/ma-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,,,2,,
Ti,Se,60%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/26288.png,Nancy Sinatra,https://www.personality-database.com/profile/26288/nancy-sinatra-musicians-usa-female-mbti-personality-type,,,,,,,,3,,,,,,,,2
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/10805.png,Nancy Wilson,https://www.personality-database.com/profile/10805/nancy-wilson-musicians-usa-female-mbti-personality-type,,,4,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/16127.png,Natalie Merchant,https://www.personality-database.com/profile/16127/natalie-merchant-musicians-usa-female-mbti-personality-type,2,,,,,,,,,,,,,,,
Fe,Ne,,100%,,Se,,100%,100%,0%,,,0%,0%,,Te,50%,/images/profile_transparent.png,Natalie Mering (Weyes Blood),https://www.personality-database.com/profile/38550/natalie-mering-weyes-blood-musicians-usa-female-mbti-personality-type,,1,,,,,,,1,,,,,,,
Fi,Se,100%,60%,,Ni,,,40%,0%,100%,60%,0%,60%,,Te,,https://api.personality-database.com/profile_images/31306.png,Neko Case,https://www.personality-database.com/profile/31306/neko-case-musicians-usa-female-mbti-personality-type,,2,,,,1,,2,,,,,,,,
Fi,Se,94%,73%,,Ni,,,2%,2%,92%,96%,8%,88%,,Te,,https://api.personality-database.com/profile_images/10788.png,Nicki Minaj,https://www.personality-database.com/profile/10788/nicki-minaj-musicians-usa-female-mbti-personality-type,,,,1,2,31,2,9,,1,,,,1,,1
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/28960.png,Nicole Scherzinger,https://www.personality-database.com/profile/28960/nicole-scherzinger-musicians-usa-female-mbti-personality-type,,,,,,4,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/22402.png,Nina Simone,https://www.personality-database.com/profile/22402/nina-simone-musicians-usa-female-mbti-personality-type,,,,,,,,,,7,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/28137.png,Norah Jones,https://www.personality-database.com/profile/28137/norah-jones-musicians-usa-female-mbti-personality-type,,,,,,,,,6,,,,,,,
Fe,Fi,,100%,100%,Ne,,,0%,0%,,100%,50%,50%,,Ni,50%,https://api.personality-database.com/profile_images/16875.png,Normani Kordei Hamilton,https://www.personality-database.com/profile/16875/normani-kordei-hamilton-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,,1,1,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/17965.png,Olivia O’Brien,https://www.personality-database.com/profile/17965/olivia-obrien-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,,,3,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Orly Lari,https://www.personality-database.com/profile/39760/orly-lari-musicians-usa-female-mbti-personality-type,,,,,1,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,80%,80%,0%,80%,,20%,0%,,Te,,https://api.personality-database.com/profile_images/11929.png,Pat Benatar,https://www.personality-database.com/profile/11929/pat-benatar-musicians-usa-female-mbti-personality-type,,4,,,1,,,,,,,,,,,
Fe,Si,,100%,83%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/19914.png,Patsy Cline,https://www.personality-database.com/profile/19914/patsy-cline-musicians-usa-female-mbti-personality-type,,,,,1,,,,,,,,5,,,
Fi,Ne,77%,92%,,Si,,100%,92%,8%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/12424.png,Patti Smith,https://www.personality-database.com/profile/12424/patti-smith-musicians-usa-female-mbti-personality-type,,10,,,,,,,,2,,1,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/20103.png,Patty Smyth,https://www.personality-database.com/profile/20103/patty-smyth-musicians-usa-female-mbti-personality-type,,1,,,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/16979.png,Pauline Oliveros,https://www.personality-database.com/profile/16979/pauline-oliveros-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,1,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/26690.png,Phoebe Bridgers,https://www.personality-database.com/profile/26690/phoebe-bridgers-musicians-usa-female-mbti-personality-type,,2,,,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/35332.png,polarrana,https://www.personality-database.com/profile/35332/polarrana-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,,,1,,
Ne,Ti,,,100%,Fe,,88%,0%,88%,94%,,6%,6%,94%,Si,,https://api.personality-database.com/profile_images/24773.png,Poppy,https://www.personality-database.com/profile/24773/poppy-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,14,,1,1,
Ti,Ne,75%,,,Si,,75%,0%,75%,100%,,0%,25%,75%,Fe,,https://api.personality-database.com/profile_images/32650.png,Princess Nokia,https://www.personality-database.com/profile/32650/princess-nokia-musicians-usa-female-mbti-personality-type,,,,3,,,,,,,,,,1,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/27486.png,Q Lazzarus,https://www.personality-database.com/profile/27486/q-lazzarus-musicians-usa-female-mbti-personality-type,,,,,,,,,,3,,,,,,
Ni,Fe,100%,100%,,Ti,75%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/48297.png,Queen Latifah,https://www.personality-database.com/profile/48297/queen-latifah-musicians-usa-female-mbti-personality-type,3,1,,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,89%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/14258.png,Rachel Platten,https://www.personality-database.com/profile/14258/rachel-platten-musicians-usa-female-mbti-personality-type,8,1,,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/20330.png,Reba McEntire,https://www.personality-database.com/profile/20330/reba-mcentire-musicians-usa-female-mbti-personality-type,,,,,2,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/15296.png,Reba Meyers,https://www.personality-database.com/profile/15296/reba-meyers-musicians-usa-female-mbti-personality-type,,,,,,,,,,,,3,,,,
Fi,Ne,64%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/19841.png,Regina Spektor,https://www.personality-database.com/profile/19841/regina-spektor-musicians-usa-female-mbti-personality-type,,9,,,,,,,,5,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/34317.png,Rico Nasty,https://www.personality-database.com/profile/34317/rico-nasty-musicians-usa-female-mbti-personality-type,,,4,,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/27995.png,Rindy Ross,https://www.personality-database.com/profile/27995/rindy-ross-musicians-usa-female-mbti-personality-type,,,1,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/20567.png,"Rozonda ""Chili"" Thomas",https://www.personality-database.com/profile/20567/rozonda-chili-thomas-musicians-usa-female-mbti-personality-type,,,,,,1,,,,,,,,,,
Ni,Fe,60%,100%,,Ti,60%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/34075.png,Sabrina Carpenter,https://www.personality-database.com/profile/34075/sabrina-carpenter-musicians-usa-female-mbti-personality-type,3,,,,,,,,,2,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,83%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/11551.png,Santigold,https://www.personality-database.com/profile/11551/santigold-musicians-usa-female-mbti-personality-type,,,,,,,,,,,1,5,,,,
Ni,Fe,73%,100%,,Ti,67%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/16202.png,Sara Bareilles,https://www.personality-database.com/profile/16202/sara-bareilles-musicians-usa-female-mbti-personality-type,9,2,,,,,,,1,3,,,,,,
