Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,name,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Ne,Ti,,,77%,Fe,,100%,7%,93%,83%,,0%,0%,93%,Si,,https://api.personality-database.com/profile_images/4157.png,Gottfried Wilhelm Leibniz,https://www.personality-database.com/profile/4157/gottfried-wilhelm-leibniz-mathematics-mbti-personality-type,2,,,5,,,,,,,3,20,,,,
Ne,Ti,,,67%,Fe,,67%,0%,67%,67%,,33%,0%,67%,Si,,https://api.personality-database.com/profile_images/40966.png,Grigori Perelman,https://www.personality-database.com/profile/40966/grigori-perelman-mathematics-mbti-personality-type,,,,,1,,,,,,,2,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Henri Poincare,https://www.personality-database.com/profile/34961/henri-poincare-mathematics-mbti-personality-type,,,,,,,,,,,3,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,Hipparchus,https://www.personality-database.com/profile/46644/hipparchus-mathematics-mbti-personality-type,,,,,,,,,,,,,,,2,
Ti,Ne,60%,,,Si,,100%,0%,100%,60%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/35049.png,Hypatia,https://www.personality-database.com/profile/35049/hypatia-mathematics-mbti-personality-type,,,,6,,,,,,,4,,,,,
Te,Ni,,,100%,Se,78%,98%,1%,97%,,,2%,0%,99%,Fi,,https://api.personality-database.com/profile_images/396.png,Isaac Newton,https://www.personality-database.com/profile/396/isaac-newton-physics-astronomy-mbti-personality-type,,,,,,,,,1,,124,36,,,4,
Te,Ni,,,100%,Se,78%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/28935.png,James Clerk Maxwell,https://www.personality-database.com/profile/28935/james-clerk-maxwell-physics-astronomy-mbti-personality-type,,,,,,,,,,,7,2,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/31797.png,James Prescott Joule,https://www.personality-database.com/profile/31797/james-prescott-joule-physics-astronomy-mbti-personality-type,,,,,,,,,,,5,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,John Lennox,https://www.personality-database.com/profile/48710/john-lennox-mathematics-mbti-personality-type,,,,1,,,,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/28938.png,John Napier,https://www.personality-database.com/profile/28938/john-napier-mathematics-mbti-personality-type,,,,,,,,,,,5,,,,,
Te,Ni,,,98%,Se,85%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/3021.png,John Nash,https://www.personality-database.com/profile/3021/john-nash-mathematics-mbti-personality-type,,,,1,,,,,,,35,5,,,,
Ti,Ne,60%,,,Si,,100%,0%,100%,80%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/30514.png,John von Neumann,https://www.personality-database.com/profile/30514/john-von-neumann-mathematics-mbti-personality-type,,,,6,,,,,,,2,2,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,67%,,0%,0%,100%,Si,,/images/profile_transparent.png,Leonhard Euler,https://www.personality-database.com/profile/34964/leonhard-euler-mathematics-mbti-personality-type,,,,,,,,,,,3,6,,,,
Te,Ni,,,100%,Se,67%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/29903.png,Maryam Mirzakhani,https://www.personality-database.com/profile/29903/maryam-mirzakhani-mathematics-mbti-personality-type,,,,,,,,,,,4,2,,,,
Ti,Ne,58%,,,Si,,100%,0%,100%,58%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/4155.png,Muhammad ibn Musa Al-Khwarizmi,https://www.personality-database.com/profile/4155/muhammad-ibn-musa-alkhwarizmi-mathematics-mbti-personality-type,,,,7,,,,,,,5,,,,,
Ti,Ne,63%,,,Si,,100%,4%,96%,83%,,0%,0%,96%,Fe,,https://api.personality-database.com/profile_images/4156.png,Nicolaus Copernicus,https://www.personality-database.com/profile/4156/nicolaus-copernicus-physics-astronomy-mbti-personality-type,,,,15,,,,,1,,3,5,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Nikolai Lobachevsky,https://www.personality-database.com/profile/49030/nikolai-lobachevsky-mathematics-mbti-personality-type,,,,,,,,,,,,1,,,,
Ti,Ne,55%,,,Si,,100%,0%,100%,64%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/4537.png,Omar Khayyam,https://www.personality-database.com/profile/4537/omar-khayyam-mathematics-mbti-personality-type,,,,6,,,,,,,4,1,,,,
Te,Ni,,,100%,Se,100%,100%,20%,80%,,,0%,0%,80%,Fi,,https://api.personality-database.com/profile_images/30735.png,Petrache Poenaru,https://www.personality-database.com/profile/30735/petrache-poenaru-engineers-inventors-mbti-personality-type,,,,,,,,,1,,4,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/35963.png,Pierre de Fermat,https://www.personality-database.com/profile/35963/pierre-de-fermat-mathematics-mbti-personality-type,,,,,,,,,,,4,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,96%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/11922.png,René Descartes,https://www.personality-database.com/profile/11922/ren-descartes-philosophy-mbti-personality-type,,,,,,,,,,,2,49,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,78%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/7192.png,Roger Penrose,https://www.personality-database.com/profile/7192/roger-penrose-mathematics-mbti-personality-type,,,,,,,,,,,2,7,,,,
Se,Ti,,,80%,Fe,,,0%,20%,80%,80%,0%,80%,80%,Ni,,/images/profile_transparent.png,Sind b. Ali,https://www.personality-database.com/profile/39845/sind-b-ali-mathematics-mbti-personality-type,,,,,,1,,,,,1,,,,,3
Ne,Ti,,,100%,Fe,,100%,13%,88%,69%,,0%,0%,88%,Si,,https://api.personality-database.com/profile_images/4266.png,Srinivasa Ramanujan,https://www.personality-database.com/profile/4266/srinivasa-ramanujan-mathematics-mbti-personality-type,,,,,,,,,2,,3,11,,,,
Ne,Ti,,,83%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Stefan Banach,https://www.personality-database.com/profile/37859/stefan-banach-mathematics-mbti-personality-type,,,,1,,,,,,,,5,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Terence Tao,https://www.personality-database.com/profile/49302/terence-tao-mathematics-mbti-personality-type,,,,,,,,,,,,4,,,,
Te,Ni,,,83%,Se,75%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/31070.png,William James Sidis,https://www.personality-database.com/profile/31070/william-james-sidis-mathematics-mbti-personality-type,,,2,,,,,,,,7,3,,,,
Ti,Ne,67%,,,Si,,67%,0%,67%,67%,,33%,0%,67%,Fe,,/images/profile_transparent.png,Yutaka Taniyama,https://www.personality-database.com/profile/37769/yutaka-taniyama-mathematics-mbti-personality-type,,,,2,,,,,,,,,1,,,
Ne,Ti,,,94%,Fe,,94%,3%,92%,93%,,3%,3%,97%,Si,,https://api.personality-database.com/profile_images/397.png,Charles Darwin,https://www.personality-database.com/profile/397/charles-darwin-biology-medicine-mbti-personality-type,,,,6,,,1,,1,2,4,98,1,,1,4
Ne,Fi,,90%,90%,Te,,95%,90%,5%,81%,,0%,5%,,Si,,https://api.personality-database.com/profile_images/10339.png,David Attenborough,https://www.personality-database.com/profile/10339/david-attenborough-naturalism-mbti-personality-type,,,1,,,,,1,3,16,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Dougal Dixon,https://www.personality-database.com/profile/41470/dougal-dixon-naturalism-mbti-personality-type,,,,,,,,,,,1,,,,,
Te,Ni,,,83%,Se,83%,83%,0%,83%,,,0%,17%,83%,Fi,,https://api.personality-database.com/profile_images/25628.png,Edward O. Wilson,https://www.personality-database.com/profile/25628/edward-o-wilson-biology-medicine-mbti-personality-type,,,,,,1,,,,,5,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Ernst Haeckel,https://www.personality-database.com/profile/40516/ernst-haeckel-naturalism-mbti-personality-type,,,,,,,,,,,2,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Peter Ward,https://www.personality-database.com/profile/41857/peter-ward-naturalism-mbti-personality-type,,,,,,,,,,,1,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Rachel Carson,https://www.personality-database.com/profile/46654/rachel-carson-naturalism-mbti-personality-type,,,,,,,,,,,,2,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Robert T. Baker,https://www.personality-database.com/profile/40528/robert-t-baker-naturalism-mbti-personality-type,,,,,,,,,,,2,,,,,
Fi,Fe,100%,100%,,Ni,,,33%,0%,67%,67%,33%,33%,,Te,,https://api.personality-database.com/profile_images/33660.png,Steve Backshall,https://www.personality-database.com/profile/33660/steve-backshall-naturalism-mbti-personality-type,,1,,,1,1,,,,,,,,,,
Fi,Se,96%,96%,,Ni,,,0%,4%,96%,96%,0%,96%,,Te,,https://api.personality-database.com/profile_images/22555.png,Steve Irwin,https://www.personality-database.com/profile/22555/steve-irwin-the-crocodile-hunter-mbti-personality-type,,,,,,22,,,,,1,,,,,
Te,Si,,,67%,Ne,83%,,0%,0%,,100%,83%,17%,100%,Fi,,https://api.personality-database.com/profile_images/33921.png,Temple Grandin,https://www.personality-database.com/profile/33921/temple-grandin-naturalism-mbti-personality-type,,,,,,,2,,,,,,,,3,1
Fi,Ne,58%,92%,,Si,,,50%,0%,67%,,33%,17%,,Te,50%,https://api.personality-database.com/profile_images/22556.png,Terri Raines Irwin,https://www.personality-database.com/profile/22556/terri-raines-irwin-the-crocodile-hunter-mbti-personality-type,,6,,,,,,1,,,,,4,1,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Timothy Treadwell,https://www.personality-database.com/profile/47268/timothy-treadwell-naturalism-mbti-personality-type,,,,,,,,,,,,,,1,,
Ne,Ti,,,96%,Fe,,100%,0%,100%,88%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/12000.png,Adam Smith,https://www.personality-database.com/profile/12000/adam-smith-economics-mbti-personality-type,,,,1,,,,,,,3,21,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,75%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/27652.png,Al-Ghazali,https://www.personality-database.com/profile/27652/alghazali-philosophy-mbti-personality-type,,,,,,,,,,,2,6,,,,
Te,Ni,,,99%,Se,65%,99%,0%,99%,,,0%,1%,100%,Fi,,https://api.personality-database.com/profile_images/3028.png,Alan Turing,https://www.personality-database.com/profile/3028/alan-turing-mathematics-mbti-personality-type,,,,1,,,,,,,59,30,,,,1
Fi,Ne,76%,94%,,Si,,100%,94%,6%,65%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/21403.png,Alan Watts,https://www.personality-database.com/profile/21403/alan-watts-philosophy-mbti-personality-type,3,10,,,,,,,3,,,1,,,,
Ne,Fi,,81%,100%,Te,,84%,70%,14%,88%,,0%,16%,,Si,,https://api.personality-database.com/profile_images/5940.png,Albert Camus,https://www.personality-database.com/profile/5940/albert-camus-philosophy-mbti-personality-type,,,,,,,,,2,28,3,3,,5,,2
Ne,Ti,,,100%,Fe,,100%,20%,80%,100%,,0%,0%,80%,Si,,/images/profile_transparent.png,Allama Muhammad Iqbal,https://www.personality-database.com/profile/38762/allama-muhammad-iqbal-philosophy-mbti-personality-type,,,,,,,,,,1,,4,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Anaximander,https://www.personality-database.com/profile/46602/anaximander-philosophy-mbti-personality-type,,,,,,,,,,,1,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/46965.png,Antonio Gramsci,https://www.personality-database.com/profile/46965/antonio-gramsci-philosophy-mbti-personality-type,,,,,,,,,,,3,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Aristarchus,https://www.personality-database.com/profile/46635/aristarchus-philosophy-mbti-personality-type,,,,,,,,,,,2,,,,,
Ni,Te,81%,,,Fi,93%,98%,2%,96%,,,2%,0%,98%,Se,,https://api.personality-database.com/profile_images/7775.png,Aristotle,https://www.personality-database.com/profile/7775/aristotle-philosophy-mbti-personality-type,1,,41,1,,,1,,,,7,3,,,,
Fe,Ni,,53%,100%,Se,61%,99%,53%,46%,,,0%,1%,,Ti,,https://api.personality-database.com/profile_images/7395.png,Arthur Schopenhauer,https://www.personality-database.com/profile/7395/arthur-schopenhauer-philosophy-mbti-personality-type,,,,,,,,,36,3,9,25,,,,1
Ti,Ne,64%,,,Si,,100%,0%,100%,73%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/4152.png,Averroes,https://www.personality-database.com/profile/4152/averroes-philosophy-mbti-personality-type,,,,7,,,,,,,3,1,,,,
Ti,Ne,71%,,,Si,,82%,0%,82%,100%,,0%,18%,100%,Fe,,https://api.personality-database.com/profile_images/4151.png,Avicenna,https://www.personality-database.com/profile/4151/avicenna-biology-medicine-mbti-personality-type,,,,9,,,,3,,,,5,,,,
Fe,Ni,,65%,100%,Se,90%,100%,65%,35%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/12617.png,Baruch Spinoza,https://www.personality-database.com/profile/12617/baruch-spinoza-philosophy-mbti-personality-type,,,,,,,,,20,,8,3,,,,
Ti,Ne,72%,,,Si,,100%,3%,97%,88%,,0%,0%,97%,Fe,,https://api.personality-database.com/profile_images/4159.png,Bertrand Russell,https://www.personality-database.com/profile/4159/bertrand-russell-philosophy-mbti-personality-type,,,,23,,,,,,1,4,4,,,,
Te,Ni,,,100%,Se,100%,67%,0%,67%,,,33%,0%,100%,Fi,,https://api.personality-database.com/profile_images/42474.png,Carl Schmitt,https://www.personality-database.com/profile/42474/carl-schmitt-philosophy-mbti-personality-type,,,,,,,,,,,2,,,,1,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/48320.png,Carlos Castaneda,https://www.personality-database.com/profile/48320/carlos-castaneda-philosophy-mbti-personality-type,,,,,,,,,,,,2,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Charles Fourier,https://www.personality-database.com/profile/46963/charles-fourier-philosophy-mbti-personality-type,,,,,,,,,,,2,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Clóvis De Barros Filho,https://www.personality-database.com/profile/38242/clvis-de-barros-filho-philosophy-mbti-personality-type,,,,,,,,,,,,6,,,,
Ni,Fe,67%,67%,,Ti,56%,100%,67%,33%,,,0%,0%,,Se,,/images/profile_transparent.png,Cornel West,https://www.personality-database.com/profile/40993/cornel-west-philosophy-mbti-personality-type,5,1,,,,,,,,,,3,,,,
Ti,Ne,,,,Si,,100%,0%,100%,88%,,0%,0%,100%,Fe,50%,https://api.personality-database.com/profile_images/14368.png,Daniel Dennett,https://www.personality-database.com/profile/14368/daniel-dennett-philosophy-mbti-personality-type,,,,4,,,,,,,1,3,,,,
Ti,Ne,88%,,,Si,,97%,0%,97%,88%,,0%,3%,100%,Fe,,https://api.personality-database.com/profile_images/3065.png,David Hume,https://www.personality-database.com/profile/3065/david-hume-philosophy-mbti-personality-type,,,1,27,,,,1,,,3,1,,,,
Ni,Ni,,,63%,Fi,75%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/19542.png,Democritus,https://www.personality-database.com/profile/19542/democritus-philosophy-mbti-personality-type,,,3,,,,,,,,3,2,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/50183.png,Denis Diderot,https://www.personality-database.com/profile/50183/denis-diderot-philosophy-mbti-personality-type,,,,,,,,,,,1,,,,,
Se,Ti,,,100%,Fe,,,0%,16%,91%,84%,0%,84%,100%,Ni,,https://api.personality-database.com/profile_images/29239.png,Diogenes,https://www.personality-database.com/profile/29239/diogenes-philosophy-mbti-personality-type,,,,,,,,,,,3,2,,,,27
Ne,Ti,,,100%,Fe,,100%,25%,75%,75%,,0%,0%,75%,Si,,/images/profile_transparent.png,Dr. Sindhuja Bhakthavatsalam,https://www.personality-database.com/profile/40289/dr-sindhuja-bhakthavatsalam-philosophy-mbti-personality-type,,,,,,,,,1,,,3,,,,
Si,Te,88%,,,Fi,71%,,0%,41%,,59%,59%,0%,100%,Ne,,https://api.personality-database.com/profile_images/3052.png,Edmund Burke,https://www.personality-database.com/profile/3052/edmund-burke-philosophy-mbti-personality-type,,,1,4,,,10,,,,1,1,,,,
Ne,Ti,,,100%,Fe,,100%,13%,88%,63%,,0%,0%,88%,Si,,https://api.personality-database.com/profile_images/36059.png,Emil Cioran,https://www.personality-database.com/profile/36059/emil-cioran-philosophy-mbti-personality-type,,,,,,,,,,1,3,4,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,75%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/34417.png,Émile Durkheim,https://www.personality-database.com/profile/34417/mile-durkheim-philosophy-mbti-personality-type,,,,,,,,,,,2,6,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/46961.png,Emma Goldman,https://www.personality-database.com/profile/46961/emma-goldman-philosophy-mbti-personality-type,,,,,,,,,,,2,,,,,
Te,Ni,,,100%,Se,78%,100%,33%,67%,,,0%,0%,67%,Fi,,https://api.personality-database.com/profile_images/28917.png,Emmanuel Levinas,https://www.personality-database.com/profile/28917/emmanuel-levinas-philosophy-mbti-personality-type,,,,,,,,,3,,4,2,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,Empedocles,https://www.personality-database.com/profile/46656/empedocles-philosophy-mbti-personality-type,,,,,,,,,2,,,,,,,
Te,Ni,,,100%,Fe,60%,80%,0%,80%,,,20%,0%,100%,Fi,,https://api.personality-database.com/profile_images/35022.png,Epictetus,https://www.personality-database.com/profile/35022/epictetus-philosophy-mbti-personality-type,,,,,,,,,,,2,2,,,1,
Ti,Se,88%,,,Ni,,,0%,42%,92%,58%,0%,58%,100%,Fe,,https://api.personality-database.com/profile_images/11924.png,Epicurus,https://www.personality-database.com/profile/11924/epicurus-philosophy-mbti-personality-type,,,,8,,,,15,,,2,1,,,,
Ni,Te,,,,Fi,83%,100%,0%,100%,,,0%,0%,100%,Se,50%,https://api.personality-database.com/profile_images/38705.png,Francis Bacon,https://www.personality-database.com/profile/38705/francis-bacon-philosophy-mbti-personality-type,,,3,,,,,,,,2,1,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,Frantz Fanon,https://www.personality-database.com/profile/51039/frantz-fanon-philosophy-mbti-personality-type,,,1,,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,67%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/40357.png,Friedrich Engels,https://www.personality-database.com/profile/40357/friedrich-engels-philosophy-mbti-personality-type,,,,,,,,,,,2,4,,,,
Te,Ni,,,100%,Se,98%,100%,5%,95%,,,0%,0%,95%,Fi,,https://api.personality-database.com/profile_images/3451.png,Friedrich Nietzsche,https://www.personality-database.com/profile/3451/friedrich-nietzsche-philosophy-mbti-personality-type,,,,,,,,,8,3,202,2,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,82%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/29566.png,Friedrich von Hayek,https://www.personality-database.com/profile/29566/friedrich-von-hayek-economics-mbti-personality-type,,,,,,,,,,,3,14,,,,
Te,Ni,,,97%,Se,91%,97%,0%,97%,,,3%,0%,100%,Fi,,https://api.personality-database.com/profile_images/13095.png,G.W.F. Hegel,https://www.personality-database.com/profile/13095/gwf-hegel-philosophy-mbti-personality-type,,,1,,,,,,,,27,3,,,1,
Si,Te,,,,Fe,,,0%,33%,,67%,50%,17%,100%,Ne,50%,https://api.personality-database.com/profile_images/34466.png,Georg Simmel,https://www.personality-database.com/profile/34466/georg-simmel-philosophy-mbti-personality-type,,,,,,,3,,,,,2,,,,1
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/46967.png,Georges Sorel,https://www.personality-database.com/profile/46967/georges-sorel-philosophy-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Ti,,,75%,Fe,,100%,25%,75%,75%,,0%,0%,75%,Si,,/images/profile_transparent.png,Gilles Deleuze,https://www.personality-database.com/profile/37459/gilles-deleuze-philosophy-mbti-personality-type,2,,,,,,,,,,,6,,,,
Fe,Ni,,78%,100%,Se,67%,100%,78%,22%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/26260.png,Giordano Bruno,https://www.personality-database.com/profile/26260/giordano-bruno-philosophy-mbti-personality-type,,,,,,,,,5,2,1,1,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/46964.png,Giovanni Gentile,https://www.personality-database.com/profile/46964/giovanni-gentile-philosophy-mbti-personality-type,,,,,,,,,,,1,,,,,
Ne,Ti,,,77%,Fe,,100%,7%,93%,83%,,0%,0%,93%,Si,,https://api.personality-database.com/profile_images/4157.png,Gottfried Wilhelm Leibniz,https://www.personality-database.com/profile/4157/gottfried-wilhelm-leibniz-mathematics-mbti-personality-type,2,,,5,,,,,,,3,20,,,,
Ne,Ti,,,86%,Fe,,86%,0%,86%,71%,,14%,0%,86%,Si,,https://api.personality-database.com/profile_images/41715.png,Hannah Arendt,https://www.personality-database.com/profile/41715/hannah-arendt-philosophy-mbti-personality-type,,,,,1,,,,,,1,5,,,,
Te,Ni,,,100%,Se,89%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/18941.png,Hans-Hermann Hoppe,https://www.personality-database.com/profile/18941/hanshermann-hoppe-economics-mbti-personality-type,,,,,,,,,,,8,1,,,,
Ni,Fe,57%,57%,,Ti,86%,100%,57%,43%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/27156.png,Harald Lesch,https://www.personality-database.com/profile/27156/harald-lesch-physics-astronomy-mbti-personality-type,4,,,,,,,,,,2,1,,,,
Te,Ni,,,100%,Se,77%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/36097.png,Heraclitus,https://www.personality-database.com/profile/36097/heraclitus-philosophy-mbti-personality-type,,,,,,,,,,,10,3,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,Herbert Marcuse,https://www.personality-database.com/profile/48567/herbert-marcuse-philosophy-mbti-personality-type,,,,,,,,,,,,,,,1,
Ti,Ne,88%,,,Si,,100%,0%,100%,88%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/32152.png,Herbert Spencer,https://www.personality-database.com/profile/32152/herbert-spencer-biology-medicine-mbti-personality-type,,,,7,,,,,,,1,,,,,
Ne,Ti,,,100%,Fe,,67%,0%,67%,56%,,33%,0%,67%,Si,,https://api.personality-database.com/profile_images/21675.png,Hipparchia of Maroneia,https://www.personality-database.com/profile/21675/hipparchia-of-maroneia-philosophy-mbti-personality-type,,,,,,,,,,,1,5,3,,,
Ti,Ne,60%,,,Si,,100%,0%,100%,60%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/35049.png,Hypatia,https://www.personality-database.com/profile/35049/hypatia-mathematics-mbti-personality-type,,,,6,,,,,,,4,,,,,
