Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,name,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/28154.png,Joe DeRosa,https://www.personality-database.com/profile/28154/joe-derosa-comedians-mbti-personality-type,,,,,,,,,,2,,,,,,
Ti,Se,97%,,,Ni,,,3%,19%,88%,78%,0%,78%,94%,Fe,,https://api.personality-database.com/profile_images/1713.png,Joe Rogan,https://www.personality-database.com/profile/1713/joe-rogan-comedians-mbti-personality-type,,2,8,4,,2,,51,,,,1,,,,1
Fi,Se,89%,67%,,Ni,,,0%,0%,78%,100%,22%,78%,,Te,,https://api.personality-database.com/profile_images/13543.png,Joey Diaz,https://www.personality-database.com/profile/13543/joey-diaz-comedians-mbti-personality-type,,,,,1,5,,2,,,,,,,1,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,John Bird,https://www.personality-database.com/profile/22505/john-bird-comedians-mbti-personality-type,,,,1,,,,,,,,,,,,
Ti,Ne,95%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/2806.png,John Cleese,https://www.personality-database.com/profile/2806/john-cleese-comedians-mbti-personality-type,,,,18,,,,,,,,1,,,,
Ti,Ne,100%,,,Ni,,,0%,50%,100%,,0%,50%,100%,Fe,50%,/images/profile_transparent.png,John Crist,https://www.personality-database.com/profile/43963/john-crist-comedians-mbti-personality-type,,,,1,,,,1,,,,,,,,
Ne,Fi,,100%,81%,Te,,100%,100%,0%,93%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/11815.png,John Mulaney,https://www.personality-database.com/profile/11815/john-mulaney-comedians-mbti-personality-type,,5,,,,,,,2,20,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,67%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Jonathan Ross,https://www.personality-database.com/profile/22602/jonathan-ross-comedians-mbti-personality-type,,,1,2,,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,June Diane Raphael,https://www.personality-database.com/profile/46026/june-diane-raphael-comedians-mbti-personality-type,,,,,,,,,1,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Karen Kilgariff,https://www.personality-database.com/profile/35837/karen-kilgariff-comedians-mbti-personality-type,,,,,,,,,,1,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Katherine Ryan,https://www.personality-database.com/profile/23592/katherine-ryan-comedians-mbti-personality-type,,,,,,2,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,90%,100%,10%,90%,90%,Fe,,https://api.personality-database.com/profile_images/6815.png,Kathy Griffin,https://www.personality-database.com/profile/6815/kathy-griffin-comedians-mbti-personality-type,,,,,1,,,9,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/35691.png,Keegan-Michael Key,https://www.personality-database.com/profile/35691/keeganmichael-key-comedians-mbti-personality-type,,6,,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Kulap Vilaysack,https://www.personality-database.com/profile/47005/kulap-vilaysack-comedians-mbti-personality-type,,,,,1,,,,,,,,,,,
Ne,Ti,,,95%,Fe,,100%,16%,84%,95%,,0%,0%,84%,Si,,https://api.personality-database.com/profile_images/27703.png,Larry David,https://www.personality-database.com/profile/27703/larry-david-comedians-mbti-personality-type,,,,1,,,,,1,2,,15,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Larry the Cable Guy,https://www.personality-database.com/profile/40505/larry-the-cable-guy-comedians-mbti-personality-type,,,,,,3,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Lauren Lapkus,https://www.personality-database.com/profile/46038/lauren-lapkus-comedians-mbti-personality-type,,,,1,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/15074.png,Lee Camp,https://www.personality-database.com/profile/15074/lee-camp-comedians-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Se,100%,67%,,Ni,,,33%,0%,100%,67%,0%,67%,,Te,,https://api.personality-database.com/profile_images/16801.png,Lee Mack,https://www.personality-database.com/profile/16801/lee-mack-comedians-mbti-personality-type,,1,,,,1,,1,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/26693.png,Leigh Francis,https://www.personality-database.com/profile/26693/leigh-francis-comedians-mbti-personality-type,,,,,,1,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/23178.png,Lenny Bruce,https://www.personality-database.com/profile/23178/lenny-bruce-comedians-mbti-personality-type,,,,4,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/19935.png,Louie Anderson,https://www.personality-database.com/profile/19935/louie-anderson-comedians-mbti-personality-type,,,,,,,,1,,,,,,,,
Ne,Fi,,53%,64%,Te,,92%,53%,40%,98%,,0%,8%,,Si,,https://api.personality-database.com/profile_images/1069.png,Louis C.K.,https://www.personality-database.com/profile/1069/louis-ck-comedians-mbti-personality-type,,3,,16,,,,,1,24,,5,,,,4
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/39450.png,Mallory Everton,https://www.personality-database.com/profile/39450/mallory-everton-comedians-mbti-personality-type,,,,,,2,,,,,,,,,,
Ti,Ne,75%,,,Si,,100%,25%,75%,75%,,0%,0%,75%,Fe,,/images/profile_transparent.png,Marc Maron,https://www.personality-database.com/profile/45520/marc-maron-comedians-mbti-personality-type,,,,3,,,,,1,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Mark Goodman,https://www.personality-database.com/profile/20598/mark-goodman-comedians-mbti-personality-type,1,,,,,,,,,,,,,,,
Fi,Ne,100%,,,Si,,100%,50%,50%,100%,,0%,0%,,Fe,50%,/images/profile_transparent.png,Martin Short,https://www.personality-database.com/profile/42421/martin-short-comedians-mbti-personality-type,,1,,1,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/39454.png,Matt Meese,https://www.personality-database.com/profile/39454/matt-meese-comedians-mbti-personality-type,,,,,,,,,,2,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/8868.png,Maurizio Crozza,https://www.personality-database.com/profile/8868/maurizio-crozza-comedians-mbti-personality-type,,,,5,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Maz Jobrani,https://www.personality-database.com/profile/12675/maz-jobrani-comedians-mbti-personality-type,,,,,,1,,,,,,,,,,
Ne,Fi,,,100%,Fe,,100%,50%,50%,100%,,0%,0%,,Si,50%,/images/profile_transparent.png,Melissa Villasenor,https://www.personality-database.com/profile/20126/melissa-villasenor-comedians-mbti-personality-type,,,,,,,,,,1,,1,,,,
Ne,Ti,,,100%,Fe,,67%,0%,67%,67%,,33%,0%,67%,Si,,https://api.personality-database.com/profile_images/33732.png,Michael Che,https://www.personality-database.com/profile/33732/michael-che-comedians-mbti-personality-type,,,,,,,,,,,,2,1,,,
Si,Fe,100%,100%,,Ti,75%,,25%,0%,,75%,75%,0%,,Ne,,https://api.personality-database.com/profile_images/19838.png,Michael McIntyre,https://www.personality-database.com/profile/19838/michael-mcintyre-comedians-mbti-personality-type,,1,,,3,,,,,,,,,,,
Fi,Ne,100%,80%,,Si,,100%,80%,20%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/15879.png,Michelle Wolf,https://www.personality-database.com/profile/15879/michelle-wolf-comedians-mbti-personality-type,,4,,1,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,Mitch Hedberg,https://www.personality-database.com/profile/42127/mitch-hedberg-comedians-mbti-personality-type,,,,,,,,,,2,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/39458.png,Natalie Madsen,https://www.personality-database.com/profile/39458/natalie-madsen-comedians-mbti-personality-type,2,,,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/42419.png,Natasha Leggero,https://www.personality-database.com/profile/42419/natasha-leggero-comedians-mbti-personality-type,,,,2,,,,,,,,,,,,
Fi,Se,80%,100%,,Ni,,,20%,0%,100%,80%,0%,80%,,Te,,https://api.personality-database.com/profile_images/34678.png,Nick Cannon,https://www.personality-database.com/profile/34678/nick-cannon-comedians-mbti-personality-type,,,,,,4,,,,1,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/7267.png,Otto Waalkes,https://www.personality-database.com/profile/7267/otto-waalkes-comedians-mbti-personality-type,,,,3,,,,,,,,,,,,
Ni,Fe,100%,75%,,Ti,100%,100%,75%,25%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/23637.png,Patrice O'Neal,https://www.personality-database.com/profile/23637/patrice-oneal-comedians-mbti-personality-type,3,,1,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Paul F Tompkins,https://www.personality-database.com/profile/45522/paul-f-tompkins-comedians-mbti-personality-type,1,,,,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,Paul Scheer,https://www.personality-database.com/profile/46022/paul-scheer-comedians-mbti-personality-type,2,,,,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,Paul Whitehouse,https://www.personality-database.com/profile/48493/paul-whitehouse-comedians-mbti-personality-type,,,,,,,,,,,,,,,1,
Fi,Ne,100%,100%,,Si,,75%,75%,0%,100%,,0%,25%,,Te,,/images/profile_transparent.png,Pete Holmes,https://www.personality-database.com/profile/27827/pete-holmes-comedians-mbti-personality-type,,3,,,,1,,,,,,,,,,
Fi,Ne,100%,,,Si,,100%,50%,50%,100%,,0%,0%,,Fe,50%,/images/profile_transparent.png,Rafinha Bastos,https://www.personality-database.com/profile/41810/rafinha-bastos-comedians-mbti-personality-type,,1,,1,,,,,,,,,,,,
Fi,Ne,100%,,,Si,,100%,50%,50%,100%,,0%,0%,,Fe,50%,https://api.personality-database.com/profile_images/9235.png,Ralph Garman,https://www.personality-database.com/profile/9235/ralph-garman-comedians-mbti-personality-type,,1,,1,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Ralphie May,https://www.personality-database.com/profile/32631/ralphie-may-comedians-mbti-personality-type,,,,,,1,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,Ramy Youssef,https://www.personality-database.com/profile/45801/ramy-youssef-comedians-mbti-personality-type,,1,,,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,Ray Romano,https://www.personality-database.com/profile/42422/ray-romano-comedians-mbti-personality-type,,,,,,,,,,,,,,3,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Rich Vos,https://www.personality-database.com/profile/33783/rich-vos-comedians-mbti-personality-type,,,,,,2,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,Rita Rudner,https://www.personality-database.com/profile/19275/rita-rudner-comedians-mbti-personality-type,,,,,1,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,Rob Brydon,https://www.personality-database.com/profile/48491/rob-brydon-comedians-mbti-personality-type,,,,,,1,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/33381.png,Rosie O'Donnell,https://www.personality-database.com/profile/33381/rosie-odonnell-comedians-mbti-personality-type,,,6,,,,,,,,,,,,,
Fi,Ne,100%,93%,,Si,,93%,86%,7%,96%,,0%,7%,,Te,,https://api.personality-database.com/profile_images/29190.png,Russell Brand,https://www.personality-database.com/profile/29190/russell-brand-comedians-mbti-personality-type,1,23,,2,,2,,,,,,,,,,
Fi,Fi,,100%,,Si,,,50%,0%,100%,,0%,50%,,Ni,50%,https://api.personality-database.com/profile_images/28080.png,Russell Howard,https://www.personality-database.com/profile/28080/russell-howard-comedians-mbti-personality-type,,1,,,,,,,,,,,,1,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/16805.png,Ryan Stiles,https://www.personality-database.com/profile/16805/ryan-stiles-comedians-mbti-personality-type,,,,,,,,,,,,2,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Sam Seder,https://www.personality-database.com/profile/38477/sam-seder-comedians-mbti-personality-type,,,,6,,,,,,,,,,,,
Ti,Ne,96%,,,Si,,96%,12%,85%,96%,,0%,4%,88%,Fe,,https://api.personality-database.com/profile_images/2962.png,Sarah Silverman,https://www.personality-database.com/profile/2962/sarah-silverman-comedians-mbti-personality-type,,3,1,21,,,,,,,,,,,,1
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,Scott Aukerman,https://www.personality-database.com/profile/45521/scott-aukerman-comedians-mbti-personality-type,,,2,,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/39457.png,Stacey Harkey,https://www.personality-database.com/profile/39457/stacey-harkey-comedians-mbti-personality-type,,,,,,,,2,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/11729.png,Stephen K. Amos,https://www.personality-database.com/profile/11729/stephen-k-amos-comedians-mbti-personality-type,,,1,,,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/39455.png,Stephen Meek,https://www.personality-database.com/profile/39455/stephen-meek-comedians-mbti-personality-type,,,,,,,,,1,,,,,,,
Fe,Ni,,86%,86%,Se,100%,86%,71%,14%,,,14%,0%,,Ti,,/images/profile_transparent.png,Stephen Merchant,https://www.personality-database.com/profile/30025/stephen-merchant-comedians-mbti-personality-type,,,,,1,,,,5,,1,,,,,
Si,Fe,100%,100%,,Ti,93%,,0%,0%,,100%,93%,7%,,Ne,,https://api.personality-database.com/profile_images/19925.png,Steve Harvey,https://www.personality-database.com/profile/19925/steve-harvey-comedians-mbti-personality-type,,,,,14,1,,,,,,,,,,
Fi,Ne,83%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/29794.png,Theo Von,https://www.personality-database.com/profile/29794/theo-von-comedians-mbti-personality-type,,5,,,,,,,,1,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,Tig Notaro,https://www.personality-database.com/profile/44554/tig-notaro-comedians-mbti-personality-type,,,,,,,,,,,,1,,,,
Ti,Ne,100%,,,Si,,100%,33%,67%,100%,,0%,0%,67%,Fe,,https://api.personality-database.com/profile_images/2728.png,Tim Hawkins,https://www.personality-database.com/profile/2728/tim-hawkins-comedians-mbti-personality-type,,2,,4,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,43%,57%,100%,,0%,0%,57%,Fe,,https://api.personality-database.com/profile_images/32803.png,Tim Heidecker,https://www.personality-database.com/profile/32803/tim-heidecker-comedians-mbti-personality-type,,3,,4,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/50521.png,Tom Cavalcante,https://www.personality-database.com/profile/50521/tom-cavalcante-comedians-mbti-personality-type,,,,,,1,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/37645.png,Tony Clifton,https://www.personality-database.com/profile/37645/tony-clifton-comedians-mbti-personality-type,,,,,,,,2,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Trevor Moore,https://www.personality-database.com/profile/34622/trevor-moore-comedians-mbti-personality-type,,,,3,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/48507.png,Victor Borge,https://www.personality-database.com/profile/48507/victor-borge-comedians-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/16807.png,Wayne Brady,https://www.personality-database.com/profile/16807/wayne-brady-comedians-mbti-personality-type,,6,,,,,,,,,,,,,,
Fi,Fe,100%,100%,,Si,,,50%,0%,,,50%,0%,,Ne,50%,https://api.personality-database.com/profile_images/39456.png,Whitney Call,https://www.personality-database.com/profile/39456/whitney-call-comedians-mbti-personality-type,,1,,,1,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,Whitney Cummings,https://www.personality-database.com/profile/47386/whitney-cummings-comedians-mbti-personality-type,,,,2,,,,,,,,,,,,
Fe,Si,,94%,53%,Ne,57%,,2%,1%,,97%,54%,43%,,Ti,,https://api.personality-database.com/profile_images/134.png,Kim Kardashian,https://www.personality-database.com/profile/134/kimkardashian-famous-for-being-famous-mbti-personality-type,2,,1,,8,36,1,1,,,,,45,8,3,
Fe,Si,,90%,94%,Ne,82%,,14%,2%,,84%,67%,16%,,Ti,,https://api.personality-database.com/profile_images/2823.png,Kendall Jenner,https://www.personality-database.com/profile/2823/kendall-jenner-famous-for-being-famous-mbti-personality-type,,,,,1,2,,,6,1,1,,30,4,2,2
Fi,Se,53%,94%,,Ni,,,8%,0%,91%,92%,4%,89%,,Te,,https://api.personality-database.com/profile_images/2821.png,Kylie Jenner,https://www.personality-database.com/profile/2821/kylie-jenner-famous-for-being-famous-mbti-personality-type,3,,,,,24,,1,,1,,,,22,2,
Si,Fe,100%,56%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/9839.png,Kris Jenner,https://www.personality-database.com/profile/9839/kris-jenner-famous-for-being-famous-mbti-personality-type,,,,,19,,15,,,,,,,,,
Se,Ti,,,92%,Fe,,,0%,0%,92%,100%,8%,92%,92%,Ni,,https://api.personality-database.com/profile_images/9838.png,Kourtney Kardashian,https://www.personality-database.com/profile/9838/kourtney-kardashian-famous-for-being-famous-mbti-personality-type,,,,,,,,2,,,,,1,1,1,20
Fi,Se,100%,79%,,Ni,,,5%,0%,84%,95%,11%,84%,,Te,,https://api.personality-database.com/profile_images/9309.png,Khloé Kardashian,https://www.personality-database.com/profile/9309/khlokardashian-famous-for-being-famous-mbti-personality-type,1,,,,2,12,,4,,,,,,,,
Fi,Se,67%,94%,,Ni,,,0%,2%,98%,98%,0%,98%,,Te,,https://api.personality-database.com/profile_images/2742.png,Paris Hilton,https://www.personality-database.com/profile/2742/paris-hilton-famous-for-being-famous-mbti-personality-type,,,,,,31,,1,,,1,,,14,,1
Ne,Ti,,,100%,Fe,,68%,3%,65%,74%,,15%,18%,97%,Si,,https://api.personality-database.com/profile_images/30442.png,Barron Trump,https://www.personality-database.com/profile/30442/barron-trump-famous-for-being-famous-mbti-personality-type,,,,,,,,,,1,4,18,,,5,6
Si,Fe,100%,89%,,Ti,89%,,11%,0%,,89%,78%,11%,,Ne,,https://api.personality-database.com/profile_images/31247.png,Amy Bouzaglo (Amy’s Baking Company),https://www.personality-database.com/profile/31247/amy-bouzaglo-amys-baking-company-famous-for-being-famous-mbti-personality-type,1,,,,6,1,1,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,Beetle Bailey,https://www.personality-database.com/profile/50186/beetle-bailey-famous-for-being-famous-mbti-personality-type,,,,,,,,,,,1,,,,,
Se,Fi,,100%,95%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/35896.png,Caitlyn Jenner,https://www.personality-database.com/profile/35896/caitlyn-jenner-track-field-mbti-personality-type,,,,,,1,,,,,,,,18,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/49441.png,Carlinhos Vidente,https://www.personality-database.com/profile/49441/carlinhos-vidente-famous-for-being-famous-mbti-personality-type,,,,,,,1,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,75%,75%,0%,,,25%,0%,,Ti,,https://api.personality-database.com/profile_images/33445.png,Chelsea Clinton,https://www.personality-database.com/profile/33445/chelsea-clinton-famous-for-being-famous-mbti-personality-type,,,,,,,,,3,,,,1,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,79%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/23598.png,Christopher Langan,https://www.personality-database.com/profile/23598/christopher-langan-famous-for-being-famous-mbti-personality-type,,,,,,,,,,,4,15,,,,
Fe,Ni,,,100%,Se,100%,100%,50%,50%,,,0%,0%,,Fi,50%,https://api.personality-database.com/profile_images/34473.png,Damien Echols,https://www.personality-database.com/profile/34473/damien-echols-famous-for-being-famous-mbti-personality-type,,,,,,,,,1,,1,,,,,
Fi,Se,100%,67%,,Ni,,,0%,0%,98%,100%,2%,98%,,Te,,https://api.personality-database.com/profile_images/15318.png,Danielle Bregoli (Bhad Bhabie),https://www.personality-database.com/profile/15318/danielle-bregoli-bhad-bhabie-famous-for-being-famous-mbti-personality-type,,,,,,35,1,16,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/35466.png,Elizabeth Short (Black Dahlia),https://www.personality-database.com/profile/35466/elizabeth-short-black-dahlia-famous-for-being-famous-mbti-personality-type,,,,,,3,,,,,,,,,,
Fe,Ni,,83%,67%,Se,67%,,50%,0%,,,17%,33%,,Ti,50%,https://api.personality-database.com/profile_images/41438.png,Frances Bean Cobain,https://www.personality-database.com/profile/41438/frances-bean-cobain-famous-for-being-famous-mbti-personality-type,,,,,,1,1,,3,,,,,1,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/25840.png,Giorgio A. Tsoukalos,https://www.personality-database.com/profile/25840/giorgio-a-tsoukalos-famous-for-being-famous-mbti-personality-type,,,,4,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,Jack LaLanne,https://www.personality-database.com/profile/20676/jack-lalanne-famous-for-being-famous-mbti-personality-type,,,,,,,,,,,,,,,1,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/37476.png,Jackson Galaxy,https://www.personality-database.com/profile/37476/jackson-galaxy-famous-for-being-famous-mbti-personality-type,2,,,,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,Jared Fogle,https://www.personality-database.com/profile/43604/jared-fogle-famous-for-being-famous-mbti-personality-type,,,,,,,,,,,,,,,2,
Fe,Fi,,100%,100%,Ne,,,50%,0%,,,50%,0%,,Si,50%,https://api.personality-database.com/profile_images/34474.png,Jason Baldwin,https://www.personality-database.com/profile/34474/jason-baldwin-famous-for-being-famous-mbti-personality-type,,,,,,,,,,1,,,1,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/34476.png,"Jesse Misskelley, Jr",https://www.personality-database.com/profile/34476/jesse-misskelley-jr-famous-for-being-famous-mbti-personality-type,,,,,,,,,,,,,,1,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/49506.png,Joe Jackson (manager),https://www.personality-database.com/profile/49506/joe-jackson-manager-famous-for-being-famous-mbti-personality-type,,,,,,,2,,,,,,,,,
Fi,Se,100%,,,Fi,,,0%,0%,,100%,50%,50%,,Ne,50%,https://api.personality-database.com/profile_images/43303.png,John Reid,https://www.personality-database.com/profile/43303/john-reid-famous-for-being-famous-mbti-personality-type,,,,,,1,1,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,"Johnny ""Bananas"" Devenanzio",https://www.personality-database.com/profile/45789/johnny-bananas-devenanzio-famous-for-being-famous-mbti-personality-type,,,,,,,,1,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,86%,100%,14%,86%,,Ni,,https://api.personality-database.com/profile_images/6572.png,Jordyn Woods,https://www.personality-database.com/profile/6572/jordyn-woods-famous-for-being-famous-mbti-personality-type,,,,,,,,,,,,,1,6,,
Se,Fi,,89%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/30209.png,Kat Von D,https://www.personality-database.com/profile/30209/kat-von-d-famous-for-being-famous-mbti-personality-type,,,,,,,,,,,,,,8,,1
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/50493.png,Kid Bengala,https://www.personality-database.com/profile/50493/kid-bengala-famous-for-being-famous-mbti-personality-type,,,,,,,,2,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/49299.png,Kim Ung-Yong,https://www.personality-database.com/profile/49299/kim-ungyong-famous-for-being-famous-mbti-personality-type,,,,,,,,,,,,2,,,,
Fe,Ni,,100%,67%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,Margot Frank,https://www.personality-database.com/profile/25808/margot-frank-famous-for-being-famous-mbti-personality-type,1,,,,,,,,2,,,,,,,
