Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/39958.png,https://www.personality-database.com/profile/39958/albert-aretz-flamingo-online-gamers-game-critics-mbti-personality-type,,2,,,,,,,,,,,,,,
Ne,Ti,,,86%,Fe,,100%,14%,86%,100%,,0%,0%,86%,Si,,https://api.personality-database.com/profile_images/32234.png,https://www.personality-database.com/profile/32234/albert-zheng-boxbox-online-gamers-game-critics-mbti-personality-type,,1,,,,,,,,,,6,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/33530/aleks-marchant-immortalhd-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,,,,,2
Ti,Se,100%,,,Ni,,,0%,33%,100%,67%,0%,67%,100%,Fe,,https://api.personality-database.com/profile_images/32092.png,https://www.personality-database.com/profile/32092/alessandro-marcolino-velberan-online-gamers-game-critics-mbti-personality-type,,,,1,,,,2,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/28099.png,https://www.personality-database.com/profile/28099/alexis-quackity-online-gamers-game-critics-mbti-personality-type,,,,5,,,,,,,,,,,,
Se,Ti,,,61%,Fe,,,0%,4%,91%,96%,9%,87%,83%,Ni,,https://api.personality-database.com/profile_images/12666.png,https://www.personality-database.com/profile/12666/alia-shelesh-sssniperwolf-online-gamers-game-critics-mbti-personality-type,,,,1,1,1,1,5,,,,,,2,,12
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/34600.png,https://www.personality-database.com/profile/34600/andre-rebolo-typical-gamer-online-gamers-game-critics-mbti-personality-type,,,,,,1,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/47150/andrew-mackenzie-werster-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,2,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/43657.png,https://www.personality-database.com/profile/43657/andrey-yanyuk-reynad-online-gamers-game-critics-mbti-personality-type,,,,,,1,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/14797/aparri-online-gamers-game-critics-mbti-personality-type,,,,,,1,,,,,,,,,,
Fi,Ne,57%,57%,,Si,,97%,57%,41%,95%,,0%,3%,,Te,,https://api.personality-database.com/profile_images/14463.png,https://www.personality-database.com/profile/14463/arin-hanson-egoraptor-online-artists-animators-mbti-personality-type,,19,1,1,,,,,,2,1,12,,,,1
Se,Ti,,,70%,Fe,,,0%,10%,100%,90%,0%,90%,100%,Ni,,https://api.personality-database.com/profile_images/28849.png,https://www.personality-database.com/profile/28849/asian-andy-online-gamers-game-critics-mbti-personality-type,,,,,,,,3,,,,1,,,,6
Se,Ne,,,,Fe,,,0%,50%,100%,,0%,50%,100%,Fe,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/39303/asmongold-online-gamers-game-critics-mbti-personality-type,,,,1,,,,,,,,,,,,1
Ne,Fi,,100%,90%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/30582.png,https://www.personality-database.com/profile/30582/austin-hargrave-peanut-butter-gamer-online-gamers-game-critics-mbti-personality-type,,1,,,,,,,,9,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/41733/austin-lockwood-gnoggin-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,1,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/49309/baku-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,,,,,1
Ne,Ne,,,,Fe,,100%,0%,100%,100%,,0%,0%,100%,Fe,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/30353/ben-yahtzee-croshaw-online-gamers-game-critics-mbti-personality-type,,,,1,,,,,,,,1,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/48453/blunder-online-gamers-game-critics-mbti-personality-type,,,,,,1,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/24197.png,https://www.personality-database.com/profile/24197/bobby-scar-online-gamers-game-critics-mbti-personality-type,1,,,,,,,,,,,,,,,
Ti,Ne,94%,,,Si,,88%,6%,81%,100%,,0%,13%,81%,Fe,,https://api.personality-database.com/profile_images/30323.png,https://www.personality-database.com/profile/30323/brittany-venti-online-gamers-game-critics-mbti-personality-type,,,,13,,2,,,,1,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/24199.png,https://www.personality-database.com/profile/24199/brooke-leigh-thorne-presshearttocontinue-dodger-leigh-online-gamers-game-critics-mbti-personality-type,,3,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/32207.png,https://www.personality-database.com/profile/32207/bruce-greene-online-gamers-game-critics-mbti-personality-type,,2,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/34266.png,https://www.personality-database.com/profile/34266/charlie-guzman-dashiexp-online-gamers-game-critics-mbti-personality-type,,4,,,,,,,,,,,,,,
Fi,Ne,83%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/33106.png,https://www.personality-database.com/profile/33106/chris-oneill-oneyng-online-artists-animators-mbti-personality-type,,5,,,,,,,,1,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/43749/chris-smoove-online-gamers-game-critics-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Fi,,86%,100%,Te,,100%,86%,14%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/15631.png,https://www.personality-database.com/profile/15631/cryaotic-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,6,,1,,,,
Ni,Te,100%,,,Fi,100%,,0%,50%,,,50%,0%,100%,Ne,50%,https://api.personality-database.com/profile_images/32089.png,https://www.personality-database.com/profile/32089/davy-jones-gameplayrj-online-gamers-game-critics-mbti-personality-type,,,2,,,,2,,,,,,,,,
Fi,Ne,100%,100%,,Si,,67%,67%,0%,100%,,0%,33%,,Te,,https://api.personality-database.com/profile_images/28662.png,https://www.personality-database.com/profile/28662/dimitri-antonatos-greekgodx-online-gamers-game-critics-mbti-personality-type,,10,,,,5,,,,,,,,,,
Si,Ne,100%,,,Fi,,,13%,38%,,,50%,0%,88%,Ne,50%,https://api.personality-database.com/profile_images/37666.png,https://www.personality-database.com/profile/37666/eduardo-benvenuti-brksedu-online-gamers-game-critics-mbti-personality-type,,1,,3,,,4,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/30144.png,https://www.personality-database.com/profile/30144/elliot-watkins-muselk-online-gamers-game-critics-mbti-personality-type,,1,,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/40888/emile-rosales-chuggaaconroy-online-gamers-game-critics-mbti-personality-type,,3,,,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/15129/erik-phillips-m3rkmus1c-online-gamers-game-critics-mbti-personality-type,,,,,,,,2,,,,,,,,
Ni,Fe,100%,100%,,Ti,60%,93%,93%,0%,,,7%,0%,,Se,,https://api.personality-database.com/profile_images/10879.png,https://www.personality-database.com/profile/10879/erik-range-gronkh-online-gamers-game-critics-mbti-personality-type,8,6,,,1,,,,,,,,,,,
Ti,Ne,86%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/6848.png,https://www.personality-database.com/profile/6848/evan-fong-vanossgaming-online-gamers-game-critics-mbti-personality-type,,,,6,,,,,,,,1,,,,
Ti,Ne,,,50%,Si,,70%,14%,56%,73%,,22%,9%,81%,Fe,,https://api.personality-database.com/profile_images/5471.png,https://www.personality-database.com/profile/5471/felix-kjellberg-pewdiepie-online-vloggers-mbti-personality-type,4,30,1,159,,5,3,5,11,13,6,65,,14,87,12
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/41369/fitmc-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,1,,,,
Ne,Fi,,100%,67%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/48814.png,https://www.personality-database.com/profile/48814/flavia-sayuri-sasa-online-gamers-game-critics-mbti-personality-type,,1,,,,,,,,2,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/38697/flightreacts-online-gamers-game-critics-mbti-personality-type,,,,,,1,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/36320.png,https://www.personality-database.com/profile/36320/forrest-lee-furst-online-gamers-game-critics-mbti-personality-type,,,,,,,,,1,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/41602.png,https://www.personality-database.com/profile/41602/francesco-fraws-miceli-parliamo-di-videogiochi-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,1,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/17668.png,https://www.personality-database.com/profile/17668/gina-darling-online-gamers-game-critics-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Ti,,,82%,Fe,,82%,9%,73%,82%,,18%,0%,91%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/36193/grandayy-online-gamers-game-critics-mbti-personality-type,,1,,1,,,,,,,,7,,,2,
Ti,Se,100%,,,Ni,,,0%,33%,100%,67%,0%,67%,100%,Fe,,https://api.personality-database.com/profile_images/38588.png,https://www.personality-database.com/profile/38588/herschel-guy-beahm-iv-drdisrespect-online-gamers-game-critics-mbti-personality-type,,,,2,,,,4,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/47719/inoob-camper-andrea-grassi-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,1,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/47720/inoob-spawn-giovanni-leveghi-online-gamers-game-critics-mbti-personality-type,,,,,,,,1,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/28444.png,https://www.personality-database.com/profile/28444/jack-brinkman-online-gamers-game-critics-mbti-personality-type,,,,,,,,1,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/28786.png,https://www.personality-database.com/profile/28786/jack-mason-jackfrags-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,1,,,,
Fi,Ne,89%,89%,,Si,,100%,89%,11%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/18558.png,https://www.personality-database.com/profile/18558/jacob-christensen-nakeyjakey-online-gamers-game-critics-mbti-personality-type,,7,,1,,,,,,1,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/42215/jacob-rabon-iv-alpharad-online-gamers-game-critics-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Ne,,,,Si,,100%,50%,50%,100%,,0%,0%,,Si,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/33125/james-caddick-caddicarus-online-gamers-game-critics-mbti-personality-type,,1,,1,,,,,,1,,1,,,,
Ne,Ti,,,97%,Fe,,79%,24%,55%,79%,,21%,0%,55%,Si,,https://api.personality-database.com/profile_images/9256.png,https://www.personality-database.com/profile/9256/james-rolfe-cinemassacre-productions-online-gamers-game-critics-mbti-personality-type,,,,1,,,,,,7,,15,6,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/32208.png,https://www.personality-database.com/profile/32208/james-willems-online-gamers-game-critics-mbti-personality-type,,,,1,,,,,,,,,,,,
Ti,Ne,94%,,,Si,,94%,0%,94%,81%,,0%,6%,100%,Fe,,https://api.personality-database.com/profile_images/27625.png,https://www.personality-database.com/profile/27625/jared-knabenbauer-projared-online-gamers-game-critics-mbti-personality-type,,,3,11,,,,1,,,,1,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/28042.png,https://www.personality-database.com/profile/28042/jared-shaw-thegamersjoint-online-gamers-game-critics-mbti-personality-type,,,,,,1,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/36915/jennifer-brown-gamingwithjen-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,,,2,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/28818.png,https://www.personality-database.com/profile/28818/joel-johansson-vargskelethor-online-gamers-game-critics-mbti-personality-type,,6,,,,,,,,,,,,,,
Te,Ni,,,70%,Se,100%,80%,0%,80%,,,20%,0%,100%,Fi,,https://api.personality-database.com/profile_images/33347.png,https://www.personality-database.com/profile/33347/john-peter-bain-totalbiscuit-online-gamers-game-critics-mbti-personality-type,,,3,,,,,,,,5,,,,2,
Ti,Ne,95%,,,Si,,98%,21%,76%,90%,,0%,2%,76%,Fe,,https://api.personality-database.com/profile_images/14808.png,https://www.personality-database.com/profile/14808/jon-jafari-jontron-online-gamers-game-critics-mbti-personality-type,2,7,2,28,,1,,,,,,2,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/8852.png,https://www.personality-database.com/profile/8852/jonathan-dennis-h2odelirious-online-gamers-game-critics-mbti-personality-type,,2,,,,,,,,,,,,,,
Se,Ti,,,62%,Fe,,,0%,38%,85%,62%,0%,62%,100%,Ni,,https://api.personality-database.com/profile_images/21499.png,https://www.personality-database.com/profile/21499/jordan-maron-captainsparklez-online-gamers-game-critics-mbti-personality-type,,,2,3,,,,,,,,,,,,8
Fi,Ne,100%,89%,,Si,,68%,68%,0%,100%,,0%,32%,,Te,,https://api.personality-database.com/profile_images/16779.png,https://www.personality-database.com/profile/16779/jose-antonio-vargas-angry-joe-online-gamers-game-critics-mbti-personality-type,,13,,,,4,,2,,,,,,,,
Fe,Ni,,100%,75%,Se,75%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/40256/joseph-garrett-stampylongnose-online-gamers-game-critics-mbti-personality-type,,1,,,,,,,3,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/41636.png,https://www.personality-database.com/profile/41636/joshua-tomar-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,,1,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/43601/justin-carmical-jewwario-online-gamers-game-critics-mbti-personality-type,,1,,,,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/18578.png,https://www.personality-database.com/profile/18578/katharina-tyraphine-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,,1,,,
Ne,Ti,,,100%,Fe,,100%,25%,75%,100%,,0%,0%,75%,Si,,https://api.personality-database.com/profile_images/30084.png,https://www.personality-database.com/profile/30084/kayla-sims-lilsimsie-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,1,,3,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/10880.png,https://www.personality-database.com/profile/10880/kevin-dorissen-herr-currywurst-online-gamers-game-critics-mbti-personality-type,,,,,,2,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,25%,75%,100%,,0%,0%,75%,Fe,,https://api.personality-database.com/profile_images/22450.png,https://www.personality-database.com/profile/22450/kevin-oreilly-call-me-kevin-online-gamers-game-critics-mbti-personality-type,,2,,6,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/36542/lasercorn-smosh-online-gamers-game-critics-mbti-personality-type,,,,1,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,75%,0%,75%,75%,,25%,0%,75%,Si,,https://api.personality-database.com/profile_images/7265.png,https://www.personality-database.com/profile/7265/lorenzo-ostuni-favijtv-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,3,1,,,
Ti,Ne,100%,,,Si,,83%,17%,67%,100%,,0%,17%,67%,Fe,,https://api.personality-database.com/profile_images/23411.png,https://www.personality-database.com/profile/23411/matt-watson-online-gamers-game-critics-mbti-personality-type,,1,,4,,1,,,,,,,,,,
Fi,Fi,,100%,,Te,,,33%,0%,100%,67%,0%,67%,,Ni,50%,https://api.personality-database.com/profile_images/18580.png,https://www.personality-database.com/profile/18580/matthew-kowalewski-super-best-friends-play-online-gamers-game-critics-mbti-personality-type,,2,,,,1,,,,,,,,3,,
Ti,Ne,77%,,,Si,,99%,22%,77%,97%,,0%,1%,77%,Fe,,https://api.personality-database.com/profile_images/6130.png,https://www.personality-database.com/profile/6130/matthew-patrick-matpat-online-gamers-game-critics-mbti-personality-type,,4,,49,,,,,2,9,,4,,1,,
Fi,Se,100%,100%,,Ni,,,25%,0%,100%,75%,0%,75%,,Te,,https://api.personality-database.com/profile_images/32712.png,https://www.personality-database.com/profile/32712/maurice-barnett-blastphamoushd-online-gamers-game-critics-mbti-personality-type,,1,,,,3,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/39408.png,https://www.personality-database.com/profile/39408/max-lundgren-maximilianmus-online-gamers-game-critics-mbti-personality-type,,,,2,,,,,,,,,,,,
Fi,Ne,100%,67%,,Si,,100%,67%,33%,94%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/10297.png,https://www.personality-database.com/profile/10297/max-stanley-maxmoefoe-online-comedians-mbti-personality-type,,12,1,5,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/36144/maximilian-christiansen-maximilian-dood-online-gamers-game-critics-mbti-personality-type,,,,,,2,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/28852.png,https://www.personality-database.com/profile/28852/mexican-andy-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,,,,,1
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/41731/michael-groth-mandjtv-online-gamers-game-critics-mbti-personality-type,,2,,,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/22972.png,https://www.personality-database.com/profile/22972/michael-jones-online-gamers-game-critics-mbti-personality-type,,,,,,1,,,,,,,,,,
Ne,Ti,,,75%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/26188.png,https://www.personality-database.com/profile/26188/michael-lucas-bijuu-mike-online-gamers-game-critics-mbti-personality-type,,,,1,,,,,,,,3,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/41598.png,https://www.personality-database.com/profile/41598/michele-poggi-sabaku-no-maiku-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,1,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/36940/mike-matei-online-gamers-game-critics-mbti-personality-type,,,,,,2,,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/32502.png,https://www.personality-database.com/profile/32502/nathan-s-thenathanns-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,1,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/34372.png,https://www.personality-database.com/profile/34372/nick-theasmrnerd-online-asmr-artists-mbti-personality-type,,,,,,,,,,,,2,,,,
Fe,Ni,,86%,57%,Se,79%,86%,86%,0%,,,0%,14%,,Ti,,https://api.personality-database.com/profile_images/16763.png,https://www.personality-database.com/profile/16763/nilce-moretto-online-vloggers-mbti-personality-type,3,1,,,,,,2,8,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,67%,Fe,,https://api.personality-database.com/profile_images/33883.png,https://www.personality-database.com/profile/33883/ouz-sasi-online-gamers-game-critics-mbti-personality-type,,,,,,1,,2,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,,50%,0%,,,50%,0%,,Ne,50%,https://api.personality-database.com/profile_images/34584.png,https://www.personality-database.com/profile/34584/paige-peach-saliva-online-gamers-game-critics-mbti-personality-type,1,,,,1,,,,,,,,,,,
Ti,Ne,75%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/18579.png,https://www.personality-database.com/profile/18579/patrick-boivin-super-best-friends-play-online-gamers-game-critics-mbti-personality-type,,,,3,,,,,,,,1,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/36916/patrick-brown-popularmmos-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,,,,,2
Ne,Ti,,,100%,Fe,,67%,0%,67%,100%,,0%,33%,100%,Si,,https://api.personality-database.com/profile_images/42988.png,https://www.personality-database.com/profile/42988/plague-of-gripes-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,2,,,,1
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/48464/pokeaimmd-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,,,,,1
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/41645.png,https://www.personality-database.com/profile/41645/quill18-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,1,,,,
Ti,Ne,90%,,,Si,,100%,5%,95%,100%,,0%,0%,95%,Fe,,https://api.personality-database.com/profile_images/14115.png,https://www.personality-database.com/profile/14115/rafael-lange-cellbit-online-gamers-game-critics-mbti-personality-type,,1,,18,,,,,,,,2,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/40112.png,https://www.personality-database.com/profile/40112/rauski-online-gamers-game-critics-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/42408/reese-wheeler-lucahjin-online-gamers-game-critics-mbti-personality-type,,,,,,1,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/24834.png,https://www.personality-database.com/profile/24834/reptilelegit-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,1,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/46232/ricardo-sousa-zorlakoka-online-gamers-game-critics-mbti-personality-type,,,1,,,,,,,,,,,,,
Fi,Ne,100%,100%,,Ni,,,50%,0%,100%,,0%,50%,,Te,50%,https://api.personality-database.com/profile_images/26769.png,https://www.personality-database.com/profile/26769/robert-jay-perez-kubz-scouts-online-gamers-game-critics-mbti-personality-type,,2,,,,2,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/34759.png,https://www.personality-database.com/profile/34759/saqib-zahid-lirik-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,,,,,,1
Ni,Fe,98%,93%,,Ti,83%,71%,69%,2%,,,22%,7%,,Se,,https://api.personality-database.com/profile_images/1929.png,https://www.personality-database.com/profile/1929/sen-mcloughlin-jacksepticeye-online-gamers-game-critics-mbti-personality-type,36,5,,1,13,1,,2,,,,,,,,1
Ne,Ti,,,100%,Fe,,100%,0%,100%,80%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/35920.png,https://www.personality-database.com/profile/35920/seth-hendrickson-sethbling-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,1,4,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/40279/shadypenguinn-online-gamers-game-critics-mbti-personality-type,,1,,,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/32500.png,https://www.personality-database.com/profile/32500/simon-swegta-online-gamers-game-critics-mbti-personality-type,,,1,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/35365/skeppy-online-gamers-game-critics-mbti-personality-type,,,,4,,,,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/36543/sohinki-smosh-online-gamers-game-critics-mbti-personality-type,,,,,,,,,,,1,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/41208.png,https://www.personality-database.com/profile/41208/sophie-valkyrieaurora-online-gamers-game-critics-mbti-personality-type,,2,,,,,,,,,,,,,,
