Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/18046/gary-cahill-football-soccer-mbti-personality-type,,,,,,,,4,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,25%,,75%,75%,0%,100%,Ne,,https://api.personality-database.com/profile_images/39363.png,https://www.personality-database.com/profile/39363/gennaro-gattuso-football-soccer-mbti-personality-type,,,1,,,,3,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/50037.png,https://www.personality-database.com/profile/50037/george-best-football-soccer-mbti-personality-type,,,,,,,,2,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,25%,100%,75%,0%,75%,100%,Fe,,https://api.personality-database.com/profile_images/15382.png,https://www.personality-database.com/profile/15382/gerard-piqu-football-soccer-mbti-personality-type,,,,5,,,,15,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/47657.png,https://www.personality-database.com/profile/47657/gerd-mller-football-soccer-mbti-personality-type,,,,,,,,,,,,,,,1,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/13357/harry-kane-football-soccer-mbti-personality-type,,,,,,,,,5,,,,,,,
Ti,Se,80%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/29509/hope-solo-football-soccer-mbti-personality-type,,,,,,,,4,,,,,,,,1
Si,Se,67%,,,Fi,67%,,0%,0%,,100%,67%,33%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/18045/james-milner-football-soccer-mbti-personality-type,,,,,,,1,1,,,,,,,1,
Fe,Si,,100%,100%,Ne,75%,,25%,0%,,75%,50%,25%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/8824/james-rodrguez-football-soccer-mbti-personality-type,,,,,,,,,1,,,,2,1,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/27764/jan-oblak-football-soccer-mbti-personality-type,,,,,,,,,,,,,,,,1
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/45072/joo-flix-football-soccer-mbti-personality-type,,,,,,,,,,,,,,1,,
Ni,Te,100%,,,Fi,79%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/6495.png,https://www.personality-database.com/profile/6495/johan-cruijff-football-soccer-mbti-personality-type,,,11,3,,,,,,,,,,,,
Si,Fe,100%,75%,,Ti,88%,,25%,0%,,75%,63%,13%,,Ne,,https://api.personality-database.com/profile_images/6609.png,https://www.personality-database.com/profile/6609/john-terry-football-soccer-mbti-personality-type,2,,,,4,,1,1,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,,50%,0%,,,50%,0%,,Ne,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/18062/jordan-henderson-football-soccer-mbti-personality-type,1,,,,1,,,,,,,,,,,
Te,Ni,,,100%,Se,94%,94%,13%,81%,,,6%,0%,88%,Fi,,https://api.personality-database.com/profile_images/10795.png,https://www.personality-database.com/profile/10795/josep-guardiola-football-soccer-mbti-personality-type,,,,,,,,,2,,12,1,,,1,
Fi,Ne,96%,87%,,Si,,91%,87%,4%,78%,,9%,0%,,Te,,https://api.personality-database.com/profile_images/2861.png,https://www.personality-database.com/profile/2861/jurgen-klopp-football-soccer-mbti-personality-type,3,17,,1,,,1,,,,,,,,1,
Fe,Si,,80%,100%,Ne,80%,,0%,0%,,100%,80%,20%,,Ti,,https://api.personality-database.com/profile_images/47461.png,https://www.personality-database.com/profile/47461/kak-football-soccer-mbti-personality-type,,,,,,,,,,,,,3,1,1,
Se,Si,,,100%,Fe,,,0%,0%,,100%,50%,50%,100%,Fi,50%,https://api.personality-database.com/profile_images/20365.png,https://www.personality-database.com/profile/20365/kostas-mitroglou-football-soccer-mbti-personality-type,,,,,,,,,,,,,,,1,1
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/35558.png,https://www.personality-database.com/profile/35558/man-garrincha-football-soccer-mbti-personality-type,,,,,,3,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,10%,,90%,90%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/6749/manuel-neuer-football-soccer-mbti-personality-type,,,,,,,,,,,1,,,,9,
Se,Fi,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,,Ni,50%,https://api.personality-database.com/profile_images/49202.png,https://www.personality-database.com/profile/49202/marcelinho-carioca-football-soccer-mbti-personality-type,,,,,,,,,,,,,,1,,1
Te,Ne,,,,Se,,100%,0%,100%,,,0%,0%,100%,Fe,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/49069/marcelo-bielsa-football-soccer-mbti-personality-type,,,,1,,,,,,,1,,,,,
Ti,Se,100%,,,Ni,,,0%,33%,100%,67%,0%,67%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/40391/mario-balotelli-football-soccer-mbti-personality-type,,,,1,,,,2,,,,,,,,
Fe,Fi,,100%,100%,Se,,,50%,0%,,,0%,50%,,Ni,50%,https://api.personality-database.com/profile_images/24554.png,https://www.personality-database.com/profile/24554/mario-gtze-football-soccer-mbti-personality-type,,,,,,,,,1,,,,,1,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/40258/marta-football-soccer-mbti-personality-type,,,,,,,,,,,,,1,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/18056.png,https://www.personality-database.com/profile/18056/mats-hummels-football-soccer-mbti-personality-type,1,,,,,,,,,,,,,,,
Fi,Ne,100%,67%,,Si,,67%,67%,0%,100%,,0%,33%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/41229/megan-rapinoe-football-soccer-mbti-personality-type,,2,,,,,,1,,,,,,,,
Ne,Fi,,100%,,Te,,,50%,0%,75%,,25%,25%,,Si,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/38880/mesut-zil-football-soccer-mbti-personality-type,,,,,1,1,,,,2,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/13527/mohammad-abu-traikah-football-soccer-mbti-personality-type,2,,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/42232.png,https://www.personality-database.com/profile/42232/ngolo-kant-football-soccer-mbti-personality-type,,,,,,,,,,1,,,,,,
Fe,Si,,67%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/6493.png,https://www.personality-database.com/profile/6493/paolo-maldini-football-soccer-mbti-personality-type,,,,,,,,,,,,,2,,1,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/38879.png,https://www.personality-database.com/profile/38879/paul-pogba-football-soccer-mbti-personality-type,,,,,,2,,,,,,,,,,
Te,Si,,,100%,Ne,67%,,0%,33%,,67%,67%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/20416/paul-scholes-football-soccer-mbti-personality-type,,,,,,,,,,,,1,,,2,
Fe,Ni,,,,Ni,,,50%,0%,,,0%,50%,,Fe,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/46890/paul-the-octopus-football-soccer-mbti-personality-type,,,,,,,,1,1,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/48588.png,https://www.personality-database.com/profile/48588/paulo-czar-caju-football-soccer-mbti-personality-type,,,,,,,,,,,2,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/11083.png,https://www.personality-database.com/profile/11083/peter-schmeichel-football-soccer-mbti-personality-type,,,,,,,1,,,,,,,,,
Te,Ni,,,100%,Ne,100%,,0%,50%,,,50%,0%,100%,Fi,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/18053/philipp-lahm-football-soccer-mbti-personality-type,,,,,,,,,,,2,,,,2,
Si,Se,100%,,,Fi,,,0%,0%,,100%,50%,50%,100%,Fe,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/49203/renato-gacho-football-soccer-mbti-personality-type,,,,,,,1,1,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/49179/ren-higuita-football-soccer-mbti-personality-type,,,,,,2,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/38878/riyad-mahrez-football-soccer-mbti-personality-type,,,,,,,,,,,,,,1,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/49126/roberto-dinamite-football-soccer-mbti-personality-type,,,,,1,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,14%,100%,86%,0%,86%,100%,Fe,,https://api.personality-database.com/profile_images/48587.png,https://www.personality-database.com/profile/48587/romrio-football-soccer-mbti-personality-type,,,,1,,,,6,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/35368/sebastian-eriksson-football-soccer-mbti-personality-type,,,,,,,1,,,,,,,,,
Fi,Se,100%,87%,,Ni,,,39%,3%,97%,58%,3%,55%,,Te,,https://api.personality-database.com/profile_images/15255.png,https://www.personality-database.com/profile/15255/sergio-ramos-football-soccer-mbti-personality-type,,12,,1,1,14,,3,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,88%,Fe,,https://api.personality-database.com/profile_images/8823.png,https://www.personality-database.com/profile/8823/thomas-mller-football-soccer-mbti-personality-type,,,,,,1,,7,,,,,,,,
Fe,Ni,,75%,,Se,100%,100%,75%,25%,,,0%,0%,,Se,50%,https://api.personality-database.com/profile_images/32735.png,https://www.personality-database.com/profile/32735/tite-football-soccer-mbti-personality-type,1,,1,,,,,,2,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/36829/tony-cascarino-football-soccer-mbti-personality-type,,,,,,,,,,1,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/48584.png,https://www.personality-database.com/profile/48584/tuffy-neugen-football-soccer-mbti-personality-type,,,1,,,,,,,,,,,,,
Fi,Fe,100%,100%,,Ni,,,0%,0%,,100%,50%,50%,,Ne,50%,https://api.personality-database.com/profile_images/49210.png,https://www.personality-database.com/profile/49210/vampeta-football-soccer-mbti-personality-type,,,,,1,1,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,,0%,50%,,,50%,0%,100%,Ne,50%,https://api.personality-database.com/profile_images/48583.png,https://www.personality-database.com/profile/48583/wanderley-luxemburgo-football-soccer-mbti-personality-type,,,1,,,,1,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,64%,100%,36%,64%,93%,Ni,,https://api.personality-database.com/profile_images/381.png,https://www.personality-database.com/profile/381/wayne-rooney-football-soccer-mbti-personality-type,,,,,,,,,,,,,,1,5,8
Te,Si,,,67%,Ne,100%,,0%,42%,,58%,58%,0%,100%,Fi,,https://api.personality-database.com/profile_images/6501.png,https://www.personality-database.com/profile/6501/xavi-hernndez-football-soccer-mbti-personality-type,,,4,,,,,,,,1,,,,7,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/49209.png,https://www.personality-database.com/profile/49209/z-elias-football-soccer-mbti-personality-type,,,,,,,,,,,,2,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/48441/zico-football-soccer-mbti-personality-type,,,,,,,,,,,,,1,,,
Fi,Se,95%,86%,,Ni,,,0%,5%,90%,95%,5%,90%,,Te,,https://api.personality-database.com/profile_images/391.png,https://www.personality-database.com/profile/391/serena-williams-tennis-mbti-personality-type,,,1,,,17,1,1,,,,,,1,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/9892.png,https://www.personality-database.com/profile/9892/ana-ivanovic-tennis-mbti-personality-type,,,,,,,,,,,,,,1,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/393.png,https://www.personality-database.com/profile/393/andre-agassi-tennis-mbti-personality-type,,,,,,,,6,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,80%,100%,20%,80%,80%,Ni,,https://api.personality-database.com/profile_images/23444.png,https://www.personality-database.com/profile/23444/andy-murray-tennis-mbti-personality-type,,,,,,,,,,,,,1,1,1,7
Ni,Te,75%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/32223/billie-jean-king-tennis-mbti-personality-type,,,3,,,,,,,,1,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/9891.png,https://www.personality-database.com/profile/9891/boris-becker-tennis-mbti-personality-type,,,,,,,,1,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/9889.png,https://www.personality-database.com/profile/9889/caroline-wozniacki-tennis-mbti-personality-type,,,,1,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/20101/chris-evert-tennis-mbti-personality-type,,,,,,,,,,,,,,,2,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/26107.png,https://www.personality-database.com/profile/26107/diego-schwartzman-tennis-mbti-personality-type,,,,,,1,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/26092/fabio-fognini-tennis-mbti-personality-type,,,,,,1,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/9887.png,https://www.personality-database.com/profile/9887/goran-ivanievi-tennis-mbti-personality-type,,,,,,,,,,,,,,,,2
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/34384.png,https://www.personality-database.com/profile/34384/guillermo-vilas-tennis-mbti-personality-type,,,,,,,,,,,,1,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/48626.png,https://www.personality-database.com/profile/48626/gustavo-kuerten-guga-tennis-mbti-personality-type,,,,,,,,,,,,,,1,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/26082/john-isner-tennis-mbti-personality-type,,,,1,,,,,,,,,,,,
Fi,Se,86%,71%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/392.png,https://www.personality-database.com/profile/392/john-mcenroe-tennis-mbti-personality-type,,,,,,5,,1,,,,,,,,1
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/26072/juan-martn-del-potro-tennis-mbti-personality-type,,,,,,,,,,,,,,1,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/26077/kei-nishikori-tennis-mbti-personality-type,,,,,,,,,,,,,,1,,
Fe,Si,,86%,86%,Ne,86%,,0%,14%,,86%,86%,0%,,Ti,,https://api.personality-database.com/profile_images/8825.png,https://www.personality-database.com/profile/8825/maria-sharapova-tennis-mbti-personality-type,,,,1,,,,,,,,,6,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/26083/marin-ili-tennis-mbti-personality-type,,,,,,,,,,,,,,,,1
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/9883.png,https://www.personality-database.com/profile/9883/monica-seles-tennis-mbti-personality-type,,,,,,,,,,,,,,,,1
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/9888.png,https://www.personality-database.com/profile/9888/patrick-rafter-tennis-mbti-personality-type,,,,,,,,,,,,,,,,1
Ti,Ne,67%,,,Si,,67%,0%,67%,100%,,0%,33%,100%,Fe,,https://api.personality-database.com/profile_images/9890.png,https://www.personality-database.com/profile/9890/pete-sampras-tennis-mbti-personality-type,,,,2,,,,,,,,,,,,1
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/26070/petra-kvitov-tennis-mbti-personality-type,,,,,,,,,,,,,,,,1
Ne,Fi,,100%,100%,Te,,,50%,0%,100%,,0%,50%,,Ni,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/26071/simona-halep-tennis-mbti-personality-type,,,,,,,,,,1,,,,1,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/26073/sloane-stephens-tennis-mbti-personality-type,,,,,,,,,,,,,,1,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/9882.png,https://www.personality-database.com/profile/9882/stefan-edberg-tennis-mbti-personality-type,,,,,,,,,,,,,,1,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/26086/stefanos-tsitsipas-tennis-mbti-personality-type,,,,,,,,,,,,,,,1,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/9884.png,https://www.personality-database.com/profile/9884/steffi-graf-tennis-mbti-personality-type,,,,,,,,,,,,,,,,2
Ti,Se,67%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/8826/victoria-azarenka-tennis-mbti-personality-type,,,,,,,,2,,,,,,,,1
Ti,Se,92%,,,Ni,,,0%,0%,92%,100%,8%,92%,69%,Fe,,https://api.personality-database.com/profile_images/377.png,https://www.personality-database.com/profile/377/alex-rodriguez-arod-baseball-mbti-personality-type,,,,,1,2,,9,,,,,,1,,
Ti,Se,100%,,,Ni,,,0%,20%,100%,80%,0%,80%,100%,Fe,,https://api.personality-database.com/profile_images/6611.png,https://www.personality-database.com/profile/6611/babe-ruth-baseball-mbti-personality-type,,,,2,,,,8,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/378.png,https://www.personality-database.com/profile/378/barry-bonds-baseball-mbti-personality-type,,,,,,,,,,,,,,,,8
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/10143.png,https://www.personality-database.com/profile/10143/bryce-harper-baseball-mbti-personality-type,,,,,,,,3,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/10140.png,https://www.personality-database.com/profile/10140/carlton-fisk-baseball-mbti-personality-type,,,2,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,67%,,0%,0%,,100%,67%,33%,,Ne,,https://api.personality-database.com/profile_images/5369.png,https://www.personality-database.com/profile/5369/clayton-kershaw-baseball-mbti-personality-type,,,,,2,1,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/380.png,https://www.personality-database.com/profile/380/curt-schilling-baseball-mbti-personality-type,,,,,,,7,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/18527.png,https://www.personality-database.com/profile/18527/david-ortiz-big-papi-baseball-mbti-personality-type,,,,,,6,,,,,,,,,,
Ti,Se,,,,Ni,,,10%,0%,60%,90%,40%,50%,90%,Fe,50%,https://api.personality-database.com/profile_images/376.png,https://www.personality-database.com/profile/376/derek-jeter-baseball-mbti-personality-type,,,,,,,,5,,1,,,,,4,
