Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/46407/le-snob-internet-memes-mbti-personality-type,,,,,,,,,,,1,,,,,
Ti,Ne,100%,,,Si,,94%,13%,81%,100%,,0%,6%,81%,Fe,,https://api.personality-database.com/profile_images/34228.png,https://www.personality-database.com/profile/34228/lenny-internet-memes-mbti-personality-type,,2,,13,,1,,,,,,,,,,
Te,Ni,,,92%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/42293.png,https://www.personality-database.com/profile/42293/me-an-intellectual-internet-memes-mbti-personality-type,,,1,,,,,,,,12,,,,,
Fi,Ne,63%,,,Si,,88%,50%,38%,100%,,0%,13%,,Te,50%,https://api.personality-database.com/profile_images/34168.png,https://www.personality-database.com/profile/34168/meme-man-internet-memes-mbti-personality-type,,4,,1,,,,,,,,2,,,,1
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/34219.png,https://www.personality-database.com/profile/34219/meme-man-jr-internet-memes-mbti-personality-type,1,,,,,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/50066/meperd0n-as-internet-memes-mbti-personality-type,,,,,,,,,,,,,,1,,
Ne,Ti,,,100%,Fe,,,0%,50%,100%,,0%,50%,100%,Ni,50%,https://api.personality-database.com/profile_images/46993.png,https://www.personality-database.com/profile/46993/minecraft-awesome-parodys-internet-memes-mbti-personality-type,,,,,,,,,,,,1,,,,1
Si,Te,71%,,,Fi,,,14%,0%,57%,86%,43%,43%,71%,Ne,,https://api.personality-database.com/profile_images/46301.png,https://www.personality-database.com/profile/46301/mini-keanu-reeves-internet-memes-mbti-personality-type,,,,,,,3,2,,1,,,,1,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/46410/misunderstood-slenderman-internet-memes-mbti-personality-type,,,,,,,,,,2,,,,,,
Ni,Te,100%,,,Fi,75%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/46444.png,https://www.personality-database.com/profile/46444/modern-problems-require-modern-solutions-internet-memes-mbti-personality-type,,,6,2,,,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/34229.png,https://www.personality-database.com/profile/34229/moon-man-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,,4
Te,Ni,,,100%,Se,60%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/34126.png,https://www.personality-database.com/profile/34126/mr-bubz-internet-memes-mbti-personality-type,,,,,,,,,,,3,2,,,,
Ti,Ne,60%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/34169.png,https://www.personality-database.com/profile/34169/mr-orange-internet-memes-mbti-personality-type,,,,3,,,,,,,,2,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,83%,Ni,,https://api.personality-database.com/profile_images/38626.png,https://www.personality-database.com/profile/38626/mr-skeltal-doot-doot-internet-memes-mbti-personality-type,,,,,,,,,,,,,,1,,5
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/46990/my-girlfriend-from-another-school-internet-memes-mbti-personality-type,,,1,,,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/34220.png,https://www.personality-database.com/profile/34220/mystery-kid-internet-memes-mbti-personality-type,,,,,,,,,1,,,,,,,
Ne,Fi,,,100%,Ne,,,50%,0%,,,50%,0%,,Fi,50%,https://api.personality-database.com/profile_images/48696.png,https://www.personality-database.com/profile/48696/nissim-ourfali-internet-memes-mbti-personality-type,,,,,,,,,,1,,,,,1,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/41547.png,https://www.personality-database.com/profile/41547/no-anime-penguin-internet-memes-mbti-personality-type,,,,,,,8,,,,,,,,,
Ni,Te,100%,,,Fi,100%,67%,0%,67%,,,33%,0%,100%,Se,,https://api.personality-database.com/profile_images/41941.png,https://www.personality-database.com/profile/41941/not-bad-obama-internet-memes-mbti-personality-type,,,2,,,,1,,,,,,,,,
Ni,Te,100%,,,Fi,100%,71%,0%,71%,,,29%,0%,100%,Se,,https://api.personality-database.com/profile_images/42473.png,https://www.personality-database.com/profile/42473/not-funny-didnt-laugh-internet-memes-mbti-personality-type,,,5,,,,2,,,,,,,,,
Fe,Si,,86%,100%,Ne,95%,,5%,10%,,86%,86%,0%,,Ti,,https://api.personality-database.com/profile_images/34047.png,https://www.personality-database.com/profile/34047/npc-wojak-internet-memes-mbti-personality-type,,,,,,,,,,1,2,,17,,1,
Fi,Ne,100%,100%,,Si,,94%,94%,0%,100%,,0%,6%,,Te,,https://api.personality-database.com/profile_images/40187.png,https://www.personality-database.com/profile/40187/nyan-cat-internet-memes-mbti-personality-type,,15,,,,1,,,,,,,,,,
Fi,Ne,75%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/34101.png,https://www.personality-database.com/profile/34101/nyannyan-cosplay-internet-memes-mbti-personality-type,,6,,,,,,,,2,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/41128.png,https://www.personality-database.com/profile/41128/obunga-internet-memes-mbti-personality-type,,,1,,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46325/officer-earl-running-internet-memes-mbti-personality-type,,,,,,,,1,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/46405/oh-god-why-internet-memes-mbti-personality-type,,,,,,,,,,,1,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/42472.png,https://www.personality-database.com/profile/42472/oh-my-god-he-has-airpods-in-he-cant-hear-us-internet-memes-mbti-personality-type,,,,,,,,,,,,,3,,,
Fi,Se,100%,75%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/46311/okay-this-is-epic-internet-memes-mbti-personality-type,,,,,,3,,1,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/34227.png,https://www.personality-database.com/profile/34227/oof-internet-memes-mbti-personality-type,,,,,,5,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/34856.png,https://www.personality-database.com/profile/34856/overly-attached-girlfriend-internet-memes-mbti-personality-type,,,,,21,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46406/overly-manly-man-internet-memes-mbti-personality-type,,,,,,,,1,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/46420/pedobear-internet-memes-mbti-personality-type,,,,,,,,,,1,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/46464/people-who-internet-memes-mbti-personality-type,1,,,,,,,,,,,,,,,
Ti,Ne,81%,,,Si,,95%,25%,70%,97%,,3%,2%,70%,Fe,,https://api.personality-database.com/profile_images/16918.png,https://www.personality-database.com/profile/16918/pepe-internet-memes-mbti-personality-type,,11,,39,,1,,,,5,,5,2,,,
Te,Ni,,,100%,Se,100%,89%,0%,89%,,,11%,0%,100%,Fi,,https://api.personality-database.com/profile_images/41154.png,https://www.personality-database.com/profile/41154/perfectly-balanced-as-all-things-should-be-internet-memes-mbti-personality-type,,,,,,,,,,,8,,,,1,
Ne,Fi,,75%,100%,Ne,,,50%,0%,,,50%,0%,,Si,50%,https://api.personality-database.com/profile_images/46456.png,https://www.personality-database.com/profile/46456/peter-parker-reading-a-book-internet-memes-mbti-personality-type,,,,,,,,,,2,,,1,,1,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/35051.png,https://www.personality-database.com/profile/35051/pioter-nosacz-internet-memes-mbti-personality-type,,,,,,,,,,1,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/46400/poker-face-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,1,
Fe,Si,,100%,67%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/41610.png,https://www.personality-database.com/profile/41610/press-f-to-pay-respects-internet-memes-mbti-personality-type,,,,,1,,,,,,,,2,,,
Ti,Ne,83%,,,Si,,100%,17%,83%,100%,,0%,0%,83%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46366/press-x-to-doubt-internet-memes-mbti-personality-type,,,,5,,,,,,1,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/48948/pro-gamer-move-internet-memes-mbti-personality-type,,,,1,,,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/46447/professionals-have-standards-internet-memes-mbti-personality-type,,,,,,,1,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/45149.png,https://www.personality-database.com/profile/45149/ptsd-clarinet-boy-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,2,
Ti,Ne,100%,,,Si,,78%,0%,78%,100%,,0%,22%,100%,Fe,,https://api.personality-database.com/profile_images/41150.png,https://www.personality-database.com/profile/41150/rdankmemes-internet-memes-mbti-personality-type,,,,7,,,,2,,,,,,,,
Ti,Ne,100%,,,Si,,85%,0%,85%,85%,,15%,0%,85%,Fe,,https://api.personality-database.com/profile_images/41131.png,https://www.personality-database.com/profile/41131/rickroll-internet-memes-mbti-personality-type,,,,11,2,,,,,,,,,,,
Ne,Ti,,,86%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/39812.png,https://www.personality-database.com/profile/39812/roll-safe-internet-memes-mbti-personality-type,,,,1,,,,,,,,6,,,,
Ni,Fe,100%,100%,,Ti,100%,71%,71%,0%,,,29%,0%,,Se,,https://api.personality-database.com/profile_images/39237.png,https://www.personality-database.com/profile/39237/ryan-creamer-internet-memes-mbti-personality-type,5,,,,2,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/45146.png,https://www.personality-database.com/profile/45146/sad-keanu-internet-memes-mbti-personality-type,,,,,,,,,,8,,,,,,
Si,Te,100%,,,Fi,100%,,0%,40%,,60%,60%,0%,100%,Ne,,https://api.personality-database.com/profile_images/42833.png,https://www.personality-database.com/profile/42833/sand-guardian-internet-memes-mbti-personality-type,,,2,,,,3,,,,,,,,,
Ne,Fi,,100%,100%,Te,,,50%,0%,100%,,0%,50%,,Ni,50%,https://api.personality-database.com/profile_images/39864.png,https://www.personality-database.com/profile/39864/sanic-hegehog-internet-memes-mbti-personality-type,,,,,,,,,,1,,,,1,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/42480.png,https://www.personality-database.com/profile/42480/sbeve-internet-memes-mbti-personality-type,,,,,,,,,,,,4,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/45142.png,https://www.personality-database.com/profile/45142/scumbag-steve-internet-memes-mbti-personality-type,,,,,,,,3,,,,,,,,
Ti,Ne,100%,,,Si,,83%,0%,83%,100%,,0%,17%,100%,Fe,,https://api.personality-database.com/profile_images/42319.png,https://www.personality-database.com/profile/42319/skidaddle-skidoodle-your-dick-is-now-a-noodle-internet-memes-mbti-personality-type,,,,5,,,,1,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/39808.png,https://www.personality-database.com/profile/39808/socially-awesome-awkward-penguin-internet-memes-mbti-personality-type,,,,,,,,,,,,6,,,,
Ti,Se,57%,,,Ni,,,0%,0%,100%,100%,0%,100%,86%,Fe,,https://api.personality-database.com/profile_images/34057.png,https://www.personality-database.com/profile/34057/spoderman-internet-memes-mbti-personality-type,,,,,,,,4,,,,,,1,,2
Fi,Ne,100%,,,Ni,,,0%,50%,100%,,0%,50%,,Fe,50%,https://api.personality-database.com/profile_images/46991.png,https://www.personality-database.com/profile/46991/spooky-scary-skeletons-internet-memes-mbti-personality-type,,,,1,,1,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/42295.png,https://www.personality-database.com/profile/42295/squidward-dab-internet-memes-mbti-personality-type,,,,,,,,2,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,86%,100%,14%,86%,,Te,,https://api.personality-database.com/profile_images/42252.png,https://www.personality-database.com/profile/42252/stacy-internet-memes-mbti-personality-type,,,,,2,12,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/46385/steve-harvey-mood-change-internet-memes-mbti-personality-type,,1,,,,,,,,,,,,,,
Ni,Te,100%,,,Fi,82%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/42788.png,https://www.personality-database.com/profile/42788/stonks-internet-memes-mbti-personality-type,,,9,2,,,,,,,,,,,,
Te,Si,,,71%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/42755.png,https://www.personality-database.com/profile/42755/stop-right-there-criminal-scum-internet-memes-mbti-personality-type,,,,,,,2,,,,,,,,5,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46302/storm-area-51-internet-memes-mbti-personality-type,,,,4,,,,,,,,,,,,
Ni,Te,100%,,,Fi,83%,83%,0%,83%,,,0%,17%,100%,Se,,https://api.personality-database.com/profile_images/39811.png,https://www.personality-database.com/profile/39811/success-kid-internet-memes-mbti-personality-type,,,5,,,,,1,,,,,,,,
Se,Se,,,,Fe,,,0%,0%,100%,100%,0%,100%,83%,Ni,50%,https://api.personality-database.com/profile_images/34120.png,https://www.personality-database.com/profile/34120/supa-hot-fire-internet-memes-mbti-personality-type,,,,,,1,,2,,,,,,,,3
Fi,Se,73%,87%,,Ni,,,13%,0%,87%,87%,13%,73%,,Te,,https://api.personality-database.com/profile_images/34357.png,https://www.personality-database.com/profile/34357/surprised-pikachu-internet-memes-mbti-personality-type,,2,,,,7,2,,,,,,,4,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/46452/suspicious-spongebob-internet-memes-mbti-personality-type,,,,,,,,,1,,,,,,,
Ti,Ne,100%,,,Si,,100%,38%,63%,100%,,0%,0%,63%,Fe,,https://api.personality-database.com/profile_images/44219.png,https://www.personality-database.com/profile/44219/sven-pewdiepies-minecraft-dog-internet-memes-mbti-personality-type,,3,,5,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/41427/symbol-of-chaos-internet-memes-mbti-personality-type,,,,1,,,,,,,,,,,,
Ti,Ne,75%,,,Si,,75%,0%,75%,75%,,25%,0%,100%,Fe,,https://api.personality-database.com/profile_images/46310.png,https://www.personality-database.com/profile/46310/tpose-internet-memes-mbti-personality-type,,,,3,,,,,,,,,,,1,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/46415/take-my-money-internet-memes-mbti-personality-type,,,,,1,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/46424/thanos-completes-the-gauntlet-internet-memes-mbti-personality-type,,,1,,,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/42481.png,https://www.personality-database.com/profile/42481/that-wasnt-very-cash-money-of-you-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,1,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/42478.png,https://www.personality-database.com/profile/42478/thats-how-mafia-works-internet-memes-mbti-personality-type,,,,,,,,3,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,75%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/44950/the-guy-she-told-you-not-to-worry-about-internet-memes-mbti-personality-type,,,,,,1,,3,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/34119.png,https://www.personality-database.com/profile/34119/the-milkman-internet-memes-mbti-personality-type,,1,,,,,,,,,,,,,,
Ni,Te,80%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/39863.png,https://www.personality-database.com/profile/39863/thelegend27-internet-memes-mbti-personality-type,,,4,,,,,,,,1,,,,,
Ni,Fe,67%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/46468.png,https://www.personality-database.com/profile/46468/they-had-us-in-the-first-half-not-gonna-lie-internet-memes-mbti-personality-type,2,,,,,,,,1,,,,,,,
Se,Ti,,,100%,Fe,,,0%,33%,100%,67%,0%,67%,100%,Ni,,https://api.personality-database.com/profile_images/42822.png,https://www.personality-database.com/profile/42822/thog-dont-caare-internet-memes-mbti-personality-type,,,,,,,,,,,,1,,,,2
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/42821/thot-internet-memes-mbti-personality-type,,,,,,6,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/46306/tiktok-internet-memes-mbti-personality-type,,,,,,2,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/46354/tom-cat-reading-a-newspaper-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,2,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/46355/tom-hired-goons-internet-memes-mbti-personality-type,,,,,,,1,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46435/trojan-horse-internet-memes-mbti-personality-type,,,,1,,,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/41943.png,https://www.personality-database.com/profile/41943/true-story-internet-memes-mbti-personality-type,,,,,,,1,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/42318.png,https://www.personality-database.com/profile/42318/trumpet-boy-internet-memes-mbti-personality-type,,,,1,,,,,,,,,,,,
Te,Ni,,,71%,Se,79%,79%,0%,79%,,,0%,21%,79%,Fi,,https://api.personality-database.com/profile_images/34355.png,https://www.personality-database.com/profile/34355/tuxedo-winnie-the-pooh-internet-memes-mbti-personality-type,,,1,,,3,,,,,10,,,,,
Ni,Te,100%,,,Fi,97%,97%,0%,97%,,,0%,3%,100%,Se,,https://api.personality-database.com/profile_images/33985.png,https://www.personality-database.com/profile/33985/ultra-instinct-shaggy-internet-memes-mbti-personality-type,,,28,,,,,1,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/42296.png,https://www.personality-database.com/profile/42296/understandable-have-a-nice-day-internet-memes-mbti-personality-type,,,,,,,,,,,,,4,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/45493/unsettled-tom-internet-memes-mbti-personality-type,,,,,,,,,,,,,,1,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/46466/urinal-etiquette-internet-memes-mbti-personality-type,,,,,1,,,,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/46371/wack-internet-memes-mbti-personality-type,,,,,,,,,,,,,1,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/46359/wait-thats-illegal-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,2,
Te,Si,,,100%,Ne,100%,,0%,43%,,57%,57%,0%,100%,Fi,,https://api.personality-database.com/profile_images/39357.png,https://www.personality-database.com/profile/39357/walter-clements-internet-memes-mbti-personality-type,,,,,,,,,,,3,,,,4,
Ti,Se,100%,,,Ni,,,0%,40%,100%,60%,0%,60%,100%,Fe,,https://api.personality-database.com/profile_images/41135.png,https://www.personality-database.com/profile/41135/wanna-sprite-cranberry-internet-memes-mbti-personality-type,,,,2,,,,3,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/41942.png,https://www.personality-database.com/profile/41942/watch-out-guys-internet-memes-mbti-personality-type,,,,1,,,,,,,,,,,,
Te,Ni,,,100%,Se,60%,100%,40%,60%,,,0%,0%,60%,Fi,,https://api.personality-database.com/profile_images/44217.png,https://www.personality-database.com/profile/44217/water-sheep-internet-memes-mbti-personality-type,,,,,,,,,,2,3,,,,,
Te,Si,,,80%,Ne,100%,,0%,0%,,100%,100%,0%,80%,Fi,,https://api.personality-database.com/profile_images/41155.png,https://www.personality-database.com/profile/41155/we-dont-do-that-here-internet-memes-mbti-personality-type,,,,,1,,,,,,,,,,4,
Se,Fi,,92%,92%,Te,,,23%,8%,92%,69%,8%,62%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/39857/we-live-in-a-society-internet-memes-mbti-personality-type,,,,1,,,,,,3,,,1,8,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/46307/weird-flex-but-ok-internet-memes-mbti-personality-type,,,,,,,,1,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/46333/what-did-you-bring-upon-this-cursed-land-internet-memes-mbti-personality-type,,,,,,1,,,,,,,,,,
Te,Si,,,100%,Ne,83%,,0%,0%,,100%,83%,17%,100%,Fi,,https://api.personality-database.com/profile_images/39866.png,https://www.personality-database.com/profile/39866/what-in-tarnation-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,5,1
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/46369/whitest-whites-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,1,
Si,Fe,100%,78%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/34223.png,https://www.personality-database.com/profile/34223/why-are-you-gae-internet-memes-mbti-personality-type,,,,,7,,2,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,29%,,71%,71%,0%,86%,Ne,,https://api.personality-database.com/profile_images/34226.png,https://www.personality-database.com/profile/34226/why-are-you-running-internet-memes-mbti-personality-type,,,2,,1,,4,,,,,,,,,
Ne,Fi,,96%,100%,Te,,96%,92%,4%,100%,,0%,4%,,Si,,https://api.personality-database.com/profile_images/33679.png,https://www.personality-database.com/profile/33679/wojak-internet-memes-mbti-personality-type,,,,,,,,,,24,,1,,1,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/46388/y-tho-internet-memes-mbti-personality-type,,,,,,,,,,,,,,,,1
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/34599.png,https://www.personality-database.com/profile/34599/yall-mind-if-i-praise-the-lord-internet-memes-mbti-personality-type,,,,,,,,,,,,,6,,,
Ti,Se,100%,,,Ni,,,0%,25%,75%,75%,25%,50%,75%,Fe,,https://api.personality-database.com/profile_images/45135.png,https://www.personality-database.com/profile/45135/ya-like-jazz-internet-memes-mbti-personality-type,,,,1,1,,,2,,,,,,,,
Si,Te,75%,,,Fi,100%,,0%,25%,,75%,75%,0%,100%,Ne,,https://api.personality-database.com/profile_images/34118.png,https://www.personality-database.com/profile/34118/yar-spongebob-internet-memes-mbti-personality-type,,,,,,,3,,,,1,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/35486.png,https://www.personality-database.com/profile/35486/yeet-internet-memes-mbti-personality-type,,,,,,,,3,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/46290.png,https://www.personality-database.com/profile/46290/you-dare-oppose-me-mortal-internet-memes-mbti-personality-type,,,4,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/41940.png,https://www.personality-database.com/profile/41940/you-dont-say-internet-memes-mbti-personality-type,,,,6,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,83%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/42482.png,https://www.personality-database.com/profile/42482/you-just-have-to-say-that-youre-fine-internet-memes-mbti-personality-type,,,,,,,,,1,5,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/39860.png,https://www.personality-database.com/profile/39860/you-know-i-had-to-do-it-to-em-internet-memes-mbti-personality-type,,,,,,,,8,,,,,,,,
