Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,https://api.personality-database.com/profile_images/10157.png,https://www.personality-database.com/profile/10157/steven-seagal-actors-usa-mbti-personality-type,,,,,,,7,,,,,,,,,
Se,Fi,,75%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/34421.png,https://www.personality-database.com/profile/34421/tony-jaa-martial-arts-mbti-personality-type,,,,,,,,,,,,,,3,,1
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/38877/wang-ziping-martial-arts-mbti-personality-type,,,,,,,,,,,,,1,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/41119/wong-shun-leung-martial-arts-mbti-personality-type,,,,,,,,,,,,,,,,1
Ti,Se,91%,,,Ni,,,6%,6%,91%,88%,6%,82%,94%,Fe,,https://api.personality-database.com/profile_images/6865.png,https://www.personality-database.com/profile/6865/conor-mcgregor-mma-mbti-personality-type,,2,,1,,,2,25,,,1,,,,,2
Se,Ti,,,92%,Fe,,,8%,0%,75%,92%,17%,75%,83%,Ni,,https://api.personality-database.com/profile_images/14724.png,https://www.personality-database.com/profile/14724/khabib-nurmagomedov-mma-mbti-personality-type,,,,,,,,1,1,,,,1,,1,8
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/6610/anderson-silva-mma-mbti-personality-type,,,,,,7,,,,,,,,,,
Se,Fi,,100%,75%,Te,,,25%,0%,100%,75%,0%,75%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/24051/eddie-bravo-mma-mbti-personality-type,,1,,,,,,,,,,,,3,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/14726/georges-stpierre-mma-mbti-personality-type,,,,,,,,,,,,,,7,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/14728/joanna-jedrzejczyk-mma-mbti-personality-type,,,,,,,,,,,,,,,1,
Fi,Se,91%,64%,,Ni,,,0%,9%,91%,91%,9%,82%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/4770/jon-jones-mma-mbti-personality-type,,,,1,,7,1,1,,,,,,,,1
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/14727/lyoto-machida-mma-mbti-personality-type,,,,,,,,,7,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/46613/mark-hunt-mma-mbti-personality-type,,,,,,,,,,,,,,,,2
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/43132/rico-verhoeven-mma-mbti-personality-type,,,,,,,,1,,,,,,,,
Se,Ti,,,69%,Fe,,,8%,0%,96%,92%,4%,88%,85%,Ni,,https://api.personality-database.com/profile_images/32818.png,https://www.personality-database.com/profile/32818/ronda-rousey-wrestling-wwe-wwf-mbti-personality-type,,2,,,,1,,5,,,,,,1,1,16
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/14725/rose-namajunas-mma-mbti-personality-type,,,,,,,,,,,,,2,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/14720/stephen-thompson-mma-mbti-personality-type,,,,,,,,,,2,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/50051/charles-atlas-bodybuilding-mbti-personality-type,,,,,,,,1,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/43787/david-prowse-bodybuilding-mbti-personality-type,,,,,,,,2,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/33275.png,https://www.personality-database.com/profile/33275/franco-columbu-bodybuilding-mbti-personality-type,,,,,,,,,,,,,,,,1
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/33278.png,https://www.personality-database.com/profile/33278/frank-zane-bodybuilding-mbti-personality-type,,,,,,,,,,,,1,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/31124.png,https://www.personality-database.com/profile/31124/anatoly-karpov-chess-mbti-personality-type,,,,,,,,,,,,,,,6,
Ne,Fi,,75%,75%,Te,,100%,75%,25%,75%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/27822.png,https://www.personality-database.com/profile/27822/boris-spassky-chess-mbti-personality-type,,1,,,,,,,,2,1,,,,,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/49002.png,https://www.personality-database.com/profile/49002/danny-rench-chess-mbti-personality-type,,,,1,,,,,,,,,,,,
Ti,Ne,75%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/27824.png,https://www.personality-database.com/profile/27824/emanuel-lasker-chess-mbti-personality-type,,,,3,,,,,,,,1,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/49736.png,https://www.personality-database.com/profile/49736/fabiano-caruana-chess-mbti-personality-type,,,,,,,,,,,1,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/50168/james-black-jr-chess-mbti-personality-type,,,,,,,,,,,,1,,,,
Ti,Ne,100%,,,Si,,100%,33%,67%,100%,,0%,0%,67%,Fe,,https://api.personality-database.com/profile_images/27823.png,https://www.personality-database.com/profile/27823/jos-ral-capablanca-chess-mbti-personality-type,,1,,2,,,,,,,,,,,,
Te,Ni,,,91%,Se,64%,82%,0%,82%,,,0%,18%,100%,Fi,,https://api.personality-database.com/profile_images/27821.png,https://www.personality-database.com/profile/27821/magnus-carlsen-chess-mbti-personality-type,,,2,,,,,,,,12,4,,,,4
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/27826.png,https://www.personality-database.com/profile/27826/mikhail-botvinnik-chess-mbti-personality-type,,,,,,,,,,,,,,,1,
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/27820.png,https://www.personality-database.com/profile/27820/mikhail-tal-chess-mbti-personality-type,,,,8,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/49734.png,https://www.personality-database.com/profile/49734/robert-hess-chess-mbti-personality-type,,,,,,,,,,,,2,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/35059/viswanathan-anand-chess-mbti-personality-type,,,,,,,,,,,3,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/31395.png,https://www.personality-database.com/profile/31395/vladimir-kramnik-chess-mbti-personality-type,,,,,,,,,2,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/27825.png,https://www.personality-database.com/profile/27825/wilhelm-steinitz-chess-mbti-personality-type,,,,,,,,,,,,1,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/39847.png,https://www.personality-database.com/profile/39847/alex-honnold-climbing-mbti-personality-type,,,,,,,,,,,,,,,,1
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/20433.png,https://www.personality-database.com/profile/20433/lance-armstrong-cycling-mbti-personality-type,,,,,,,,,,,8,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/33281.png,https://www.personality-database.com/profile/33281/chris-froome-cycling-mbti-personality-type,,,,,,,,,,,,,1,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/35889/puck-moonen-cycling-mbti-personality-type,1,,,,,,,,,,,,,,,
Fi,Fe,100%,100%,,Ti,,,50%,0%,,,25%,25%,,Te,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/9983/adam-rippon-figure-skating-mbti-personality-type,1,1,,,1,1,,,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/24198/alex-shibutani-figure-skating-mbti-personality-type,,1,,,,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/9956/carolina-kostner-figure-skating-mbti-personality-type,,,,,1,,,,,,,,,,,
Se,Fi,,67%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/9957/evgenia-medvedeva-figure-skating-mbti-personality-type,,,,,,,,,,,,,,2,,1
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/9958.png,https://www.personality-database.com/profile/9958/johnny-weir-figure-skating-mbti-personality-type,,3,,,,,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,80%,Ni,,https://api.personality-database.com/profile_images/9955.png,https://www.personality-database.com/profile/9955/kim-yuna-figure-skating-mbti-personality-type,,,,,,,,,,,,,,1,,4
Fe,Si,,67%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/9954.png,https://www.personality-database.com/profile/9954/nancy-kerrigan-figure-skating-mbti-personality-type,,,,,,,,,,,,,2,,1,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/1062/surya-bonaly-figure-skating-mbti-personality-type,,,,,,,,,,,,,,,,2
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,https://api.personality-database.com/profile_images/9648.png,https://www.personality-database.com/profile/9648/tonya-harding-figure-skating-mbti-personality-type,,,,5,,,,,,,,,,,,
Se,Fi,,92%,85%,Te,,,0%,8%,92%,92%,0%,92%,,Ni,,https://api.personality-database.com/profile_images/37147.png,https://www.personality-database.com/profile/37147/yuzuru-hanyu-figure-skating-mbti-personality-type,,,,,,2,,,,,1,,,10,,
Ni,Fe,85%,62%,,Ti,77%,85%,62%,23%,,,0%,15%,,Se,,https://api.personality-database.com/profile_images/3484.png,https://www.personality-database.com/profile/3484/michael-phelps-swimming-mbti-personality-type,7,1,3,,,,,,,,,,,,,2
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/37153/adam-peaty-swimming-mbti-personality-type,,,,,,1,,,,,,,,,,
Fi,Se,100%,88%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/3485.png,https://www.personality-database.com/profile/3485/ryan-lochte-swimming-mbti-personality-type,,,,,,7,,1,,,,,,,,
Se,Fi,,100%,95%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/35896.png,https://www.personality-database.com/profile/35896/caitlyn-jenner-track-field-mbti-personality-type,,,,,,1,,,,,,,,18,,
Se,Ti,,,91%,Fe,,,0%,0%,91%,100%,9%,91%,100%,Ni,,https://api.personality-database.com/profile_images/30161.png,https://www.personality-database.com/profile/30161/usain-bolt-track-field-mbti-personality-type,,,,,,,,1,,,,,,,1,9
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/9053/behdad-salimi-weightlifting-strongmen-mbti-personality-type,,,,,,,,,,1,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/29120.png,https://www.personality-database.com/profile/29120/bill-kazmaier-weightlifting-strongmen-mbti-personality-type,,,,,,,,2,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/8999.png,https://www.personality-database.com/profile/8999/brian-shaw-weightlifting-strongmen-mbti-personality-type,,,,,,,,,,,,,2,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/9002.png,https://www.personality-database.com/profile/9002/eddie-the-beast-hall-weightlifting-strongmen-mbti-personality-type,,,,,,,,1,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/9000.png,https://www.personality-database.com/profile/9000/hafr-thor-jlus-bjrnsson-weightlifting-strongmen-mbti-personality-type,,,,,,,,6,,,,,,,,
Ne,Fi,,100%,100%,Te,,,50%,0%,100%,,0%,50%,,Ni,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/9054/hossein-rezazadeh-weightlifting-strongmen-mbti-personality-type,,,,,,,,,,1,,,,1,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/9042.png,https://www.personality-database.com/profile/9042/jn-pll-sigmarsson-weightlifting-strongmen-mbti-personality-type,,,,,,,,,,,,,,1,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/16295.png,https://www.personality-database.com/profile/16295/larry-wheels-williams-weightlifting-strongmen-mbti-personality-type,,,,,,,,,,2,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,67%,100%,33%,67%,100%,Ni,,https://api.personality-database.com/profile_images/9043.png,https://www.personality-database.com/profile/9043/mariusz-pudzianowski-weightlifting-strongmen-mbti-personality-type,,,,,,,,,,,,,,,1,2
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/32685.png,https://www.personality-database.com/profile/32685/mark-henry-wrestling-wwe-wwf-mbti-personality-type,,,,,,,,,,,,,6,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/9001.png,https://www.personality-database.com/profile/9001/zydrunas-savickas-big-z-weightlifting-strongmen-mbti-personality-type,,,,,,,,,,,,,,,,2
Te,Ni,,,67%,Se,67%,67%,0%,67%,,,0%,33%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/39893/abbas-b-firnas-engineers-inventors-mbti-personality-type,,,,,,,,1,,,2,,,,,
Se,Ti,,,75%,Fe,,,25%,0%,75%,75%,0%,75%,75%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/38688/aljazari-engineers-inventors-mbti-personality-type,1,,,,,,,,,,,,,,,3
Se,Ti,,,100%,Fe,,,20%,0%,80%,80%,0%,80%,80%,Ni,,https://api.personality-database.com/profile_images/42082.png,https://www.personality-database.com/profile/42082/alberto-santosdumont-engineers-inventors-mbti-personality-type,,,,,,,,,1,,,,,,,4
Te,Ni,,,54%,Se,54%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/24961.png,https://www.personality-database.com/profile/24961/alexander-graham-bell-engineers-inventors-mbti-personality-type,,,,6,,,,,,,7,,,,,
Te,Ni,,,75%,Se,75%,75%,0%,75%,,,0%,25%,75%,Fi,,https://api.personality-database.com/profile_images/18666.png,https://www.personality-database.com/profile/18666/david-warren-engineers-inventors-mbti-personality-type,,,,,,1,,,,,3,,,,,
Te,Ni,,,67%,Se,67%,67%,0%,67%,,,0%,33%,67%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/40447/dr-judy-wood-engineers-inventors-mbti-personality-type,,,,,,1,,,,,2,,,,,
Te,Ni,,,67%,Se,67%,67%,0%,67%,,,0%,33%,67%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/41709/dr-robert-duncan-engineers-inventors-mbti-personality-type,,,,,,1,,,,,2,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/40038/francesco-lana-de-terzi-engineers-inventors-mbti-personality-type,,,,,,,,,,,1,,,,,
Ni,Te,63%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/22263.png,https://www.personality-database.com/profile/22263/george-westinghouse-engineers-inventors-mbti-personality-type,,,5,,,,,,,,3,,,,,
Ni,Te,100%,,,Fi,100%,75%,0%,75%,,,25%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/34995/guglielmo-marconi-engineers-inventors-mbti-personality-type,,,3,,,,1,,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/46882/gustave-eiffel-engineers-inventors-mbti-personality-type,,,1,,,,,,,,,,,,,
Ni,Te,100%,,,Fi,100%,60%,0%,60%,,,40%,0%,60%,Se,,https://api.personality-database.com/profile_images/30736.png,https://www.personality-database.com/profile/30736/henri-coand-engineers-inventors-mbti-personality-type,,,3,,2,,,,,,,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/40460/hugo-gernsback-engineers-inventors-mbti-personality-type,,,,,,,,,,,1,,,,,
Ne,Ti,,,67%,Fe,,67%,0%,67%,67%,,33%,0%,67%,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/41426/james-damore-engineers-inventors-mbti-personality-type,,,,,1,,,,,,,2,,,,
Ti,Ne,80%,,,Si,,80%,0%,80%,80%,,20%,0%,80%,Fe,,https://api.personality-database.com/profile_images/22521.png,https://www.personality-database.com/profile/22521/james-dyson-engineers-inventors-mbti-personality-type,,,,4,,,,,,,,,1,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/28940.png,https://www.personality-database.com/profile/28940/james-watt-engineers-inventors-mbti-personality-type,,,,,,,,,,,7,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/40061/jerry-lawson-engineers-inventors-mbti-personality-type,,,,,,,,,,,1,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,https://api.personality-database.com/profile_images/7424.png,https://www.personality-database.com/profile/7424/karl-benz-engineers-inventors-mbti-personality-type,,,,,,,,,,,7,,,,,
Se,Ti,,,67%,Fe,,,33%,0%,67%,67%,0%,67%,67%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/39250/mimar-sinan-engineers-inventors-mbti-personality-type,1,,,,,,,,,,,,,,,2
Te,Ni,,,93%,Se,85%,99%,3%,97%,,,0%,0%,97%,Fi,,https://api.personality-database.com/profile_images/734.png,https://www.personality-database.com/profile/734/nikola-tesla-engineers-inventors-mbti-personality-type,,1,1,16,,1,,,6,,228,23,,,1,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/40063/orville-wright-engineers-inventors-mbti-personality-type,,,,,,,,,,,1,,,,,
Si,Te,67%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/45437/peter-cooper-engineers-inventors-mbti-personality-type,,,,,,,2,,,,,,,,1,
Te,Ni,,,100%,Se,100%,100%,20%,80%,,,0%,0%,80%,Fi,,https://api.personality-database.com/profile_images/30735.png,https://www.personality-database.com/profile/30735/petrache-poenaru-engineers-inventors-mbti-personality-type,,,,,,,,,1,,4,,,,,
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/40889/philo-farnsworth-engineers-inventors-mbti-personality-type,,,,,,,,,,,1,,,,,
Te,Ni,,,100%,Se,100%,100%,20%,80%,,,0%,0%,80%,Fi,,https://api.personality-database.com/profile_images/28943.png,https://www.personality-database.com/profile/28943/samuel-morse-engineers-inventors-mbti-personality-type,,,,,,,,,1,,4,,,,,
Ti,Ne,94%,,,Si,,69%,0%,69%,72%,,10%,21%,99%,Fe,,https://api.personality-database.com/profile_images/735.png,https://www.personality-database.com/profile/735/thomas-edison-engineers-inventors-mbti-personality-type,,,13,39,,1,8,15,,,2,2,,,,1
Te,Ni,,,100%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/40064/wilbur-wright-engineers-inventors-mbti-personality-type,,,,,,,,,,,1,,,,,
Ti,Ne,67%,,,Si,,67%,0%,67%,67%,,33%,0%,67%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/37212/william-kamkwamba-engineers-inventors-mbti-personality-type,,,,2,,,,,,,,,1,,,
Ti,Se,88%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/2196.png,https://www.personality-database.com/profile/2196/al-sharpton-american-leaders-mbti-personality-type,,,,,,,,7,,,,,,,,1
Ti,Ne,100%,,,Si,,100%,0%,100%,100%,,0%,0%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/39018/hamza-yusuf-american-leaders-mbti-personality-type,,,,1,,,,,,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/36553/joyce-meyer-american-leaders-mbti-personality-type,1,,,,,,,,,,,,,,,
Ne,Fi,,79%,95%,Te,,82%,77%,5%,87%,,0%,18%,,Si,,https://api.personality-database.com/profile_images/3278.png,https://www.personality-database.com/profile/3278/14th-dalai-lama-eastern-leaders-mbti-personality-type,1,1,,,,,,,4,24,,2,,1,,6
Fe,Ni,,77%,91%,Se,91%,83%,69%,14%,,,11%,6%,,Ti,,https://api.personality-database.com/profile_images/2708.png,https://www.personality-database.com/profile/2708/ruhollah-khomeini-eastern-leaders-mbti-personality-type,,,,,,,1,2,23,1,5,,3,,,
Si,Fe,100%,100%,,Ti,100%,,11%,0%,,89%,89%,0%,,Ne,,https://api.personality-database.com/profile_images/22778.png,https://www.personality-database.com/profile/22778/joel-osteen-evangelists-mbti-personality-type,1,,,,8,,,,,,,,,,,
Te,Si,,,80%,Ne,80%,,20%,0%,,80%,80%,0%,60%,Fi,,https://api.personality-database.com/profile_images/33403.png,https://www.personality-database.com/profile/33403/pat-robertson-evangelists-mbti-personality-type,,1,,,,,,,,,,,1,,3,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/37150/paul-washer-evangelists-mbti-personality-type,,,,,,,,,,,,,,,1,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/37151/silas-malafaia-evangelists-mbti-personality-type,,,,,,,2,,,,,,,,,
Fe,Si,,100%,97%,Ne,97%,,38%,0%,,62%,62%,0%,,Ti,,https://api.personality-database.com/profile_images/6270.png,https://www.personality-database.com/profile/6270/mother-teresa-missionaries-mbti-personality-type,1,,,,,,,,13,1,,,24,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/40239/dr-abdurrahman-assumait-missionaries-mbti-personality-type,1,,,,,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/50188.png,https://www.personality-database.com/profile/50188/irm-dulce-pontes-missionaries-mbti-personality-type,,,,,,,,,2,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,67%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/34503.png,https://www.personality-database.com/profile/34503/john-allen-chau-missionaries-mbti-personality-type,1,2,,,,,,,,,,,,,,
Ne,Ti,,,100%,Fe,,100%,0%,100%,100%,,0%,0%,100%,Si,,https://api.personality-database.com/profile_images/12153.png,https://www.personality-database.com/profile/12153/ahmed-deedat-modern-religion-mbti-personality-type,,,,,,,,,,,,6,,,,
Fe,Ni,,52%,86%,Se,95%,100%,52%,48%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/7497.png,https://www.personality-database.com/profile/7497/aleister-crowley-modern-religion-mbti-personality-type,1,,1,1,,,,,10,,8,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/6287.png,https://www.personality-database.com/profile/6287/annie-besant-modern-religion-mbti-personality-type,1,,,,,,,,,,,,,,,
Ti,Ne,100%,,,Si,,81%,0%,81%,89%,,0%,19%,96%,Fe,,https://api.personality-database.com/profile_images/5621.png,https://www.personality-database.com/profile/5621/anton-lavey-modern-religion-mbti-personality-type,,,3,19,,1,,4,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/48144.png,https://www.personality-database.com/profile/48144/chico-xavier-modern-religion-mbti-personality-type,,,,,,,,,2,,,,,,,
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/49532.png,https://www.personality-database.com/profile/49532/divaldo-franco-modern-religion-mbti-personality-type,1,,,,,,,,,,,,,,,
Fe,Ni,,100%,100%,Se,100%,100%,100%,0%,,,0%,0%,,Ti,,https://api.personality-database.com/profile_images/3257.png,https://www.personality-database.com/profile/3257/eckhart-tolle-modern-religion-mbti-personality-type,,,,,,,,,11,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,/images/profile_transparent.png,https://www.personality-database.com/profile/34380/elijah-muhammad-modern-religion-mbti-personality-type,,,2,,,,,,,,,,,,,
Fe,Ni,,,100%,Se,100%,100%,50%,50%,,,0%,0%,,Fi,50%,https://api.personality-database.com/profile_images/3279.png,https://www.personality-database.com/profile/3279/gi-gurdjieff-modern-religion-mbti-personality-type,,,,,,,,,1,,1,,,,,
