Aux,Dom,E,F,I,Inf,J,N,NF,NT,P,S,SJ,SP,T,Tert,X,img_url,profile,votes_ENFJ,votes_ENFP,votes_ENTJ,votes_ENTP,votes_ESFJ,votes_ESFP,votes_ESTJ,votes_ESTP,votes_INFJ,votes_INFP,votes_INTJ,votes_INTP,votes_ISFJ,votes_ISFP,votes_ISTJ,votes_ISTP
Si,Se,100%,,,Fi,,,0%,0%,,100%,50%,50%,100%,Fe,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/10144/yadier-molina-baseball-mbti-personality-type,,,,,,,1,1,,,,,,,,
Fi,Se,100%,100%,,Ni,,,25%,0%,100%,75%,0%,75%,,Te,,https://api.personality-database.com/profile_images/8735.png,https://www.personality-database.com/profile/8735/yasiel-puig-baseball-mbti-personality-type,,1,,,,3,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/10141.png,https://www.personality-database.com/profile/10141/yogi-berra-baseball-mbti-personality-type,,,,,,,,,,,,,,,,5
Se,Ti,,,97%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/48.png,https://www.personality-database.com/profile/48/michael-jordan-basketball-mbti-personality-type,,,,,,,,1,,,,,,,,32
Fi,Se,100%,54%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/49.png,https://www.personality-database.com/profile/49/earvin-magic-johnson-basketball-mbti-personality-type,,,,,,7,,6,,,,,,,,
Se,Ti,,,97%,Fe,,,0%,9%,88%,91%,3%,88%,97%,Ni,,https://api.personality-database.com/profile_images/46.png,https://www.personality-database.com/profile/46/kobe-bryant-basketball-mbti-personality-type,,,1,,,,,,,,2,,,1,1,27
Fe,Si,51%,83%,,Ne,69%,,0%,3%,,97%,66%,31%,,Ti,,https://api.personality-database.com/profile_images/47.png,https://www.personality-database.com/profile/47/lebron-james-basketball-mbti-personality-type,,,1,,6,6,,5,,,,,17,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/40741.png,https://www.personality-database.com/profile/40741/brad-stevens-basketball-mbti-personality-type,,,,,,,,,,,,,,,1,
Ti,Ne,100%,,,Si,,77%,0%,77%,100%,,0%,23%,100%,Fe,,https://api.personality-database.com/profile_images/465.png,https://www.personality-database.com/profile/465/charles-barkley-basketball-mbti-personality-type,,,,10,,,,3,,,,,,,,
Ni,Se,100%,,,Fi,,,0%,42%,,58%,8%,50%,92%,Fe,50%,https://api.personality-database.com/profile_images/50.png,https://www.personality-database.com/profile/50/chris-paul-basketball-mbti-personality-type,,,5,,,1,1,5,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/48967.png,https://www.personality-database.com/profile/48967/damian-lillard-basketball-mbti-personality-type,,,,,,,,,,,,,,,,1
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/2169.png,https://www.personality-database.com/profile/2169/deandre-jordan-basketball-mbti-personality-type,,7,,,,,,,,,,,,,,
Fi,Se,100%,91%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/9917.png,https://www.personality-database.com/profile/9917/dennis-rodman-basketball-mbti-personality-type,,,,,,10,,1,,,,,,,,
Fi,Se,100%,100%,,Ni,,,14%,0%,100%,86%,0%,86%,,Te,,https://api.personality-database.com/profile_images/2171.png,https://www.personality-database.com/profile/2171/dwight-howard-basketball-mbti-personality-type,,1,,,,6,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/20436.png,https://www.personality-database.com/profile/20436/dwyane-wade-basketball-mbti-personality-type,,,,,,,,,,,,,,6,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/38676/frank-martin-basketball-mbti-personality-type,,,,,,,1,,,,,,,,,
Fi,Ne,100%,100%,,Ni,,,50%,0%,100%,,0%,50%,,Te,50%,https://api.personality-database.com/profile_images/33664.png,https://www.personality-database.com/profile/33664/giannis-antetokounmpo-basketball-mbti-personality-type,,1,,,,1,,,,,,,,,,
Te,Ni,,,91%,Se,100%,64%,0%,64%,,,36%,0%,100%,Fi,,https://api.personality-database.com/profile_images/15849.png,https://www.personality-database.com/profile/15849/greg-popovich-basketball-mbti-personality-type,,,1,,,,,,,,6,,,,4,
Si,Te,83%,,,Fi,83%,,0%,0%,,100%,83%,17%,100%,Ne,,https://api.personality-database.com/profile_images/2170.png,https://www.personality-database.com/profile/2170/j-j-reddick-basketball-mbti-personality-type,,,,,,,4,1,,,,,,,1,
Te,Ni,,,100%,Se,60%,80%,20%,60%,,,0%,20%,80%,Fi,,https://api.personality-database.com/profile_images/15853.png,https://www.personality-database.com/profile/15853/jerry-west-basketball-mbti-personality-type,,,,,,,,,,1,3,,,,,1
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/35749.png,https://www.personality-database.com/profile/35749/jimmy-butler-basketball-mbti-personality-type,,,,,1,,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/15851.png,https://www.personality-database.com/profile/15851/john-stockton-basketball-mbti-personality-type,,,,,,,,,,,,,,2,,
Ne,Fi,,75%,100%,Te,,100%,75%,25%,75%,,0%,0%,,Si,,https://api.personality-database.com/profile_images/27744.png,https://www.personality-database.com/profile/27744/kareem-aduljabbar-basketball-mbti-personality-type,,,,,,,,,,3,1,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/15850.png,https://www.personality-database.com/profile/15850/karl-malone-basketball-mbti-personality-type,,,,,,,,5,,,,,,,,
Te,Si,,,100%,Ne,57%,52%,24%,29%,,,48%,0%,76%,Fi,,https://api.personality-database.com/profile_images/8729.png,https://www.personality-database.com/profile/8729/kawhi-leonard-basketball-mbti-personality-type,,,,,,,,,,5,2,4,,,10,
Se,Fi,,100%,85%,Te,,,15%,0%,100%,85%,0%,85%,,Ni,,https://api.personality-database.com/profile_images/2174.png,https://www.personality-database.com/profile/2174/kevin-durant-basketball-mbti-personality-type,,1,,,,1,,,,1,,,,10,,
Se,Ti,,,100%,Fe,,,0%,0%,86%,100%,14%,86%,71%,Ni,,https://api.personality-database.com/profile_images/8806.png,https://www.personality-database.com/profile/8806/klay-thompson-basketball-mbti-personality-type,,,,,,,,,,,,,,2,1,4
Ne,Fi,,57%,100%,Te,,57%,43%,14%,71%,,29%,14%,,Si,,https://api.personality-database.com/profile_images/17655.png,https://www.personality-database.com/profile/17655/luka-doni-basketball-mbti-personality-type,,,,,,,,,,3,,1,,1,2,
Se,Se,,,,Fe,,,0%,0%,100%,100%,0%,100%,100%,Fe,50%,https://api.personality-database.com/profile_images/35137.png,https://www.personality-database.com/profile/35137/nikola-joki-basketball-mbti-personality-type,,,,,,,,1,,,,,,,,1
Ne,Fi,,83%,83%,Te,,83%,67%,17%,83%,,0%,17%,,Si,,https://api.personality-database.com/profile_images/2172.png,https://www.personality-database.com/profile/2172/pau-gasol-basketball-mbti-personality-type,,,1,,,,,,,4,,,,1,,
Ti,Ne,100%,,,Si,,75%,0%,75%,100%,,0%,25%,100%,Fe,,https://api.personality-database.com/profile_images/34413.png,https://www.personality-database.com/profile/34413/steve-nash-basketball-mbti-personality-type,,,,3,,,,1,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/27409.png,https://www.personality-database.com/profile/27409/zion-williamson-basketball-mbti-personality-type,,,,,,,,,,,,,,1,,
Fi,Se,99%,59%,,Ni,,,9%,1%,91%,90%,1%,89%,,Te,,https://api.personality-database.com/profile_images/2957.png,https://www.personality-database.com/profile/2957/muhammad-ali-boxing-mbti-personality-type,5,1,,1,1,33,,28,,,,,,1,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/33229.png,https://www.personality-database.com/profile/33229/joe-louis-boxing-mbti-personality-type,,,,,,,,,,,,,,1,,
Fe,Si,,100%,100%,Ne,80%,,0%,0%,,100%,80%,20%,,Ti,,https://api.personality-database.com/profile_images/23259.png,https://www.personality-database.com/profile/23259/manny-pacquiao-boxing-mbti-personality-type,,,,,,,,,,,,,8,2,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/2960.png,https://www.personality-database.com/profile/2960/george-foreman-boxing-mbti-personality-type,,,,,,,,,,,,,,9,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/33263.png,https://www.personality-database.com/profile/33263/amir-khan-boxing-mbti-personality-type,,,,,,,,,,,,,1,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/15723/buster-douglas-boxing-mbti-personality-type,,,,,,,,,,,,,,2,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/33262.png,https://www.personality-database.com/profile/33262/david-haye-boxing-mbti-personality-type,,1,,,,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/33261.png,https://www.personality-database.com/profile/33261/deontay-wilder-boxing-mbti-personality-type,,,,,,,,3,,,,,,,,
Fi,Ne,100%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,https://api.personality-database.com/profile_images/49433.png,https://www.personality-database.com/profile/49433/don-king-boxing-mbti-personality-type,,1,,,,,,,,,,,,,,
Ne,Fi,,100%,100%,Te,,100%,100%,0%,100%,,0%,0%,,Si,,/images/profile_transparent.png,https://www.personality-database.com/profile/9056/ehsan-rouzbahani-boxing-mbti-personality-type,,,,,,,,,,2,,,,,,
Te,Si,,,100%,Ne,89%,,0%,0%,,100%,89%,11%,100%,Fi,,https://api.personality-database.com/profile_images/2959.png,https://www.personality-database.com/profile/2959/evander-holyfield-boxing-mbti-personality-type,,,,,,,,,,,,,,,8,1
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/49932/hctor-camacho-boxing-mbti-personality-type,,,,,,,,1,,,,,,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/33264.png,https://www.personality-database.com/profile/33264/jake-lamotta-boxing-mbti-personality-type,,,2,,,,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/15722/jerry-quarry-boxing-mbti-personality-type,,,,,,,,,,,,,,,,1
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/48542.png,https://www.personality-database.com/profile/48542/maguila-boxing-mbti-personality-type,,,,,,,,,,,,,,,,1
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/33243.png,https://www.personality-database.com/profile/33243/marvelous-marvin-hagler-boxing-mbti-personality-type,,,,,,,,,,,,,,,2,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/2961.png,https://www.personality-database.com/profile/2961/oscar-de-la-hoya-boxing-mbti-personality-type,,,,,,7,,,,,,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/33242.png,https://www.personality-database.com/profile/33242/roberto-durn-boxing-mbti-personality-type,,,,,,,,,,,,,,1,,
Fe,Si,,100%,100%,Ne,75%,,50%,0%,,,50%,0%,,Ti,50%,https://api.personality-database.com/profile_images/39658.png,https://www.personality-database.com/profile/39658/charles-leclerc-car-racing-mbti-personality-type,,,,,,,,,1,1,,,2,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/19892/dale-jarrett-car-racing-mbti-personality-type,,,,,,,,,,,,,,,1,
Fi,Ne,67%,100%,,Si,,100%,100%,0%,100%,,0%,0%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/38201/damon-hill-car-racing-mbti-personality-type,,2,,,,,,,,1,,,,,,
Fi,Fi,,100%,,Si,,,50%,0%,100%,,0%,50%,,Ni,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/19906/dan-wheldon-car-racing-mbti-personality-type,,1,,,,,,,,,,,,1,,
Fi,Ne,100%,100%,,Si,,60%,60%,0%,60%,,40%,0%,,Te,,https://api.personality-database.com/profile_images/24781.png,https://www.personality-database.com/profile/24781/daniel-ricciardo-car-racing-mbti-personality-type,,3,,,2,,,,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/19901/darrell-waltrip-car-racing-mbti-personality-type,,,,,1,,,,,,,,,,,
Fe,Si,,60%,80%,Ne,60%,,0%,40%,,60%,60%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/38197/felipe-massa-car-racing-mbti-personality-type,,,,1,,,,,,,,1,3,,,
Ni,Te,100%,,,Fi,100%,100%,0%,100%,,,0%,0%,100%,Se,,https://api.personality-database.com/profile_images/31631.png,https://www.personality-database.com/profile/31631/fernando-alonso-car-racing-mbti-personality-type,,,3,,,,,,,,,,,,,
Se,Ti,,,100%,Fe,,,0%,0%,60%,100%,40%,60%,60%,Ni,,https://api.personality-database.com/profile_images/39673.png,https://www.personality-database.com/profile/39673/george-russell-car-racing-mbti-personality-type,,,,,,,,,,,,,2,,,3
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/38195/gilles-villeneuve-car-racing-mbti-personality-type,,,,,,,,,,,,,,1,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/38200/helio-castroneves-car-racing-mbti-personality-type,,,,,1,,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/38196/jacques-villeneuve-car-racing-mbti-personality-type,,,,,,,,1,,,,,,,,
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/19738.png,https://www.personality-database.com/profile/19738/jeff-gordon-car-racing-mbti-personality-type,,,,,2,,,,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/19736.png,https://www.personality-database.com/profile/19736/jimmie-johnson-car-racing-mbti-personality-type,,,,,,,,,,,,,,,2,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/19886/jimmy-spencer-car-racing-mbti-personality-type,,,,,,,,1,,,,,,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/40743/joey-logano-car-racing-mbti-personality-type,,,,,,,,,,,,,1,,,
Ti,Se,67%,,,Ni,,,0%,0%,67%,100%,33%,67%,67%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/27254/juan-pablo-montoya-car-racing-mbti-personality-type,,,,,,,,2,,,,,1,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/23806/kasey-kahne-car-racing-mbti-personality-type,,,,,,,,,,,,,1,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/24623/kevin-harvick-car-racing-mbti-personality-type,,,,,,,1,,,,,,,,,
Se,Se,,,67%,Fe,,,0%,0%,67%,100%,33%,67%,100%,Fe,,https://api.personality-database.com/profile_images/39665.png,https://www.personality-database.com/profile/39665/kevin-magnussen-car-racing-mbti-personality-type,,,,,,,,1,,,,,,,1,1
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/39670.png,https://www.personality-database.com/profile/39670/lance-stroll-car-racing-mbti-personality-type,,,,,,1,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,33%,0%,100%,67%,0%,67%,,Te,,https://api.personality-database.com/profile_images/39656.png,https://www.personality-database.com/profile/39656/lando-norris-car-racing-mbti-personality-type,,1,,,,2,,,,,,,,,,
Fi,Ne,80%,100%,,Ni,,,40%,0%,100%,60%,0%,60%,,Te,,https://api.personality-database.com/profile_images/34423.png,https://www.personality-database.com/profile/34423/lewis-hamilton-car-racing-mbti-personality-type,,2,,,,2,,,,,,,,1,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,https://api.personality-database.com/profile_images/19740.png,https://www.personality-database.com/profile/19740/mario-andretti-car-racing-mbti-personality-type,,,,,,,,,,,,,1,,,
Fe,Si,,100%,100%,Ne,100%,,0%,0%,,100%,100%,0%,,Ti,,/images/profile_transparent.png,https://www.personality-database.com/profile/19904/mark-martin-car-racing-mbti-personality-type,,,,,,,,,,,,,1,,,
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,https://api.personality-database.com/profile_images/24782.png,https://www.personality-database.com/profile/24782/max-verstappen-car-racing-mbti-personality-type,,,,,,,,,,,,,,,,6
Ti,Ne,100%,,,Si,,75%,0%,75%,100%,,0%,25%,100%,Fe,,https://api.personality-database.com/profile_images/19907.png,https://www.personality-database.com/profile/19907/michael-schumacher-car-racing-mbti-personality-type,,,,3,,,,1,,,,,,,,
Fi,Fe,100%,100%,,Ni,,,0%,0%,,100%,50%,50%,,Ne,50%,/images/profile_transparent.png,https://www.personality-database.com/profile/19902/michael-waltrip-car-racing-mbti-personality-type,,,,,1,1,,,,,,,,,,
Ne,Ti,,,100%,Fe,,67%,0%,67%,100%,,0%,33%,100%,Si,,https://api.personality-database.com/profile_images/24611.png,https://www.personality-database.com/profile/24611/nelson-piquet-car-racing-mbti-personality-type,,,,,,,,,,,,2,,,,1
Si,Fe,100%,100%,,Ti,100%,,0%,0%,,100%,100%,0%,,Ne,,https://api.personality-database.com/profile_images/39667.png,https://www.personality-database.com/profile/39667/nico-hlkenberg-car-racing-mbti-personality-type,,,,,2,,,,,,,,,,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/24680.png,https://www.personality-database.com/profile/24680/nigel-mansell-car-racing-mbti-personality-type,,,,,,2,,,,,,,,,,
Te,Ni,,,80%,Se,100%,100%,0%,100%,,,0%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/38198/niki-lauda-car-racing-mbti-personality-type,,,1,,,,,,,,4,,,,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,https://api.personality-database.com/profile_images/39659.png,https://www.personality-database.com/profile/39659/pierre-gasly-car-racing-mbti-personality-type,,,,,,,,,,,,,,2,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/19898/richard-petty-car-racing-mbti-personality-type,,,,,,,,,,,,,,,1,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/39674.png,https://www.personality-database.com/profile/39674/robert-kubica-car-racing-mbti-personality-type,,,,,,,,,,,,,,,2,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,https://api.personality-database.com/profile_images/39671.png,https://www.personality-database.com/profile/39671/romain-grosjean-car-racing-mbti-personality-type,,,,,,3,,,,,,,,,,
Si,Te,100%,,,Fi,100%,,0%,0%,,100%,100%,0%,100%,Ne,,/images/profile_transparent.png,https://www.personality-database.com/profile/19896/rusty-wallace-car-racing-mbti-personality-type,,,,,,,1,,,,,,,,,
Fe,Ni,,75%,75%,Se,100%,,50%,0%,,,50%,0%,,Ti,50%,https://api.personality-database.com/profile_images/34424.png,https://www.personality-database.com/profile/34424/sebastian-vettel-car-racing-mbti-personality-type,,,,,1,,,,2,,,,,,1,
Si,Se,100%,,,Fi,,,0%,0%,,100%,50%,50%,100%,Fe,50%,https://api.personality-database.com/profile_images/39666.png,https://www.personality-database.com/profile/39666/sergio-perez-car-racing-mbti-personality-type,,,,,,,1,1,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/19887/sterling-marlin-car-racing-mbti-personality-type,,,,,,,,1,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/19739.png,https://www.personality-database.com/profile/19739/tony-stewart-car-racing-mbti-personality-type,,,,,,,,5,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,https://api.personality-database.com/profile_images/39657.png,https://www.personality-database.com/profile/39657/valtteri-bottas-car-racing-mbti-personality-type,,,,,,,,,,,,,,,3,
Fi,Ne,100%,100%,,Si,,71%,71%,0%,96%,,4%,25%,,Te,,https://api.personality-database.com/profile_images/9708.png,https://www.personality-database.com/profile/9708/jackie-chan-actors-actresses-asia-mbti-personality-type,,20,,,1,7,,,,,,,,,,
Ni,Fe,67%,67%,,Ti,67%,67%,67%,0%,,,0%,33%,,Se,,https://api.personality-database.com/profile_images/32341.png,https://www.personality-database.com/profile/32341/jet-li-actors-actresses-asia-mbti-personality-type,4,,,,,,,,,,,,,,,2
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/46879/andy-hug-martial-arts-mbti-personality-type,,,,,,,,,,,,,,1,,
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/49704/benny-urquidez-martial-arts-mbti-personality-type,,,,,,,,,,,,,,1,,
Fe,Si,,58%,100%,Ne,79%,,0%,0%,,100%,79%,21%,,Ti,,https://api.personality-database.com/profile_images/7847.png,https://www.personality-database.com/profile/7847/chuck-norris-actors-usa-mbti-personality-type,,,,,,,,,,,,,11,,4,4
Se,Fi,,100%,100%,Te,,,0%,0%,100%,100%,0%,100%,,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/49708/dan-inosanto-martial-arts-mbti-personality-type,,,,,,,,,,,,,,1,,
Fi,Se,100%,100%,,Ni,,,0%,0%,100%,100%,0%,100%,,Te,,/images/profile_transparent.png,https://www.personality-database.com/profile/50237/donnie-yen-martial-arts-mbti-personality-type,,,,,,1,,,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,https://api.personality-database.com/profile_images/34318.png,https://www.personality-database.com/profile/34318/frank-dux-martial-arts-mbti-personality-type,,,,,,,,1,,,,,,,,
Ti,Se,100%,,,Ni,,,0%,0%,100%,100%,0%,100%,100%,Fe,,/images/profile_transparent.png,https://www.personality-database.com/profile/41120/gene-lebell-martial-arts-mbti-personality-type,,,,,,,,1,,,,,,,,
Te,Si,,,100%,Ne,100%,,0%,0%,,100%,100%,0%,100%,Fi,,/images/profile_transparent.png,https://www.personality-database.com/profile/46881/hlio-gracie-martial-arts-mbti-personality-type,,,,,,,,,,,,,,,1,
Se,Fi,,73%,73%,Te,,,18%,18%,64%,64%,0%,64%,,Ni,,https://api.personality-database.com/profile_images/10156.png,https://www.personality-database.com/profile/10156/jean-claude-van-damme-actors-actresses-europe-mbti-personality-type,1,,2,,,,,,1,,,,,6,,1
Se,Ti,,,100%,Fe,,,0%,0%,100%,100%,0%,100%,100%,Ni,,/images/profile_transparent.png,https://www.personality-database.com/profile/50236/jimmy-wang-yu-martial-arts-mbti-personality-type,,,,,,,,,,,,,,,,1
Ni,Fe,100%,100%,,Ti,100%,100%,100%,0%,,,0%,0%,,Se,,https://api.personality-database.com/profile_images/33459.png,https://www.personality-database.com/profile/33459/sammo-hung-actors-actresses-asia-mbti-personality-type,1,,,,,,,,,,,,,,,
